tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
iid_generic,17,0.425,1,1,0.14397806743388372,2.5705305847298745,2.1230632078554597
iid_generic,17,0.425,1,2,-0.06952582606136806,2.4550301221748114,1.9197589809000322
iid_generic,17,0.425,2,0,-0.23756326047145812,2.291101149864884,1.5802467935407545
iid_generic,17,0.425,2,1,-0.06952582606136806,2.4550301221748114,1.9197589809000322
iid_generic,17,0.425,2,2,0.28989132352301156,2.3476949858188574,1.8314315713984
iid_generic,18,0.45,0,0,0.3612806290009117,2.2049216936387785,0.828406670491454
iid_generic,18,0.45,0,1,0.04318966379923467,2.3526806800743896,0.9362529597042553
iid_generic,18,0.45,0,2,-0.2445855918042051,2.253162004712155,1.0299702474227028
iid_generic,18,0.45,1,0,0.04318966379923467,2.3526806800743896,0.9362529597042553
iid_generic,18,0.45,1,1,0.14378718457904946,2.516717398930771,1.3253290950931251
iid_generic,18,0.45,1,2,-0.070605809776575,2.407484377904591,1.3480390434332092
iid_generic,18,0.45,2,0,-0.2445855918042051,2.253162004712155,1.0299702474227028
iid_generic,18,0.45,2,1,-0.070605809776575,2.407484377904591,1.3480390434332092
iid_generic,18,0.45,2,2,0.29369379580707905,2.3060303696163476,1.4728423817902427
iid_generic,19,0.475,0,0,0.3679770705685217,2.173555705048573,0.8177188963086857
iid_generic,19,0.475,0,1,0.04550708009384686,2.3099768540612335,1.0535923835860135
iid_generic,19,0.475,0,2,-0.24866265192710024,2.2098330228655803,0.7672259559404946
iid_generic,19,0.475,1,0,0.04550708009384686,2.3099768540612335,1.0535923835860135
iid_generic,19,0.475,1,1,0.14186645988338556,2.4610542886479996,1.6768323357792998
iid_generic,19,0.475,1,2,-0.07088029513240175,2.351592654606225,1.0527978049480289
iid_generic,19,0.475,2,0,-0.24866265192710024,2.2098330228655803,0.7672259559404946
iid_generic,19,0.475,2,1,-0.07088029513240175,2.351592654606225,1.0527978049480289
iid_generic,19,0.475,2,2,0.2950552046043421,2.2497042040190705,0.7922245416003749
iid_generic,20,0.5,0,0,0.3754672442066667,2.144081189893645,1.365896082117571
iid_generic,20,0.5,0,1,0.048382843310642056,2.259295135345104,1.4191995057442572
iid_generic,20,0.5,0,2,-0.25502054657589973,2.1774578239426856,1.2462580764891074
iid_generic,20,0.5,1,0,0.048382843310642056,2.259295135345104,1.4191995057442572
iid_generic,20,0.5,1,1,0.14422757681957601,2.386548378032338,1.8227012396858175
iid_generic,20,0.5,1,2,-0.07412492625934729,2.297603776901137,1.5230071597610282
iid_generic,20,0.5,2,0,-0.25502054657589973,2.1774578239426856,1.2462580764891074
iid_generic,20,0.5,2,1,-0.07412492625934729,2.297603776901137,1.5230071597610282
iid_generic,20,0.5,2,2,0.3013466558996832,2.2141845642667244,1.3238474279090957
iid_generic,21,0.525,0,0,0.3816057199262617,2.1299995543771346,1.4453504660141612
iid_generic,21,0.525,0,1,0.04773461972437057,2.2342296830170656,1.5120825100843296
