tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
smooth_aligned,0,0.0,0,0,0.1444467102819005,1.9364512926755397,1.3618479853891021
smooth_aligned,0,0.0,0,1,0.14448387667274845,1.941928888301386,1.3657693679782856
smooth_aligned,0,0.0,0,2,0.14489189744831982,1.94103835866183,1.367368606887455
smooth_aligned,0,0.0,1,0,0.14448387667274845,1.941928888301386,1.3657693679782856
smooth_aligned,0,0.0,1,1,0.1448813963524823,1.947544670173354,1.3701821519041282
smooth_aligned,0,0.0,1,2,0.14498238373043357,1.946575143637528,1.3714630243741037
smooth_aligned,0,0.0,2,0,0.14489189744831982,1.94103835866183,1.367368606887455
smooth_aligned,0,0.0,2,1,0.14498238373043357,1.946575143637528,1.3714630243741037
smooth_aligned,0,0.0,2,2,0.14551635187256912,1.9456801000585298,1.3730238536274688
smooth_aligned,1,0.025,0,0,0.14800186750611838,1.894601211812006,1.3090706848956752
smooth_aligned,1,0.025,0,1,0.14801767058700585,1.8999916794180407,1.311885855419692
smooth_aligned,1,0.025,0,2,0.14840390850553528,1.8989367206887848,1.3141678164880297
smooth_aligned,1,0.025,1,0,0.14801767058700585,1.8999916794180407,1.311885855419692
smooth_aligned,1,0.025,1,1,0.14839444440262112,1.9055124767316887,1.3151968577244375
smooth_aligned,1,0.025,1,2,0.14847492046004843,1.904384214941725,1.3171908935661991
smooth_aligned,1,0.025,2,0,0.14840390850553528,1.8989367206887848,1.3141678164880297
smooth_aligned,1,0.025,2,1,0.14847492046004843,1.904384214941725,1.3171908935661991
smooth_aligned,1,0.025,2,2,0.14898736959944844,1.90332474428817,1.319431850738596
smooth_aligned,2,0.05,0,0,0.15178824227400256,1.8554695055406834,1.276334122338869
smooth_aligned,2,0.05,0,1,0.15179010336201013,1.860768075800702,1.278358735913996
smooth_aligned,2,0.05,0,2,0.15214893802804144,1.8595314108417256,1.281265488949485
smooth_aligned,2,0.05,1,0,0.15179010336201013,1.860768075800702,1.278358735913996
smooth_aligned,2,0.05,1,1,0.15215445975594497,1.8661897924807118,1.2808620146662226
smooth_aligned,2,0.05,1,2,0.15220808216723902,1.8648845163598091,1.2835294128013883
smooth_aligned,2,0.05,2,0,0.15214893802804144,1.8595314108417256,1.281265488949485
smooth_aligned,2,0.05,2,1,0.15220808216723902,1.8648845163598091,1.2835294128013883
smooth_aligned,2,0.05,2,2,0.1526932953667298,1.8636430619947497,1.2864109284189273
smooth_aligned,3,0.075,0,0,0.15559987095930847,1.8176202809933057,1.2596336385848974
smooth_aligned,3,0.075,0,1,0.15559336713307614,1.822811007453421,1.2611931660266333
smooth_aligned,3,0.075,0,2,0.1559200989320351,1.8213841783758633,1.264387909568919
smooth_aligned,3,0.075,1,0,0.15559336713307614,1.822811007453421,1.2611931660266333
smooth_aligned,3,0.075,1,1,0.1559516030352391,1.8281184852690722,1.2632097307191368
smooth_aligned,3,0.075,1,2,0.1559730803893324,1.8266266650150424,1.2662037249580445
smooth_aligned,3,0.075,2,0,0.1559200989320351,1.8213841783758633,1.264387909568919
smooth_aligned,3,0.075,2,1,0.1559730803893324,1.8266266650150424,1.2662037249580445
smooth_aligned,3,0.075,2,2,0.15642635355636067,1.825194479374117,1.2693952598222422
smooth_aligned,4,0.1,0,0,0.15926033332520326,1.7797895293872597,1.251770673694889
smooth_aligned,4,0.1,0,1,0.1592479165447988,1.784855211906658,1.2532162507763596
smooth_aligned,4,0.1,0,2,0.15954074617502342,1.7832460519432294,1.2561919515219309
smooth_aligned,4,0.1,1,0,0.1592479165447988,1.784855211906658,1.2532162507763596
smooth_aligned,4,0.1,1,1,0.15960290158605764,1.7900319811144143,1.2551092611072179
smooth_aligned,4,0.1,1,2,0.15958995075261764,1.7883606106989633,1.2578914220332635
smooth_aligned,4,0.1,2,0,0.15954074617502342,1.7832460519432294,1.2561919515219309
smooth_aligned,4,0.1,2,1,0.15958995075261764,1.7883606106989633,1.2578914220332635
smooth_aligned,4,0.1,2,2,0.16000969340618246,1.786745337635186,1.2608744691189135
smooth_aligned,5,0.125,0,0,0.16264524335841754,1.741152843289487,1.2468208069614877
smooth_aligned,5,0.125,0,1,0.1626252255507822,1.7460790731183167,1.2485768586487282
smooth_aligned,5,0.125,0,2,0.16288541713317803,1.7443187202181905,1.250808777024144
smooth_aligned,5,0.125,1,0,0.1626252255507822,1.7460790731183167,1.2485768586487282
smooth_aligned,5,0.125,1,1,0.16297539403184252,1.7511112539031408,1.2507847888957646
smooth_aligned,5,0.125,1,2,0.16292884731426874,1.7492910598816451,1.2527979386661527
smooth_aligned,5,0.125,2,0,0.16288541713317803,1.7443187202181905,1.250808777024144
smooth_aligned,5,0.125,2,1,0.16292884731426874,1.7492910598816451,1.2527979386661527
smooth_aligned,5,0.125,2,2,0.163316762908692,1.7475238072060995,1.2550340115959588
smooth_aligned,6,0.15,0,0,0.1656934566684578,1.7012410380042284,1.2380667554965863
smooth_aligned,6,0.15,0,1,0.16565894389307612,1.70601381510549,1.2405854379476067
smooth_aligned,6,0.15,0,2,0.1658903510509491,1.7041548861506088,1.2417004486106171
smooth_aligned,6,0.15,1,0,0.16565894389307612,1.70601381510549,1.2405854379476067
smooth_aligned,6,0.15,1,1,0.1659974220090305,1.7108877045489868,1.24356358056455
smooth_aligned,6,0.15,1,2,0.16592062044416536,1.7089713129502515,1.2444180621606933
smooth_aligned,6,0.15,2,0,0.1658903510509491,1.7041548861506088,1.2417004486106171
smooth_aligned,6,0.15,2,1,0.16592062044416536,1.7089713129502515,1.2444180621606933
smooth_aligned,6,0.15,2,2,0.16628114015236503,1.7071048238752864,1.245531168676072
smooth_aligned,7,0.175,0,0,0.16841544491666707,1.6599106982648217,1.2187134407700155
smooth_aligned,7,0.175,0,1,0.16835447879817464,1.664508655716868,1.2223665197130014
smooth_aligned,7,0.175,0,2,0.16856233853231092,1.6626150362958,1.2221923858662878
smooth_aligned,7,0.175,1,0,0.16835447879817464,1.664508655716868,1.2223665197130014
smooth_aligned,7,0.175,1,1,0.16866948405505477,1.6692029308880088,1.2264789225106534
smooth_aligned,7,0.175,1,2,0.16856693840719314,1.6672545369393685,1.226003553127886
smooth_aligned,7,0.175,2,0,0.16856233853231092,1.6626150362958,1.2221923858662878
smooth_aligned,7,0.175,2,1,0.16856693840719314,1.6672545369393685,1.226003553127886
smooth_aligned,7,0.175,2,2,0.16890586033763821,1.6653529572895878,1.225825993068785
smooth_aligned,8,0.2,0,0,0.17089179308327826,1.6174586015647403,1.1862434756943436
smooth_aligned,8,0.2,0,1,0.17078983821382224,1.6218434772696784,1.1910506707705044
smooth_aligned,8,0.2,0,2,0.17097866083042432,1.6199794458679853,1.1897202877098871
smooth_aligned,8,0.2,1,0,0.17078983821382224,1.6218434772696784,1.1910506707705044
smooth_aligned,8,0.2,1,1,0.17106731488648796,1.6263195791856824,1.1963092281816823
smooth_aligned,8,0.2,1,2,0.1709426155225735,1.6244039663997507,1.1946486736360653
smooth_aligned,8,0.2,2,0,0.17097866083042432,1.6199794458679853,1.1897202877098871
smooth_aligned,8,0.2,2,1,0.1709426155225735,1.6244039663997507,1.1946486736360653
smooth_aligned,8,0.2,2,2,0.171264837406417,1.622531933588624,1.19331560285825
smooth_aligned,9,0.225,0,0,0.17325018403577697,1.5745234991925103,1.1437452834217112
smooth_aligned,9,0.225,0,1,0.17309401363266672,1.5786413093778313,1.1492662539829397
smooth_aligned,9,0.225,0,2,0.1732660992423424,1.576861776454727,1.1472590552292046
smooth_aligned,9,0.225,1,0,0.17309401363266672,1.5786413093778313,1.1492662539829397
smooth_aligned,9,0.225,1,1,0.1733214423687323,1.5828446888929208,1.1552261093840865
smooth_aligned,9,0.225,1,2,0.17317601368630667,1.5810173077484533,1.1528780182254232
smooth_aligned,9,0.225,2,0,0.1732660992423424,1.576861776454727,1.1472590552292046
smooth_aligned,9,0.225,2,1,0.17317601368630667,1.5810173077484533,1.1528780182254232
smooth_aligned,9,0.225,2,2,0.17348397636240312,1.579230113439838,1.150864204267584
smooth_aligned,10,0.25,0,0,0.1756295869183583,1.5318657167851557,1.09639632992363
smooth_aligned,10,0.25,0,1,0.17541007674696554,1.5356644196143046,1.1019998116983902
smooth_aligned,10,0.25,0,2,0.17556605164840547,1.5340050053234435,1.0998750618811013
smooth_aligned,10,0.25,1,0,0.17541007674696554,1.5356644196143046,1.1019998116983902
smooth_aligned,10,0.25,1,1,0.1755789653835662,1.5395425912204488,1.1080252658935639
smooth_aligned,10,0.25,1,2,0.17541294145880784,1.5378393708838856,1.105567551335436
smooth_aligned,10,0.25,2,0,0.17556605164840547,1.5340050053234435,1.0998750618811013
