sup_output_l2_error,sup_all_depth_gram_fro_error,final_output_l2_error,final_all_depth_gram_fro_error,min_reconstructed_psd_kernel_eigenvalue,restart_tag,order
0.0007225468741186331,0.00170888243941748,0.00015196198977547153,0.0011325363602439163,1.5432066823757817,exact_state_new_labels,2
1.0232003697391753e-05,1.8872079256444935e-05,2.7888675434053796e-06,1.500242212873113e-05,1.563244705662624,exact_state_new_labels,4
6.605761550617375e-08,2.115992697116102e-07,1.974822537142287e-08,1.6623339378550365e-07,1.5636435942881115,exact_state_new_labels,6
2.8784753003951127e-10,3.823571775513026e-10,3.050925734772446e-11,3.401602703133624e-10,1.5636447931664306,exact_state_new_labels,8
0.0007079188884289933,0.0016811699858428908,0.00015026625442995307,0.0011184713386267592,1.5426790369645447,perturbed_state_new_labels,2
1.0055691766739988e-05,1.8597030379751495e-05,2.7879851190527894e-06,1.4750510772747127e-05,1.5627654545255756,perturbed_state_new_labels,4
6.489085463140132e-08,2.0893973690561815e-07,1.9570262357064357e-08,1.6437120811356642e-07,1.5631654869951939,perturbed_state_new_labels,6
2.8098827433535226e-10,3.7233517373719386e-10,3.040265862050705e-11,3.361419293773746e-10,1.5631666815308023,perturbed_state_new_labels,8
