source,case_id,time,loss,output_increment_l2,max_depth_gram_increment_fro
PDE,C0,1.32,1.2676499641361067e-06,1.0303961095088727,0.7556999918482392
PDE,C0,1.36,8.069605428979048e-07,1.0307179700888371,0.7561205874808522
PDE,C0,1.4000000000000001,5.136386481085588e-07,1.0309748251385071,0.756456298532138
PDE,C0,1.44,3.2690768539756696e-07,1.0311797835222816,0.756724219980759
PDE,C0,1.48,2.0804739153693622e-07,1.031343317934377,0.7569380172795401
PDE,C0,1.52,1.32396116803582e-07,1.031473792360595,0.7571086095499142
PDE,C0,1.56,8.4249810523499e-08,1.0315778849740684,0.7572447184380796
PDE,C0,1.6,5.36101756642406e-08,1.0316609268392336,0.7573533084021176
PDE,C0,1.6400000000000001,3.411247662522467e-08,1.0317271729592727,0.7574399394957768
PDE,C0,1.68,2.1705484175406273e-08,1.0317800190377333,0.7575090497787514
PDE,C0,1.72,1.3810769964319018e-08,1.0318221747353327,0.7575641812259143
PDE,C0,1.76,8.787393459457136e-09,1.0318558020953321,0.7576081603341903
PDE,C0,1.8,5.5911002790900396e-09,1.0318826261029683,0.7576432424447241
PDE,C0,1.84,3.557382174719124e-09,1.0319040229649863,0.7576712270275269
PDE,C0,1.8800000000000001,2.263396311771184e-09,1.031921090584133,0.7576935497438388
PDE,C0,1.92,1.4400851086850548e-09,1.0319347048101715,0.7577113559467463
PDE,C0,1.96,9.162493978703571e-10,1.0319455643319946,0.7577255593515495
PDE,C0,2.0,5.829585002540351e-10,1.031954226500714,0.7577368888612092
PDE,C0,2.04,3.709029567481677e-10,1.0319611359133738,0.7577459259338051
PDE,C0,2.08,2.3598365860235026e-10,1.0319666472187192,0.7577531343995481
PDE,C0,2.12,1.5014219115424035e-10,1.0319710433119735,0.7577588842511903
PDE,C0,2.16,9.552629177533633e-11,1.0319745498502784,0.7577634706247851
PDE,C0,2.2,6.077746338761663e-11,1.0319773468324245,0.7577671289424243
PDE,C0,2.24,3.866889909986736e-11,1.0319795778363523,0.7577700469925683
PDE,C0,2.2800000000000002,2.4602583564414082e-11,1.031981357388028,0.7577723745669941
PDE,C0,2.32,1.565306397079491e-11,1.0319827768395875,0.7577742311483886
PDE,C0,2.36,9.959047293589673e-12,1.0319839090582579,0.7577757120427665
PDE,C0,2.4,6.336304825880032e-12,1.0319848121666113,0.7577768932712601
PDE,C0,2.44,4.031384258828967e-12,1.031985532526059,0.7577778354722083
PDE,C0,2.48,2.56491054381888e-12,1.0319861071166803,0.7577785870137542
PDE,C0,2.52,1.631887309432912e-12,1.0319865654355247,0.7577791864766656
PDE,C0,2.56,1.0382645827198415e-12,1.0319869310108023,0.7577796646347874
PDE,C0,2.6,6.605806681185587e-13,1.0319872226096898,0.7577800460347732
PDE,C0,2.64,4.202847552707164e-13,1.031987455201735,0.7577803502561592
PDE,C0,2.68,2.673999862118111e-13,1.0319876407273216,0.757780592916474
PDE,C0,2.72,1.7012929234703355e-13,1.0319877887106328,0.757780786472959
PDE,C0,2.7600000000000002,1.0824224457467887e-13,1.0319879067485778,0.7577809408620688
PDE,C0,2.8000000000000003,6.886752334494299e-14,1.0319880009007887,0.7577810640095618
PDE,C0,2.84,4.381593941372123e-14,1.0319880760006936,0.7577811622373731
PDE,C0,2.88,2.7877240346902636e-14,1.0319881359036474,0.7577812405881548
PDE,C0,2.92,1.7736479442017027e-14,1.0319881836848512,0.7577813030841516
PDE,C0,2.96,1.1284571090147125e-14,1.0319882217972176,0.7577813529336778
PDE,C0,3.0,7.179640270982622e-15,1.0319882521972992,0.7577813926958303
PDE,C0,3.04,4.567939151637127e-15,1.0319882764457262,0.7577814244118525
PDE,C0,3.08,2.9062832020468745e-15,1.0319882957873259,0.7577814497099303
PDE,C0,3.12,1.8490793524031967e-15,1.0319883112150265,0.7577814698887784
PDE,C0,3.16,1.1764491640890792e-15,1.0319883235208314,0.7577814859843042
PDE,C0,3.2,7.484982370804652e-16,1.0319883333364759,0.7577814988227954
PDE,C0,3.24,4.762208459982359e-16,1.0319883411658606,0.7577815090633342
PDE,C0,3.2800000000000002,3.0298840285042583e-16,1.0319883474109186,0.757781517231633
PDE,C0,3.3200000000000003,1.9277185043664266e-16,1.031988352392248,0.7577815237470225
PDE,C0,3.36,1.226482104323867e-16,1.031988356365573,0.757781528943981
PDE,C0,3.4,7.803309394516356e-17,1.0319883595348693,0.7577815330893011
PDE,C0,3.44,4.964739351627105e-17,1.0319883620628376,0.7577815363957882
PDE,C0,3.48,3.1587412033709665e-17,1.0319883640792555,0.7577815390331862
PDE,C0,3.52,2.0097020469217877e-17,1.0319883656876376,0.7577815411368892
PDE,C0,3.56,1.2786429139165092e-17,1.0319883669705534,0.7577815428148941
PDE,C0,3.6,8.135174193796841e-18,1.0319883679938626,0.7577815441533446
PDE,C0,3.64,5.175883440464658e-18,1.0319883688100986,0.7577815452209501
PDE,C0,3.68,3.2930779709177597e-18,1.031988369461164,0.7577815460725182
PDE,C0,3.72,2.095172193221577e-18,1.0319883699804817,0.7577815467517662
PDE,C0,3.7600000000000002,1.3330222079510152e-18,1.0319883703947121,0.7577815472935641
PDE,C0,3.8000000000000003,8.481152447024138e-19,1.0319883707251205,0.7577815477257258
PDE,C0,3.84,5.396006554694979e-19,1.0319883709886686,0.7577815480704365
PDE,C0,3.88,3.4331270692708357e-19,1.0319883711988862,0.7577815483453929
PDE,C0,3.92,2.18427636861882e-19,1.0319883713665645,0.75778154856471
PDE,C0,3.96,1.3897129482325186e-19,1.031988371500312,0.7577815487396473
PDE,C0,4.0,8.841837346612654e-20,1.031988371606995,0.7577815488791844
PDE,C0,4.04,5.625497693023647e-20,1.0319883716920897,0.7577815489904849
PDE,C0,4.08,3.579132061291435e-20,1.0319883717599654,0.7577815490792631
PDE,C0,4.12,2.2771742755863256e-20,1.0319883718141056,0.757781549150077
PDE,C0,4.16,1.4488193722412802e-20,1.0319883718572902,0.7577815492065609
PDE,C0,4.2,9.217870640281105e-21,1.0319883718917364,0.7577815492516146
PDE,C0,4.24,5.864682261752031e-21,1.0319883719192127,0.7577815492875524
PDE,C0,4.28,3.731347760598393e-21,1.0319883719411278,0.7577815493162167
PDE,C0,4.32,2.373996866727361e-21,1.031988371958609,0.757781549339081
PDE,C0,4.36,1.5104222704256222e-21,1.0319883719725524,0.7577815493573191
PDE,C0,4.4,9.60984150330728e-22,1.0319883719836744,0.7577815493718667
PDE,C0,4.44,6.114234135880745e-22,1.0319883719925456,0.7577815493834696
PDE,C0,4.48,3.8900065534426185e-22,1.031988371999622,0.7577815493927254
PDE,C0,4.5200000000000005,2.474998844443247e-22,1.031988372005266,0.7577815494001081
PDE,C0,4.5600000000000005,1.5746376973036006e-22,1.0319883720097685,0.757781549405997
PDE,C0,4.6000000000000005,1.0018673495852293e-22,1.0319883720133594,0.7577815494106934
PDE,C0,4.64,6.374344570687646e-23,1.0319883720162237,0.7577815494144409
PDE,C0,4.68,4.0554312533551685e-23,1.0319883720185086,0.7577815494174284
PDE,C0,4.72,2.580087910570713e-23,1.0319883720203313,0.7577815494198124
PDE,C0,4.76,1.641608838829997e-23,1.0319883720217848,0.7577815494217136
PDE,C0,4.8,1.0444645422546816e-23,1.0319883720229444,0.7577815494232302
PDE,C0,4.84,6.644910892428431e-24,1.0319883720238692,0.7577815494244402
PDE,C0,4.88,4.228058440825518e-24,1.0319883720246068,0.7577815494254048
PDE,C0,4.92,2.689801566534665e-24,1.0319883720251952,0.7577815494261748
PDE,C0,4.96,1.7110557539475876e-24,1.0319883720256648,0.7577815494267883
PDE,C0,5.0,1.0887205015460467e-24,1.031988372026039,0.7577815494272779
PDE,C0,5.04,6.928801126011098e-25,1.0319883720263374,0.757781549427669
PDE,C0,5.08,4.408039490727142e-25,1.0319883720265757,0.7577815494279798
PDE,C0,5.12,2.8038180089934374e-25,1.031988372026766,0.7577815494282282
PDE,C0,5.16,1.7849468342253557e-25,1.0319883720269172,0.7577815494284269
PDE,C0,5.2,1.134980853475882e-25,1.0319883720270382,0.7577815494285848
PDE,C0,5.24,7.223177145264995e-26,1.0319883720271346,0.7577815494287108
PDE,C0,5.28,4.5976804197471087e-26,1.0319883720272114,0.7577815494288119
PDE,C0,5.32,2.922168823044043e-26,1.0319883720272731,0.7577815494288919
PDE,C0,5.36,1.8542146303084728e-26,1.0319883720273222,0.757781549428956
PDE,C0,5.4,1.1821086827712684e-26,1.031988372027361,0.7577815494290068
PDE,C0,5.44,7.536082212957612e-27,1.031988372027392,0.7577815494290471
PDE,C0,5.48,4.7847248870532504e-27,1.0319883720274168,0.7577815494290799
PDE,C0,5.5200000000000005,3.0417059020883146e-27,1.0319883720274368,0.7577815494291061
PDE,C0,5.5600000000000005,1.9463725351889397e-27,1.0319883720274523,0.7577815494291262
PDE,C0,5.6000000000000005,1.2244970141776715e-27,1.0319883720274652,0.7577815494291436
PDE,C0,5.64,7.906188940742485e-28,1.031988372027475,0.7577815494291559
PDE,C0,5.68,5.013827350261734e-28,1.0319883720274832,0.757781549429167
PDE,C0,5.72,3.108805301350766e-28,1.0319883720274898,0.7577815494291752
PDE,C0,5.76,2.0075277442710343e-28,1.0319883720274947,0.7577815494291814
PDE,C0,5.8,1.2770302200847333e-28,1.0319883720274987,0.7577815494291867
PDE,C0,5.84,8.27456541306532e-29,1.0319883720275018,0.757781549429191
PDE,C0,5.88,5.138227017229594e-29,1.0319883720275047,0.7577815494291947
PDE,C0,5.92,3.333553622140979e-29,1.0319883720275065,0.7577815494291972
PDE,C0,5.96,2.019607176882231e-29,1.0319883720275083,0.7577815494292
PDE,C0,6.0,1.267724126593454e-29,1.0319883720275096,0.7577815494292018
PDE,C0,6.04,8.437113900371603e-30,1.0319883720275105,0.7577815494292031
PDE,C0,6.08,5.8871826540029026e-30,1.0319883720275114,0.757781549429204
PDE,C0,6.12,3.827207985486315e-30,1.031988372027512,0.7577815494292048
PDE,C0,6.16,2.828805902315972e-30,1.0319883720275123,0.7577815494292052
PDE,C0,6.2,2.2987899816206047e-30,1.0319883720275125,0.7577815494292056
PDE,C0,6.24,1.6224033851518075e-30,1.031988372027513,0.7577815494292061
PDE,C0,6.28,8.997944700177166e-31,1.0319883720275134,0.7577815494292064
PDE,C0,6.32,6.4711246131411125e-31,1.0319883720275136,0.7577815494292068
PDE,C0,6.36,6.039716305598372e-31,1.0319883720275136,0.7577815494292071
PDE,C0,6.4,3.6361557350031013e-31,1.0319883720275138,0.7577815494292074
PDE,C0,6.44,2.9120060759135006e-31,1.031988372027514,0.7577815494292075
PDE,C0,6.48,2.6654870430319344e-31,1.031988372027514,0.7577815494292076
PDE,C0,6.5200000000000005,2.6654870430319344e-31,1.031988372027514,0.7577815494292076
PDE,C0,6.5600000000000005,2.2340787354891936e-31,1.031988372027514,0.7577815494292077
PDE,C0,6.6000000000000005,1.2480026039629288e-31,1.0319883720275143,0.7577815494292077
PDE,C0,6.640000000000001,1.2480026039629288e-31,1.0319883720275143,0.7577815494292078
PDE,C0,6.68,1.2480026039629288e-31,1.0319883720275143,0.7577815494292078
PDE,C0,6.72,1.2480026039629288e-31,1.0319883720275143,0.7577815494292082
PDE,C0,6.76,1.2480026039629288e-31,1.0319883720275143,0.7577815494292082
PDE,C0,6.8,1.2480026039629288e-31,1.0319883720275143,0.7577815494292082
PDE,C0,6.84,1.2480026039629288e-31,1.0319883720275143,0.7577815494292082
PDE,C0,6.88,1.2480026039629288e-31,1.0319883720275143,0.7577815494292082
PDE,C0,6.92,1.2480026039629288e-31,1.0319883720275143,0.7577815494292084
PDE,C0,6.96,9.398538128609711e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.0,9.398538128609711e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.04,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.08,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.12,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.16,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.2,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.24,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.28,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.32,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.36,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.4,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.44,6.317050217590134e-32,1.0319883720275143,0.7577815494292084
PDE,C0,7.48,6.317050217590134e-32,1.0319883720275143,0.7577815494292085
PDE,C0,7.5200000000000005,6.317050217590134e-32,1.0319883720275143,0.7577815494292085
PDE,C0,7.5600000000000005,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.6000000000000005,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.640000000000001,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.68,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.72,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.76,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.8,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.84,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.88,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.92,6.317050217590134e-32,1.0319883720275143,0.7577815494292086
PDE,C0,7.96,5.084455053182303e-32,1.0319883720275145,0.7577815494292086
PDE,C0,8.0,3.235562306570556e-32,1.0319883720275145,0.7577815494292086
PDE,C1,0.0,0.5325000000000001,0.0,0.0
PDE,C1,0.04,0.43150657060741265,0.10300336878704518,0.007560377700829378
PDE,C1,0.08,0.3486493611740872,0.19694424656257237,0.027459905089975777
PDE,C1,0.12,0.2802712200684034,0.2832946672325987,0.056290524043262374
PDE,C1,0.16,0.22381422778869448,0.362938392700295,0.09136181549860928
PDE,C1,0.2,0.17736639448991715,0.4363950349529646,0.1304764769576276
PDE,C1,0.24,0.1394017369242689,0.5039723855715786,0.1718150610579512
PDE,C1,0.28,0.10863457231640547,0.5658715305027643,0.21387846522443107
PDE,C1,0.32,0.0839426639558412,0.6222578031169952,0.2554575319300477
PDE,C1,0.36,0.06433084505287572,0.6733055057571055,0.295611764542837
PDE,C1,0.4,0.04891649307748033,0.719222278347969,0.33364759782676046
PDE,C1,0.44,0.03692474371313637,0.7602582148084975,0.3690924042882701
PDE,C1,0.48,0.02768613565501315,0.7967043697374705,0.40166406484171113
PDE,C1,0.52,0.02063292820130693,0.8288847383867333,0.4312378676743988
PDE,C1,0.56,0.015292773306986675,0.8571450441558607,0.4578131401505176
PDE,C1,0.6,0.011279886861088296,0.8818408100594887,0.4814818224436223
PDE,C1,0.64,0.008284556641741643,0.9033263499424453,0.5024005768935764
PDE,C1,0.68,0.006061991923276972,0.9219455929305045,0.5207673080735268
PDE,C1,0.72,0.004421390282984638,0.9380251024576035,0.5368023352892685
PDE,C1,0.76,0.00321584513358255,0.9518692755700123,0.5507339951613239
PDE,C1,0.8,0.002333453700941334,0.9637574859797915,0.5627881678845678
PDE,C1,0.84,0.001689765989792248,0.9739428294128223,0.5731810885664044
PDE,C1,0.88,0.001221559396364802,0.9826521049741652,0.5821147826355895
PDE,C1,0.92,0.0008818281183028631,0.9900866898417521,0.5897745106972665
PDE,C1,0.96,0.000635828963323105,0.9964240128021377,0.596327690395933
PDE,C1,1.0,0.000458011110882902,1.001819388882908,0.6019238575624337
PDE,C1,1.04,0.0003296640905640772,1.0064080328700251,0.6066953216014926
PDE,C1,1.08,0.00023713601683538472,1.0103071187028074,0.6107582528470586
PDE,C1,1.12,0.00017049635185549598,1.0136177925595367,0.6142140091848599
PDE,C1,1.16,0.00012254007982904206,1.0164270796763228,0.6171505651645257
PDE,C1,1.2,8.805094111738296e-05,1.0188096493592527,0.6196439502021899
PDE,C1,1.24,6.325929535616907e-05,1.0208294204577835,0.6217596351123076
PDE,C1,1.28,4.544501440037568e-05,1.0225410020583543,0.6235538300853759
PDE,C1,1.32,3.264771539815696e-05,1.0239909725346514,0.6250746742175414
PDE,C1,1.36,2.3455993071832427e-05,1.0252190053888413,0.6263633084263625
PDE,C1,1.4000000000000001,1.685452169171071e-05,1.026258853379231,0.6274548313974883
PDE,C1,1.44,1.2113383852160353e-05,1.0271392039150409,0.6283791431659106
PDE,C1,1.48,8.708111867725299e-06,1.0278844191109824,0.6291616838658621
PDE,C1,1.52,6.262007019617416e-06,1.0285151736052978,0.6298240767049124
PDE,C1,1.56,4.504582141031201e-06,1.0290490025240653,0.6303846847879453
PDE,C1,1.6,3.24165156922406e-06,1.0295007710117399,0.6308590913666089
PDE,C1,1.6400000000000001,2.333822100610847e-06,1.0298830756735966,0.6312605126549891
PDE,C1,1.68,1.6810357229842704e-06,1.0302065871767991,0.6316001516967489
PDE,C1,1.72,1.211467294082601e-06,1.030480342188674,0.6318875010046361
PDE,C1,1.76,8.735534535617349e-07,1.0307119918267422,0.6321306008942673
PDE,C1,1.8,6.302713817925601e-07,1.030908012873041,0.6323362596478597
PDE,C1,1.84,4.5503324483844947e-07,1.0310738871729912,0.6325102408988584
PDE,C1,1.8800000000000001,3.2874043279528e-07,1.031214253897332,0.6326574229411057
PDE,C1,1.92,2.3767007818369403e-07,1.0313330386912622,0.6327819340436066
PDE,C1,1.96,1.719586967470836e-07,1.0314335631619898,0.6328872672958034
PDE,C1,2.0,1.2451417644599967e-07,1.0315186376574894,0.6329763780166932
PDE,C1,2.04,9.023502276801343e-08,1.0315906398578203,0.6330517663302536
PDE,C1,2.08,6.544999924146706e-08,1.031651581328397,0.6331155471343922
PDE,C1,2.12,4.751586555886474e-08,1.0317031638650103,0.6331695093656076
PDE,C1,2.16,3.452853640858032e-08,1.0317468271865335,0.6332151661811679
PDE,C1,2.2,2.5115621405496724e-08,1.0317837892971276,0.6332537974396013
PDE,C1,2.24,1.828736835819346e-08,1.0318150806399344,0.6332864856537057
PDE,C1,2.2800000000000002,1.3329529522090492e-08,1.031841572994042,0.6333141464136335
PDE,C1,2.32,9.726329063113984e-09,1.0318640039216271,0.6333375541268167
PDE,C1,2.36,7.105050179773958e-09,1.031882997449068,0.6333573637930254
PDE,C1,2.4,5.196155477569349e-09,1.0318990815612448,0.6333741294234958
PDE,C1,2.44,3.80457185462781e-09,1.0319127029995199,0.6333883196201393
PDE,C1,2.48,2.789003174126767e-09,1.031924239778635,0.6334003307518923
PDE,C1,2.52,2.0470178511093612e-09,1.0319340117739764,0.6334104980983049
PDE,C1,2.56,1.5042927077519794e-09,1.0319422896766182,0.6334191052736324
PDE,C1,2.6,1.1068496788357867e-09,1.0319493025677886,0.6334263921965771
PDE,C1,2.64,8.154487940741142e-10,1.0319552443256437,0.6334325618300126
PDE,C1,2.68,6.015356128222701e-10,1.0319602790444362,0.633437785880484
PDE,C1,2.72,4.4430995097366584e-10,1.0319645456184061,0.633442209618041
PDE,C1,2.7600000000000002,3.2860397233507393e-10,1.031968161619228,0.6334459559521911
PDE,C1,2.8000000000000003,2.4334489358558303e-10,1.0319712265759804,0.6334491288788168
PDE,C1,2.84,1.8044026931679174e-10,1.0319738247497916,0.6334518163951837
PDE,C1,2.88,1.3396896616843337e-10,1.031976027481096,0.6334540929651704
PDE,C1,2.92,9.959344531632233e-11,1.0319778951754086,0.6334560216041624
PDE,C1,2.96,7.413239834873323e-11,1.0319794789833643,0.6334576556423384
PDE,C1,3.0,5.524967205958639e-11,1.0319808222221438,0.6334590402160075
PDE,C1,3.04,4.1227602633524074e-11,1.0319819615781667,0.6334602135289743
PDE,C1,3.08,3.0801677359500564e-11,1.0319829281247526,0.6334612079194327
PDE,C1,3.12,2.3039797336494195e-11,1.0319837481832645,0.6334620507624105
PDE,C1,3.16,1.7254009522623024e-11,1.0319844440518502,0.6334627652331379
PDE,C1,3.2,1.293590119057172e-11,1.0319850346221708,0.6334633709528046
PDE,C1,3.24,9.709257221012206e-12,1.0319855359013648,0.6334638845348444
PDE,C1,3.2800000000000002,7.295325431458866e-12,1.0319859614538414,0.6334643200470979
PDE,C1,3.3200000000000003,5.487300838125542e-12,1.031986322775233,0.6334646894028229
PDE,C1,3.36,4.1315585674241365e-12,1.0319866296089566,0.6334650026915228
PDE,C1,3.4,3.1138329912778974e-12,1.0319868902141955,0.6334652684588746
PDE,C1,3.44,2.3490264579694927e-12,1.0319871115927923,0.6334654939435966
PDE,C1,3.48,1.773684747985938e-12,1.031987299681346,0.6334656852778926
PDE,C1,3.52,1.3404342703572895e-12,1.0319874595138827,0.6334658476570857
PDE,C1,3.56,1.013864232161827e-12,1.0319875953596027,0.6334659854831837
PDE,C1,3.6,7.674744884386111e-13,1.0319877108395399,0.6334661024863911
PDE,C1,3.64,5.81410364733326e-13,1.0319878090253705,0.6334662018279593
PDE,C1,3.68,4.4077937889514474e-13,1.0319878925231054,0.6334662861872558
PDE,C1,3.72,3.34398789679514e-13,1.0319879635439897,0.633466357835465
PDE,C1,3.7600000000000002,2.538625306858084e-13,1.0319880239645691,0.6334664186979906
PDE,C1,3.8000000000000003,1.9284522290431535e-13,1.0319880753775819,0.6334664704072933
PDE,C1,3.84,1.4658239292114757e-13,1.0319881191350821,0.6334665143476185
PDE,C1,3.88,1.114818191983349e-13,1.031988156384988,0.6334665516928877
PDE,C1,3.92,8.483258757909157e-14,1.0319881881020545,0.6334665834387797
PDE,C1,3.96,6.458703720529732e-14,1.031988215114129,0.6334666104299023
PDE,C1,4.0,4.919715799671751e-14,1.031988238124408,0.6334666333828124
PDE,C1,4.04,3.74917023239365e-14,1.0319882577303086,0.6334666529055114
PDE,C1,4.08,2.8583786954393537e-14,1.0319882744394657,0.6334666695139636
PDE,C1,4.12,2.1801344456309665e-14,1.031988288683305,0.6334666836460935
PDE,C1,4.16,1.6634724492166553e-14,1.0319883008285482,0.6334666956736418
PDE,C1,4.2,1.2697176611539521e-14,1.0319883111869772,0.633466705912219
PDE,C1,4.24,9.695021396026586e-15,1.0319883200237139,0.6334667146298212
PDE,C1,4.28,7.405114154171616e-15,1.0319883275642483,0.6334667220540502
PDE,C1,4.32,5.657803497247413e-15,1.0319883340004,0.6334667283782336
PDE,C1,4.36,4.324035600769472e-15,1.0319883394953806,0.6334667337666142
PDE,C1,4.4,3.3055866861416947e-15,1.0319883441880884,0.63346673835875
PDE,C1,4.44,2.5276604125167764e-15,1.0319883481967553,0.6334667422732438
PDE,C1,4.48,1.9332729804326604e-15,1.031988351622044,0.6334667456109112
PDE,C1,4.5200000000000005,1.4789914425737046e-15,1.0319883545496782,0.6334667484574603
PDE,C1,4.5600000000000005,1.1316973051191806e-15,1.031988357052676,0.6334667508857731
PDE,C1,4.6000000000000005,8.661268264805161e-16,1.0319883591932462,0.6334667529578327
PDE,C1,4.64,6.630008352537316e-16,1.0319883610244025,0.6334667547263678
PDE,C1,4.68,5.07601762074143e-16,1.031988362591332,0.6334667562362418
PDE,C1,4.72,3.886905694591553e-16,1.031988363932562,0.6334667575256341
PDE,C1,4.76,2.9768187295999435e-16,1.0319883650809485,0.6334667586270416
PDE,C1,4.8,2.280154056753741e-16,1.0319883660645175,0.6334667595681331
PDE,C1,4.84,1.746769551060169e-16,1.0319883669071819,0.6334667603724695
PDE,C1,4.88,1.338329500095963e-16,1.031988367629351,0.6334667610601192
PDE,C1,4.92,1.0255175908949964e-16,1.031988368248448,0.6334667616481804
PDE,C1,4.96,7.859098060726945e-17,1.0319883687793496,0.6334667621512213
PDE,C1,5.0,6.023498994984332e-17,1.0319883692347642,0.6334667625816628
PDE,C1,5.04,4.6170942489269966e-17,1.0319883696255485,0.6334667629500907
PDE,C1,5.08,3.5394017019001016e-17,1.031988369960982,0.6334667632655347
PDE,C1,5.12,2.7134993534569566e-17,1.031988370248996,0.6334667635356963
PDE,C1,5.16,2.0804921874102728e-17,1.0319883704963744,0.6334667637671473
PDE,C1,5.2,1.5952797315456944e-17,1.0319883707089181,0.6334667639654952
PDE,C1,5.24,1.2233199910093512e-17,1.0319883708915916,0.6334667641355277
PDE,C1,5.28,9.381532211361558e-18,1.031988371048644,0.6334667642813322
PDE,C1,5.32,7.19508880329785e-18,1.0319883711837123,0.6334667644064013
PDE,C1,5.36,5.518561800363511e-18,1.0319883712999112,0.6334667645137171
PDE,C1,5.4,4.232931009531301e-18,1.031988371399909,0.6334667646058283
PDE,C1,5.44,3.2469875926056794e-18,1.0319883714859934,0.633466764684916
PDE,C1,5.48,2.4908248540281342e-18,1.0319883715601232,0.6334667647528422
PDE,C1,5.5200000000000005,1.910853247080464e-18,1.0319883716239797,0.6334667648112021
PDE,C1,5.5600000000000005,1.4659934947441686e-18,1.031988371679004,0.6334667648613577
PDE,C1,5.6000000000000005,1.1247501949147986e-18,1.0319883717264327,0.6334667649044771
PDE,C1,5.64,8.629756566822537e-19,1.0319883717673282,0.6334667649415593
PDE,C1,5.68,6.621533547382267e-19,1.0319883718026006,0.6334667649734599
PDE,C1,5.72,5.080833282032857e-19,1.0319883718330336,0.6334667650009113
PDE,C1,5.76,3.89876902534274e-19,1.0319883718592986,0.633466765024543
PDE,C1,5.8,2.991813550728839e-19,1.0319883718819742,0.6334667650448914
PDE,C1,5.84,2.295916994374654e-19,1.0319883719015568,0.6334667650624193
PDE,C1,5.88,1.7619419557052885e-19,1.031988371918473,0.6334667650775231
PDE,C1,5.92,1.3521964707622054e-19,1.0319883719330911,0.6334667650905406
PDE,C1,5.96,1.0377675201080757e-19,1.0319883719457263,0.6334667651017648
PDE,C1,6.0,7.964739834960537e-20,1.0319883719566514,0.6334667651114448
PDE,C1,6.04,6.113021459486242e-20,1.0319883719661007,0.6334667651197972
PDE,C1,6.08,4.691916434068307e-20,1.0319883719742755,0.6334667651270055
PDE,C1,6.12,3.601255210129349e-20,1.0319883719813503,0.6334667651332275
PDE,C1,6.16,2.7641971035881845e-20,1.0319883719874745,0.6334667651386011
PDE,C1,6.2,2.1217508479855157e-20,1.0319883719927772,0.6334667651432435
PDE,C1,6.24,1.6286390573726628e-20,1.0319883719973706,0.6334667651472541
PDE,C1,6.28,1.25015976993852e-20,1.0319883720013499,0.6334667651507212
PDE,C1,6.32,9.596646978244757e-21,1.0319883720047982,0.6334667651537186
PDE,C1,6.36,7.366781848954916e-21,1.0319883720077876,0.6334667651563111
