source,case_id,time,depth_index,depth_fraction,gram_increment_fro,gram_increment_normalized
PDE,C1,7.5200000000000005,3,0.1875,0.3501103592293028,0.4583322601875523
PDE,C1,7.5200000000000005,4,0.25,0.3693362124019611,0.48350097772580497
PDE,C1,7.5200000000000005,5,0.3125,0.3889696040261407,0.5092032070973272
PDE,C1,7.5200000000000005,6,0.375,0.40901607558447234,0.5354462027011735
PDE,C1,7.5200000000000005,7,0.4375,0.42948123475306166,0.5622373055908034
PDE,C1,7.5200000000000005,8,0.5,0.45037075540827665,0.5895839434829676
PDE,C1,7.5200000000000005,9,0.5625,0.4716903777178852,0.617493630877016
PDE,C1,7.5200000000000005,10,0.625,0.49344590829682367,0.6459739692588166
PDE,C1,7.5200000000000005,11,0.6875,0.5156432204111334,0.6750326473677293
PDE,C1,7.5200000000000005,12,0.75,0.53828825421575,0.7046774415078987
PDE,C1,7.5200000000000005,13,0.8125,0.5613870170131081,0.7349162158867952
PDE,C1,7.5200000000000005,14,0.875,0.584945583520288,0.7657569229649388
PDE,C1,7.5200000000000005,15,0.9375,0.608970096132762,0.7972076038011714
PDE,C1,7.5200000000000005,16,1.0,0.6334667651728629,0.8292763883779295
PDE,C1,7.5600000000000005,0,0.0,0.2948236116777033,0.38595593856278393
PDE,C1,7.5600000000000005,1,0.0625,0.312859434030748,0.4095667772754943
PDE,C1,7.5600000000000005,2,0.125,0.33128656932137407,0.4336898868719257
PDE,C1,7.5600000000000005,3,0.1875,0.35011035922932643,0.4583322601875832
PDE,C1,7.5600000000000005,4,0.25,0.3693362124019855,0.48350097772583694
PDE,C1,7.5600000000000005,5,0.3125,0.38896960402616665,0.5092032070973612
PDE,C1,7.5600000000000005,6,0.375,0.40901607558449865,0.5354462027012079
PDE,C1,7.5600000000000005,7,0.4375,0.42948123475308864,0.5622373055908387
PDE,C1,7.5600000000000005,8,0.5,0.4503707554083052,0.5895839434830049
PDE,C1,7.5600000000000005,9,0.5625,0.4716903777179149,0.6174936308770549
PDE,C1,7.5600000000000005,10,0.625,0.4934459082968539,0.6459739692588561
PDE,C1,7.5600000000000005,11,0.6875,0.5156432204111654,0.6750326473677711
PDE,C1,7.5600000000000005,12,0.75,0.5382882542157825,0.7046774415079413
PDE,C1,7.5600000000000005,13,0.8125,0.5613870170131422,0.7349162158868399
PDE,C1,7.5600000000000005,14,0.875,0.5849455835203231,0.7657569229649847
PDE,C1,7.5600000000000005,15,0.9375,0.6089700961327977,0.7972076038012181
PDE,C1,7.5600000000000005,16,1.0,0.6334667651729009,0.8292763883779792
PDE,C1,7.6000000000000005,0,0.0,0.29482361167772086,0.3859559385628069
PDE,C1,7.6000000000000005,1,0.0625,0.3128594340307666,0.4095667772755186
PDE,C1,7.6000000000000005,2,0.125,0.3312865693213933,0.43368988687195087
PDE,C1,7.6000000000000005,3,0.1875,0.3501103592293469,0.45833226018761003
PDE,C1,7.6000000000000005,4,0.25,0.3693362124020064,0.4835009777258643
PDE,C1,7.6000000000000005,5,0.3125,0.3889696040261882,0.5092032070973894
PDE,C1,7.6000000000000005,6,0.375,0.4090160755845218,0.5354462027012382
PDE,C1,7.6000000000000005,7,0.4375,0.4294812347531124,0.5622373055908698
PDE,C1,7.6000000000000005,8,0.5,0.45037075540832966,0.589583943483037
PDE,C1,7.6000000000000005,9,0.5625,0.4716903777179408,0.6174936308770889
PDE,C1,7.6000000000000005,10,0.625,0.493445908296881,0.6459739692588916
PDE,C1,7.6000000000000005,11,0.6875,0.5156432204111925,0.6750326473678067
PDE,C1,7.6000000000000005,12,0.75,0.5382882542158114,0.7046774415079791
PDE,C1,7.6000000000000005,13,0.8125,0.5613870170131712,0.7349162158868777
PDE,C1,7.6000000000000005,14,0.875,0.5849455835203541,0.7657569229650253
PDE,C1,7.6000000000000005,15,0.9375,0.60897009613283,0.7972076038012604
PDE,C1,7.6000000000000005,16,1.0,0.6334667651729333,0.8292763883780216
PDE,C1,7.640000000000001,0,0.0,0.2948236116777368,0.3859559385628277
PDE,C1,7.640000000000001,1,0.0625,0.312859434030783,0.4095667772755401
PDE,C1,7.640000000000001,2,0.125,0.3312865693214101,0.43368988687197285
PDE,C1,7.640000000000001,3,0.1875,0.35011035922936423,0.45833226018763273
PDE,C1,7.640000000000001,4,0.25,0.3693362124020248,0.4835009777258884
PDE,C1,7.640000000000001,5,0.3125,0.38896960402620795,0.5092032070974153
PDE,C1,7.640000000000001,6,0.375,0.4090160755845415,0.5354462027012641
PDE,C1,7.640000000000001,7,0.4375,0.429481234753133,0.5622373055908968
PDE,C1,7.640000000000001,8,0.5,0.4503707554083514,0.5895839434830654
PDE,C1,7.640000000000001,9,0.5625,0.47169037771796285,0.6174936308771177
PDE,C1,7.640000000000001,10,0.625,0.49344590829690377,0.6459739692589214
PDE,C1,7.640000000000001,11,0.6875,0.5156432204112167,0.6750326473678383
PDE,C1,7.640000000000001,12,0.75,0.5382882542158363,0.7046774415080116
PDE,C1,7.640000000000001,13,0.8125,0.5613870170131977,0.7349162158869125
PDE,C1,7.640000000000001,14,0.875,0.5849455835203808,0.7657569229650603
PDE,C1,7.640000000000001,15,0.9375,0.6089700961328571,0.797207603801296
PDE,C1,7.640000000000001,16,1.0,0.633466765172962,0.8292763883780592
PDE,C1,7.68,0,0.0,0.2948236116777507,0.38595593856284593
PDE,C1,7.68,1,0.0625,0.3128594340307971,0.4095667772755585
PDE,C1,7.68,2,0.125,0.3312865693214252,0.43368988687199267
PDE,C1,7.68,3,0.1875,0.3501103592293796,0.4583322601876529
PDE,C1,7.68,4,0.25,0.36933621240204156,0.48350097772591033
PDE,C1,7.68,5,0.3125,0.38896960402622416,0.5092032070974365
PDE,C1,7.68,6,0.375,0.40901607558455894,0.5354462027012868
PDE,C1,7.68,7,0.4375,0.42948123475315175,0.5622373055909213
PDE,C1,7.68,8,0.5,0.45037075540836996,0.5895839434830897
PDE,C1,7.68,9,0.5625,0.4716903777179819,0.6174936308771426
PDE,C1,7.68,10,0.625,0.4934459082969235,0.6459739692589472
PDE,C1,7.68,11,0.6875,0.5156432204112374,0.6750326473678655
PDE,C1,7.68,12,0.75,0.5382882542158574,0.7046774415080392
PDE,C1,7.68,13,0.8125,0.5613870170132195,0.734916215886941
PDE,C1,7.68,14,0.875,0.5849455835204037,0.7657569229650902
PDE,C1,7.68,15,0.9375,0.6089700961328812,0.7972076038013275
PDE,C1,7.68,16,1.0,0.6334667651729867,0.8292763883780915
PDE,C1,7.72,0,0.0,0.29482361167776255,0.3859559385628615
PDE,C1,7.72,1,0.0625,0.31285943403080996,0.4095667772755754
PDE,C1,7.72,2,0.125,0.331286569321438,0.43368988687200943
PDE,C1,7.72,3,0.1875,0.3501103592293933,0.4583322601876708
PDE,C1,7.72,4,0.25,0.3693362124020552,0.4835009777259282
PDE,C1,7.72,5,0.3125,0.3889696040262388,0.5092032070974557
PDE,C1,7.72,6,0.375,0.4090160755845745,0.5354462027013072
PDE,C1,7.72,7,0.4375,0.42948123475316724,0.5622373055909416
PDE,C1,7.72,8,0.5,0.4503707554083869,0.5895839434831119
PDE,C1,7.72,9,0.5625,0.47169037771799877,0.6174936308771647
PDE,C1,7.72,10,0.625,0.49344590829694146,0.6459739692589708
PDE,C1,7.72,11,0.6875,0.5156432204112555,0.6750326473678891
PDE,C1,7.72,12,0.75,0.5382882542158769,0.7046774415080649
PDE,C1,7.72,13,0.8125,0.5613870170132389,0.7349162158869664
PDE,C1,7.72,14,0.875,0.5849455835204239,0.7657569229651167
PDE,C1,7.72,15,0.9375,0.6089700961329021,0.7972076038013548
PDE,C1,7.72,16,1.0,0.6334667651730082,0.8292763883781196
PDE,C1,7.76,0,0.0,0.2948236116777728,0.3859559385628749
PDE,C1,7.76,1,0.0625,0.3128594340308204,0.40956677727558904
PDE,C1,7.76,2,0.125,0.3312865693214495,0.4336898868720245
PDE,C1,7.76,3,0.1875,0.35011035922940525,0.4583322601876864
PDE,C1,7.76,4,0.25,0.36933621240206777,0.48350097772594464
PDE,C1,7.76,5,0.3125,0.3889696040262516,0.5092032070974724
PDE,C1,7.76,6,0.375,0.40901607558458775,0.5354462027013246
PDE,C1,7.76,7,0.4375,0.429481234753181,0.5622373055909596
PDE,C1,7.76,8,0.5,0.450370755408401,0.5895839434831304
PDE,C1,7.76,9,0.5625,0.47169037771801414,0.6174936308771848
PDE,C1,7.76,10,0.625,0.493445908296957,0.6459739692589911
PDE,C1,7.76,11,0.6875,0.5156432204112716,0.6750326473679102
PDE,C1,7.76,12,0.75,0.5382882542158931,0.7046774415080861
PDE,C1,7.76,13,0.8125,0.5613870170132563,0.7349162158869893
PDE,C1,7.76,14,0.875,0.5849455835204415,0.7657569229651396
PDE,C1,7.76,15,0.9375,0.6089700961329207,0.7972076038013792
PDE,C1,7.76,16,1.0,0.6334667651730271,0.8292763883781444
PDE,C1,7.8,0,0.0,0.29482361167778204,0.38595593856288696
PDE,C1,7.8,1,0.0625,0.31285943403083016,0.4095667772756018
PDE,C1,7.8,2,0.125,0.33128656932145967,0.4336898868720378
PDE,C1,7.8,3,0.1875,0.3501103592294157,0.45833226018770007
PDE,C1,7.8,4,0.25,0.36933621240207865,0.4835009777259589
PDE,C1,7.8,5,0.3125,0.38896960402626307,0.5092032070974875
PDE,C1,7.8,6,0.375,0.40901607558459935,0.5354462027013398
PDE,C1,7.8,7,0.4375,0.4294812347531932,0.5622373055909756
PDE,C1,7.8,8,0.5,0.45037075540841304,0.5895839434831461
PDE,C1,7.8,9,0.5625,0.47169037771802713,0.6174936308772019
PDE,C1,7.8,10,0.625,0.4934459082969701,0.6459739692590082
PDE,C1,7.8,11,0.6875,0.5156432204112855,0.6750326473679285
PDE,C1,7.8,12,0.75,0.5382882542159081,0.7046774415081056
PDE,C1,7.8,13,0.8125,0.561387017013271,0.7349162158870084
PDE,C1,7.8,14,0.875,0.5849455835204573,0.7657569229651604
PDE,C1,7.8,15,0.9375,0.6089700961329364,0.7972076038013997
PDE,C1,7.8,16,1.0,0.6334667651730432,0.8292763883781655
PDE,C1,7.84,0,0.0,0.29482361167778964,0.38595593856289695
PDE,C1,7.84,1,0.0625,0.3128594340308385,0.40956677727561275
PDE,C1,7.84,2,0.125,0.3312865693214682,0.43368988687204896
PDE,C1,7.84,3,0.1875,0.3501103592294243,0.45833226018771134
PDE,C1,7.84,4,0.25,0.36933621240208764,0.48350097772597067
PDE,C1,7.84,5,0.3125,0.38896960402627284,0.5092032070975002
PDE,C1,7.84,6,0.375,0.4090160755846092,0.5354462027013527
PDE,C1,7.84,7,0.4375,0.4294812347532034,0.562237305590989
PDE,C1,7.84,8,0.5,0.45037075540842403,0.5895839434831605
PDE,C1,7.84,9,0.5625,0.471690377718038,0.6174936308772161
PDE,C1,7.84,10,0.625,0.4934459082969821,0.645973969259024
PDE,C1,7.84,11,0.6875,0.5156432204112977,0.6750326473679444
PDE,C1,7.84,12,0.75,0.5382882542159203,0.7046774415081216
PDE,C1,7.84,13,0.8125,0.5613870170132843,0.7349162158870258
PDE,C1,7.84,14,0.875,0.5849455835204705,0.7657569229651777
PDE,C1,7.84,15,0.9375,0.6089700961329503,0.7972076038014179
PDE,C1,7.84,16,1.0,0.633466765173058,0.8292763883781848
PDE,C1,7.88,0,0.0,0.2948236116777968,0.38595593856290633
PDE,C1,7.88,1,0.0625,0.3128594340308451,0.40956677727562135
PDE,C1,7.88,2,0.125,0.3312865693214758,0.4336898868720589
PDE,C1,7.88,3,0.1875,0.35011035922943223,0.4583322601877218
PDE,C1,7.88,4,0.25,0.3693362124020957,0.48350097772598116
PDE,C1,7.88,5,0.3125,0.38896960402628106,0.509203207097511
PDE,C1,7.88,6,0.375,0.4090160755846179,0.535446202701364
PDE,C1,7.88,7,0.4375,0.42948123475321287,0.5622373055910014
PDE,C1,7.88,8,0.5,0.450370755408434,0.5895839434831736
PDE,C1,7.88,9,0.5625,0.471690377718048,0.6174936308772292
PDE,C1,7.88,10,0.625,0.49344590829699225,0.6459739692590373
PDE,C1,7.88,11,0.6875,0.5156432204113085,0.6750326473679585
PDE,C1,7.88,12,0.75,0.538288254215931,0.7046774415081356
PDE,C1,7.88,13,0.8125,0.5613870170132955,0.7349162158870406
PDE,C1,7.88,14,0.875,0.5849455835204821,0.7657569229651928
PDE,C1,7.88,15,0.9375,0.6089700961329625,0.7972076038014339
PDE,C1,7.88,16,1.0,0.6334667651730704,0.8292763883782012
PDE,C1,7.92,0,0.0,0.29482361167780285,0.3859559385629142
PDE,C1,7.92,1,0.0625,0.3128594340308517,0.40956677727563
PDE,C1,7.92,2,0.125,0.3312865693214818,0.4336898868720668
PDE,C1,7.92,3,0.1875,0.35011035922943906,0.4583322601877307
PDE,C1,7.92,4,0.25,0.3693362124021031,0.48350097772599093
PDE,C1,7.92,5,0.3125,0.3889696040262883,0.5092032070975204
PDE,C1,7.92,6,0.375,0.40901607558462555,0.5354462027013741
PDE,C1,7.92,7,0.4375,0.4294812347532204,0.5622373055910113
PDE,C1,7.92,8,0.5,0.4503707554084416,0.5895839434831835
PDE,C1,7.92,9,0.5625,0.47169037771805655,0.6174936308772403
PDE,C1,7.92,10,0.625,0.4934459082970009,0.6459739692590486
PDE,C1,7.92,11,0.6875,0.5156432204113174,0.6750326473679701
PDE,C1,7.92,12,0.75,0.5382882542159405,0.7046774415081482
PDE,C1,7.92,13,0.8125,0.5613870170133053,0.7349162158870534
PDE,C1,7.92,14,0.875,0.5849455835204924,0.7657569229652064
PDE,C1,7.92,15,0.9375,0.6089700961329731,0.7972076038014478
PDE,C1,7.92,16,1.0,0.6334667651730813,0.8292763883782154
PDE,C1,7.96,0,0.0,0.2948236116778082,0.3859559385629212
PDE,C1,7.96,1,0.0625,0.31285943403085775,0.40956677727563795
PDE,C1,7.96,2,0.125,0.3312865693214882,0.4336898868720751
PDE,C1,7.96,3,0.1875,0.35011035922944544,0.45833226018773904
PDE,C1,7.96,4,0.25,0.3693362124021092,0.48350097772599887
PDE,C1,7.96,5,0.3125,0.3889696040262952,0.5092032070975295
PDE,C1,7.96,6,0.375,0.4090160755846321,0.5354462027013827
PDE,C1,7.96,7,0.4375,0.4294812347532278,0.5622373055910209
PDE,C1,7.96,8,0.5,0.45037075540844934,0.5895839434831937
PDE,C1,7.96,9,0.5625,0.4716903777180642,0.6174936308772504
PDE,C1,7.96,10,0.625,0.49344590829700863,0.6459739692590587
PDE,C1,7.96,11,0.6875,0.5156432204113255,0.6750326473679807
PDE,C1,7.96,12,0.75,0.5382882542159491,0.7046774415081593
PDE,C1,7.96,13,0.8125,0.561387017013314,0.7349162158870647
PDE,C1,7.96,14,0.875,0.5849455835205014,0.7657569229652181
PDE,C1,7.96,15,0.9375,0.6089700961329821,0.7972076038014596
PDE,C1,7.96,16,1.0,0.6334667651730909,0.8292763883782278
PDE,C1,8.0,0,0.0,0.29482361167781274,0.38595593856292715
PDE,C1,8.0,1,0.0625,0.31285943403086214,0.40956677727564367
PDE,C1,8.0,2,0.125,0.3312865693214927,0.433689886872081
PDE,C1,8.0,3,0.1875,0.35011035922945044,0.4583322601877456
PDE,C1,8.0,4,0.25,0.3693362124021145,0.4835009777260058
PDE,C1,8.0,5,0.3125,0.3889696040263003,0.5092032070975362
PDE,C1,8.0,6,0.375,0.4090160755846385,0.535446202701391
PDE,C1,8.0,7,0.4375,0.429481234753234,0.5622373055910291
PDE,C1,8.0,8,0.5,0.45037075540845545,0.5895839434832016
PDE,C1,8.0,9,0.5625,0.4716903777180706,0.6174936308772587
PDE,C1,8.0,10,0.625,0.49344590829701523,0.6459739692590674
PDE,C1,8.0,11,0.6875,0.5156432204113327,0.6750326473679902
PDE,C1,8.0,12,0.75,0.538288254215956,0.7046774415081685
PDE,C1,8.0,13,0.8125,0.5613870170133212,0.7349162158870741
PDE,C1,8.0,14,0.875,0.584945583520509,0.765756922965228
PDE,C1,8.0,15,0.9375,0.6089700961329904,0.7972076038014704
PDE,C1,8.0,16,1.0,0.6334667651730993,0.8292763883782389
PDE,C2,0.0,0,0.0,0.0,0.0
PDE,C2,0.0,1,0.0625,0.0,0.0
PDE,C2,0.0,2,0.125,0.0,0.0
PDE,C2,0.0,3,0.1875,0.0,0.0
PDE,C2,0.0,4,0.25,0.0,0.0
PDE,C2,0.0,5,0.3125,0.0,0.0
PDE,C2,0.0,6,0.375,0.0,0.0
PDE,C2,0.0,7,0.4375,0.0,0.0
PDE,C2,0.0,8,0.5,0.0,0.0
PDE,C2,0.0,9,0.5625,0.0,0.0
PDE,C2,0.0,10,0.625,0.0,0.0
PDE,C2,0.0,11,0.6875,0.0,0.0
PDE,C2,0.0,12,0.75,0.0,0.0
PDE,C2,0.0,13,0.8125,0.0,0.0
PDE,C2,0.0,14,0.875,0.0,0.0
PDE,C2,0.0,15,0.9375,0.0,0.0
PDE,C2,0.0,16,1.0,0.0,0.0
PDE,C2,0.04,0,0.0,0.0034801038213375093,0.004555831634436996
PDE,C2,0.04,1,0.0625,0.00359808288479508,0.004710278966210757
PDE,C2,0.04,2,0.125,0.003717214868913032,0.004866235595604998
PDE,C2,0.04,3,0.1875,0.003837499922294002,0.00502370171715661
PDE,C2,0.04,4,0.25,0.0039589381954580555,0.005182677527912614
PDE,C2,0.04,5,0.3125,0.004081529840634851,0.005343163227158066
PDE,C2,0.04,6,0.375,0.00420527501158233,0.005505159016178714
PDE,C2,0.04,7,0.4375,0.004330173863443416,0.005668665098073393
PDE,C2,0.04,8,0.5,0.00445622655260957,0.00583368167757541
PDE,C2,0.04,9,0.5625,0.004583433236620172,0.006000208960920825
PDE,C2,0.04,10,0.625,0.004711794074065624,0.006168247155721595
PDE,C2,0.04,11,0.6875,0.004841309224509723,0.006337796470863956
PDE,C2,0.04,12,0.75,0.0049719788484185465,0.006508857116415332
PDE,C2,0.04,13,0.8125,0.005103803107105821,0.006681429303552805
PDE,C2,0.04,14,0.875,0.005236782162681642,0.0068555132444959935
PDE,C2,0.04,15,0.9375,0.005370916178011537,0.007031109152453454
PDE,C2,0.04,16,1.0,0.0055062053166776165,0.007208217241571835
PDE,C2,0.08,0,0.0,0.012709130883929807,0.01663762447896013
PDE,C2,0.08,1,0.0625,0.013140332439142694,0.017202113869768675
PDE,C2,0.08,2,0.125,0.013575787718953153,0.01777217184533236
PDE,C2,0.08,3,0.1875,0.014015498237937126,0.018347800388394613
PDE,C2,0.08,4,0.25,0.014459465522523956,0.018929001497216248
PDE,C2,0.08,5,0.3125,0.014907691110091824,0.01951577718439129
PDE,C2,0.08,6,0.375,0.015360176548185103,0.0201081294758224
PDE,C2,0.08,7,0.4375,0.01581692339384649,0.020706060409846586
PDE,C2,0.08,8,0.5,0.016277933213023874,0.02130957203645869
PDE,C2,0.08,9,0.5625,0.016743207580070578,0.021918666416657195
PDE,C2,0.08,10,0.625,0.017212748077290514,0.02253334562184876
PDE,C2,0.08,11,0.6875,0.01768655629454834,0.023153611733337867
PDE,C2,0.08,12,0.75,0.018164633828913205,0.023779466841860462
PDE,C2,0.08,13,0.8125,0.018646982284353214,0.024410913047183975
PDE,C2,0.08,14,0.875,0.01913360327145023,0.025047952457733943
PDE,C2,0.08,15,0.9375,0.019624498407152934,0.02569058719027077
PDE,C2,0.08,16,1.0,0.020119669314542617,0.026338819369583103
PDE,C2,0.12,0,0.0,0.0261457180224773,0.034227567735634935
PDE,C2,0.12,1,0.0625,0.027033987368077186,0.035390408211764555
PDE,C2,0.12,2,0.125,0.027931152345077603,0.036564894029821715
PDE,C2,0.12,3,0.1875,0.02883721917969327,0.03775103334059371
PDE,C2,0.12,4,0.25,0.02975219413129791,0.03894883433827653
PDE,C2,0.12,5,0.3125,0.03067608348996805,0.040158305257259476
PDE,C2,0.12,6,0.375,0.031608893574328355,0.041379454369304416
PDE,C2,0.12,7,0.4375,0.032550630729666956,0.042612289981078605
PDE,C2,0.12,8,0.5,0.03350130132624498,0.04385682043194161
PDE,C2,0.12,9,0.5625,0.03446091175781074,0.045113054092000296
PDE,C2,0.12,10,0.625,0.03542946844025556,0.04638099936034909
PDE,C2,0.12,11,0.6875,0.036406977810404244,0.047660664663486625
PDE,C2,0.12,12,0.75,0.03739344632491838,0.048952058453880024
PDE,C2,0.12,13,0.8125,0.03838888045930517,0.05025518920866733
PDE,C2,0.12,14,0.875,0.03939328670699799,0.05157006542845391
PDE,C2,0.12,15,0.9375,0.0404066715785295,0.05289669563622994
PDE,C2,0.12,16,1.0,0.041429041600751504,0.0542350883763491
PDE,C2,0.16,0,0.0,0.04254358320254859,0.05569414366551336
PDE,C2,0.16,1,0.0625,0.043991330461145416,0.0575894011342546
PDE,C2,0.16,2,0.125,0.045453841936058566,0.059503986556184815
PDE,C2,0.16,3,0.1875,0.04693113375085685,0.061437921038796375
PDE,C2,0.16,4,0.25,0.04842322209631795,0.06339122577756531
PDE,C2,0.16,5,0.3125,0.049930123225834094,0.06536392204993687
PDE,C2,0.16,6,0.375,0.051451853451448926,0.0673560312101373
PDE,C2,0.16,7,0.4375,0.05298842914044449,0.06936757468470593
PDE,C2,0.16,8,0.5,0.054539866712375394,0.07139857396861247
PDE,C2,0.16,9,0.5625,0.05610618263652075,0.07344905062192143
PDE,C2,0.16,10,0.625,0.057687393429671545,0.07551902626689544
PDE,C2,0.16,11,0.6875,0.05928351565422913,0.07760852258550603
PDE,C2,0.16,12,0.75,0.06089456591656815,0.07971756131729056
PDE,C2,0.16,13,0.8125,0.06252056086564631,0.08184616425753215
PDE,C2,0.16,14,0.875,0.06416151719182389,0.08399435325571443
PDE,C2,0.16,15,0.9375,0.0658174516258851,0.08616215021424027
PDE,C2,0.16,16,1.0,0.06748838093822805,0.08834957708737141
PDE,C2,0.2,0,0.0,0.060889031072328834,0.07971031560860722
PDE,C2,0.2,1,0.0625,0.06296474989701148,0.0824276556568277
PDE,C2,0.2,2,0.125,0.06506205302735679,0.08517325189152816
PDE,C2,0.2,3,0.1875,0.06718097286869351,0.08794714673478256
PDE,C2,0.2,4,0.25,0.06932154196630402,0.09074938279187933
PDE,C2,0.2,5,0.3125,0.07148379299991078,0.09358000284410346
PDE,C2,0.2,6,0.375,0.07366775877932498,0.09643904984304012
PDE,C2,0.2,7,0.4375,0.07587347224110004,0.0993265669061938
PDE,C2,0.2,8,0.5,0.07810096644602567,0.10224259731370763
PDE,C2,0.2,9,0.5625,0.08035027457739204,0.10518718450609112
PDE,C2,0.2,10,0.625,0.08262142993988825,0.10816037208277807
PDE,C2,0.2,11,0.6875,0.08491446595908368,0.11116220380144762
PDE,C2,0.2,12,0.75,0.08722941618141301,0.11419272357800463
PDE,C2,0.2,13,0.8125,0.08956631427462461,0.11725197548716666
PDE,C2,0.2,14,0.875,0.09192519402862388,0.12034000376356808
PDE,C2,0.2,15,0.9375,0.09430608935669078,0.1234568528033538
PDE,C2,0.2,16,1.0,0.09670903429702438,0.12660256716620136
PDE,C2,0.24,0,0.0,0.08035979443949902,0.105199647033409
PDE,C2,0.24,1,0.0625,0.08310418131403938,0.10879234575219589
PDE,C2,0.24,2,0.125,0.08587767327980317,0.11242314617774966
PDE,C2,0.24,3,0.1875,0.08868032619874762,0.1160921214394035
PDE,C2,0.24,4,0.25,0.09151219623619662,0.11979934506363032
PDE,C2,0.24,5,0.3125,0.09437333985770632,0.12354489096993947
PDE,C2,0.24,6,0.375,0.09726381382773235,0.12732883346913199
PDE,C2,0.24,7,0.4375,0.10018367520984797,0.13115124726358618
PDE,C2,0.24,8,0.5,0.10313298136824262,0.1350122074492194
PDE,C2,0.24,9,0.5625,0.1061117899703462,0.13891178951892355
PDE,C2,0.24,10,0.625,0.10912015899037827,0.14285006936721117
PDE,C2,0.24,11,0.6875,0.11215814671370479,0.1468271232959192
PDE,C2,0.24,12,0.75,0.11522581174186645,0.1508430280207914
PDE,C2,0.24,13,0.8125,0.11832321299819155,0.1548978606788261
PDE,C2,0.24,14,0.875,0.12145040973388446,0.15899169883624703
PDE,C2,0.24,15,0.9375,0.12460746153452677,0.16312462049701365
PDE,C2,0.24,16,1.0,0.12779442832690832,0.16729670411176392
PDE,C2,0.28,0,0.0,0.10029571169006557,0.13129791511230288
PDE,C2,0.28,1,0.0625,0.10372691747554749,0.13578973393848776
PDE,C2,0.28,2,0.125,0.1071952220451673,0.14033011907851023
PDE,C2,0.28,3,0.1875,0.11070071222563324,0.14491918419790575
PDE,C2,0.28,4,0.25,0.11424347544878284,0.14955704375438927
PDE,C2,0.28,5,0.3125,0.11782359975519231,0.1542438130025804
PDE,C2,0.28,6,0.375,0.12144117380019565,0.1589796080018831
PDE,C2,0.28,7,0.4375,0.12509628686186158,0.16376454562692833
PDE,C2,0.28,8,0.5,0.12878902885051693,0.16859874358004112
PDE,C2,0.28,9,0.5625,0.1325194903195252,0.173482320405351
PDE,C2,0.28,10,0.625,0.1362877624769906,0.1784153955041137
PDE,C2,0.28,11,0.6875,0.1400939371981743,0.18339808915096553
PDE,C2,0.28,12,0.75,0.14393810703838017,0.188430522510792
PDE,C2,0.28,13,0.8125,0.1478203652461522,0.1935128176560049
PDE,C2,0.28,14,0.875,0.15174080577658208,0.19864509758396318
PDE,C2,0.28,15,0.9375,0.15569952330461734,0.2038274862343948
PDE,C2,0.28,16,1.0,0.15969661323820036,0.20906010850659718
PDE,C2,0.32,0,0.0,0.12017573026425483,0.15732300578867175
PDE,C2,0.32,1,0.0625,0.12429393722561029,0.16271418332672896
PDE,C2,0.32,2,0.125,0.12845750463548422,0.16816474258927544
PDE,C2,0.32,3,0.1875,0.1326665574676962,0.17367484718053391
PDE,C2,0.32,4,0.25,0.13692122175909208,0.17924466209634327
PDE,C2,0.32,5,0.3125,0.14122162462401208,0.18487435374309888
PDE,C2,0.32,6,0.375,0.14556789427144937,0.19056408996021496
PDE,C2,0.32,7,0.4375,0.14996016002421111,0.19631404004520858
PDE,C2,0.32,8,0.5,0.15439855233942257,0.20212437478054157
PDE,C2,0.32,9,0.5625,0.15888320282985538,0.2079952664615417
PDE,C2,0.32,10,0.625,0.16341424428558612,0.21392688892475603
PDE,C2,0.32,11,0.6875,0.1679918106955763,0.21991941757620137
PDE,C2,0.32,12,0.75,0.17261603726880453,0.2259730294190287
PDE,C2,0.32,13,0.8125,0.17728706045462853,0.2320879030801791
PDE,C2,0.32,14,0.875,0.18200501796208715,0.23826421883565235
PDE,C2,0.32,15,0.9375,0.186770048777904,0.24450215863407546
PDE,C2,0.32,16,1.0,0.191582293182951,0.25080190611825526
PDE,C2,0.36,0,0.0,0.13959843339103475,0.1827494211699388
PDE,C2,0.36,1,0.0625,0.14438983079478918,0.1890218776786628
PDE,C2,0.36,2,0.125,0.14923493604763688,0.19536464356046254
PDE,C2,0.36,3,0.1875,0.15413391840060403,0.2017779403832046
PDE,C2,0.36,4,0.25,0.15908694876008217,0.20826199188180755
PDE,C2,0.36,5,0.3125,0.16409419971573483,0.21481702399477476
PDE,C2,0.36,6,0.375,0.16915584557094157,0.22144326490404886
PDE,C2,0.36,7,0.4375,0.17427206237468146,0.22814094507675076
PDE,C2,0.36,8,0.5,0.17944302795386533,0.23491029730750593
PDE,C2,0.36,9,0.5625,0.1846689219452967,0.24175155676028484
PDE,C2,0.36,10,0.625,0.18994992582647513,0.2486649610087278
PDE,C2,0.36,11,0.6875,0.19528622294459483,0.2556507500741072
PDE,C2,0.36,12,0.75,0.2006779985431359,0.26270916646013853
PDE,C2,0.36,13,0.8125,0.2061254397855483,0.269840455183985
PDE,C2,0.36,14,0.875,0.21162873577555344,0.27704486380283466
PDE,C2,0.36,15,0.9375,0.21718807757369168,0.28432264243556293
PDE,C2,0.36,16,1.0,0.22280365820976308,0.2916740437790186
PDE,C2,0.4,0,0.0,0.15826476800529848,0.20718566850636605
PDE,C2,0.4,1,0.0625,0.1637049753468213,0.21430748727293392
