configuration,level_index,level_label,level_name,node,proxy_kernel,neural_reference,neural_ci99_lower,neural_ci99_upper,signed_log_error,signed_log_error_ci99_lower,signed_log_error_ci99_upper,absolute_log_error,absolute_log_error_ci99_lower,absolute_log_error_ci99_upper,previous_level,transition_margin,transition_margin_ci99_lower,transition_margin_ci99_upper,bootstrap_probability_margin_gt_zero,central_improves_vs_previous
C,4,M4,gauss_2node_4moments_lower,0.9,162.9873035277629,159.8774715040268,156.04714413637265,163.80181794408765,0.019264586548262585,-0.005389038783321052,0.0413955384093038,0.019264586548262585,0.0004626482892531191,0.0413955384093038,M3,0.0004482775251540526,-0.0004482775251540734,0.00044827752515422953,0.97985,True
C,4,M4,gauss_2node_4moments_lower,0.95,168.59439933543382,165.2962890454445,161.49596470931436,169.1860426443167,0.01975627160580362,-0.004056627588886504,0.04074647745542032,0.01975627160580362,0.0006265405393040619,0.04074647745542032,M3,0.0006250832600086416,-0.0006250832600084976,0.0006250832600086815,0.98505,True
C,5,M5,zero_radau_3node_5moments_upper,0.5,127.70934630055652,125.53137766034044,121.6086788523741,129.58060992038628,0.017201201351606955,-0.013245621246266366,0.04738375716857624,0.017201201351606955,0.00016831520503559147,0.04738375716857624,M4,-5.383305999584476e-07,-5.38330600225595e-07,5.383306001028654e-07,0.0758,False
C,5,M5,zero_radau_3node_5moments_upper,0.75,147.70501829091916,145.0094488574536,141.1299686224525,148.99557098461023,0.01841826037036941,-0.008504511626111202,0.04369712814866186,0.01841826037036941,0.00032373847714478116,0.04369712814866186,M4,-1.847318424198774e-05,-1.847318424216121e-05,1.8473184242022433e-05,0.04075,False
C,5,M5,zero_radau_3node_5moments_upper,0.9,163.00027543969918,159.8774715040268,156.04714413637265,163.80181794408765,0.01934417186242831,-0.005309453469155228,0.04147512372346975,0.01934417186242831,0.0005028069252945105,0.04147512372346975,M4,-7.958531416572476e-05,-7.958531416599798e-05,7.958531416583925e-05,0.02085,False
C,5,M5,zero_radau_3node_5moments_upper,0.95,168.61470064864398,165.2962890454445,161.49596470931436,169.1860426443167,0.01987667946689422,-0.003936219727795991,0.04086688531651098,0.01987667946689422,0.0006594107765162067,0.04086688531651098,M4,-0.00012040786109059759,-0.00012040786109078147,0.00012040786109060626,0.01605,False
A,0,M0,ntk_0moments_lower,0.5,60.0,79.53032956458432,77.00145080145182,82.14226166933649,-0.28179389064108973,-0.3128016966680136,-0.2515707293287169,0.28179389064108973,0.2515707293287169,0.3128016966680136,,,,,,
A,0,M0,ntk_0moments_lower,0.75,60.0,103.23601372436885,100.63241012508955,105.90697883962255,-0.542673200146797,-0.568004521595449,-0.5197154072699366,0.542673200146797,0.5197154072699366,0.568004521595449,,,,,,
A,0,M0,ntk_0moments_lower,0.9,60.0,120.97609675326099,118.24138007466071,123.77406265398206,-0.7012484163658533,-0.7242800154472601,-0.6806242833296127,0.7012484163658533,0.6806242833296128,0.7242800154472602,,,,,,
A,0,M0,ntk_0moments_lower,0.95,60.0,127.42771093043348,124.62079224563792,130.297851749843,-0.7532046684917171,-0.7755536882301193,-0.7329181348428221,0.7532046684917171,0.7329181348428221,0.7755536882301193,,,,,,
A,1,M1,zero_radau_1node_1moments_upper,0.5,82.29333333333334,79.53032956458432,77.00145080145182,82.14226166933649,0.03415164708355065,0.003143841056626793,0.06437480839592363,0.03415164708355065,0.004072195179833009,0.06437480839592363,M0,0.24764224355753908,0.1871959209327933,0.30965785561138687,1.0,True
A,1,M1,zero_radau_1node_1moments_upper,0.75,110.16,103.23601372436885,100.63241012508955,105.90697883962255,0.06491609205150156,0.03958477060284983,0.08787388492836191,0.06491609205150156,0.03958477060284983,0.08787388492836191,M0,0.4777571080952954,0.43184152234157475,0.5284197509925992,1.0,True
A,1,M1,zero_radau_1node_1moments_upper,0.9,132.2304,120.97609675326099,118.24138007466071,123.77406265398206,0.08895287700834313,0.0659212779269362,0.10957701004458378,0.08895287700834313,0.0659212779269362,0.10957701004458378,M0,0.6122955393575102,0.571047273285029,0.658358737520324,1.0,True
A,1,M1,zero_radau_1node_1moments_upper,0.95,140.47893333333332,127.42771093043348,124.62079224563792,130.297851749843,0.09750830612973474,0.07515928639133261,0.11779483977862976,0.09750830612973474,0.07515928639133261,0.11779483977862976,M0,0.6556963623619824,0.6151232950641924,0.7003944018387868,1.0,True
A,2,M2,gauss_1node_2moments_lower,0.5,80.9954125469491,79.53032956458432,77.00145080145182,82.14226166933649,0.018254064982562823,-0.012753741044360884,0.048477226294935845,0.018254064982562823,0.00024855224114699314,0.048477226294935845,M1,0.01589758210098783,-0.009609899987734089,0.015897582100987923,0.98585,True
A,2,M2,gauss_1node_2moments_lower,0.75,104.03502227554831,103.23601372436885,100.63241012508955,105.90697883962255,0.007709832733530829,-0.017621488715121113,0.030667625610391134,0.007709832733530829,7.833905222656492e-05,0.030717897690483168,M1,0.057206259317970735,0.021963281887728718,0.05720625931797105,0.9999,True
A,2,M2,gauss_1node_2moments_lower,0.9,120.17723702172705,120.97609675326099,118.24138007466071,123.77406265398206,-0.006625350279894907,-0.0296569493613018,0.01399878275634578,0.006625350279894907,7.587099662722431e-05,0.029656949361301883,M1,0.08232752672844823,0.0362643285656344,0.0955782272882382,1.0,True
A,2,M2,gauss_1node_2moments_lower,0.95,125.79551235961006,127.42771093043348,124.62079224563792,130.297851749843,-0.012891559900857864,-0.03524057963926011,0.007394973748036992,0.012891559900857864,0.00020961264554374243,0.03524057963926012,M1,0.08461674622887688,0.03991870675207249,0.11039986603059279,1.0,True
A,3,M3,zero_radau_2node_3moments_upper,0.5,81.20029219407976,79.53032956458432,77.00145080145182,82.14226166933649,0.020780392747225478,-0.010227413279698234,0.05100355405959862,0.020780392747225478,0.0003210454554026645,0.05100355405959862,M2,-0.0025263277646626545,-0.002526327764662918,0.0025263277646627794,0.0541,False
A,3,M3,zero_radau_2node_3moments_upper,0.75,105.76344117214964,103.23601372436885,100.63241012508955,105.90697883962255,0.024187150763290734,-0.0011441706853611965,0.047144943640150955,0.024187150763290734,0.0013918983415288557,0.047144943640150955,M2,-0.016477318029759904,-0.016477318029760102,0.016477318029759873,0.0519,False
A,3,M3,zero_radau_2node_3moments_upper,0.9,124.38962984109529,120.97609675326099,118.24138007466071,123.77406265398206,0.027825836836383466,0.004794237754976746,0.04844996987262416,0.027825836836383466,0.004886863128289402,0.04844996987262416,M2,-0.021200486556488558,-0.03445118711627863,0.024862711606325222,0.11655,False
A,3,M3,zero_radau_2node_3moments_upper,0.95,131.22895341419596,127.42771093043348,124.62079224563792,130.297851749843,0.029394302960228078,0.00704528322182582,0.049680836609123,0.029394302960228078,0.00704528322182582,0.049680836609123,M2,-0.016502743059370214,-0.04228586286108603,0.02819529641743431,0.1725,False
M,0,M0,ntk_0moments_lower,0.5,195.0,223.10023593268784,216.21465490991542,230.20509545922724,-0.1346216003940726,-0.16511599226332754,-0.1042885440037658,0.1346216003940726,0.10428854400376582,0.16511599226332765,,,,,,
M,0,M0,ntk_0moments_lower,0.75,195.0,260.0858772344993,253.25412162897086,267.10192553526014,-0.2880123149714835,-0.31440023107102655,-0.26303536074566536,0.2880123149714835,0.26303536074566547,0.31440023107102655,,,,,,
M,0,M0,ntk_0moments_lower,0.9,195.0,288.24474191741297,281.45476294582204,295.19852630466687,-0.39081035902238603,-0.4148592133560825,-0.36878023949616745,0.39081035902238603,0.3687802394961675,0.4148592133560825,,,,,,
M,0,M0,ntk_0moments_lower,0.95,195.0,298.4989022963961,291.7313189103042,305.4234800876781,-0.42576669686314045,-0.44907723238752256,-0.4047919234765014,0.42576669686314045,0.4047919234765014,0.44907723238752256,,,,,,
M,1,M1,zero_radau_1node_1moments_upper,0.5,227.69270216962525,223.10023593268784,216.21465490991542,230.20509545922724,0.0203757633989817,-0.01011862847027323,0.0507088197892885,0.0203757633989817,0.00032638123535930864,0.0507088197892885,M0,0.11424583699509089,0.05357972421447732,0.15499736379305432,1.0,True
M,1,M1,zero_radau_1node_1moments_upper,0.75,268.5585798816568,260.0858772344993,253.25412162897086,267.10192553526014,0.03205719122286899,0.005669275123325999,0.05703414544868714,0.03205719122286899,0.00569196718617352,0.05703414544868714,M0,0.2559551237486145,0.20600121529697837,0.3087309559477005,1.0,True
M,1,M1,zero_radau_1node_1moments_upper,0.9,300.9243550295858,288.24474191741297,281.45476294582204,295.19852630466687,0.04304900338447448,0.019000149050778105,0.06507912291069315,0.04304900338447448,0.019000149050778105,0.06507912291069315,M0,0.34776135563791155,0.3037011165854744,0.39585906430530443,1.0,True
M,1,M1,zero_radau_1node_1moments_upper,0.95,313.02065483234713,298.4989022963961,291.7313189103042,305.4234800876781,0.04750292281573304,0.024192387291350845,0.06847769620237189,0.04750292281573304,0.024192387291350845,0.06847769620237189,M0,0.3782637740474074,0.3363142272741295,0.42488484509617175,1.0,True
M,2,M2,gauss_1node_2moments_lower,0.5,226.80110385039586,223.10023593268784,216.21465490991542,230.20509545922724,0.016452279949171075,-0.014042111920083986,0.04678533633947771,0.016452279949171075,0.0002084951360528204,0.04678533633947771,M1,0.003923483449810625,-0.003923483449810748,0.003923483449810885,0.93895,True
M,2,M2,gauss_1node_2moments_lower,0.75,264.19366386903476,260.0858772344993,253.25412162897086,267.10192553526014,0.015670535937763665,-0.01071738016177944,0.040647490163581816,0.015670535937763665,0.00021094597228388142,0.040647490163581816,M1,0.016386655285105328,-0.0050481050384534425,0.01638665528510556,0.9894,True
M,2,M2,gauss_1node_2moments_lower,0.9,292.10356971765805,288.24474191741297,281.45476294582204,295.19852630466687,0.013298512608129752,-0.010750341725566666,0.035328632134348226,0.013298512608129752,0.0001527602221849582,0.035328632134348226,M1,0.02975049077634473,0.00824980732521144,0.029750490776345076,0.9986,True
M,2,M2,gauss_1node_2moments_lower,0.95,302.1733679404027,298.4989022963961,291.7313189103042,305.4234800876781,0.012234663262938279,-0.011075872261443812,0.0332094366495771,0.012234663262938279,0.00013956673307032792,0.0332094366495771,M1,0.035268259552794765,0.013116515029907034,0.03526825955279493,0.99955,True
M,3,M3,zero_radau_2node_3moments_upper,0.5,226.87239848268072,223.10023593268784,216.21465490991542,230.20509545922724,0.01676657925254729,-0.013727812616707778,0.0470996356428539,0.01676657925254729,0.00017839279283952996,0.0470996356428539,M2,-0.00031429930337621356,-0.0003142993033763749,0.00031429930337625064,0.083,False
M,3,M3,zero_radau_2node_3moments_upper,0.75,264.88782687553106,260.0858772344993,253.25412162897086,267.10192553526014,0.01829456802713756,-0.008093348072405459,0.0432715222529556,0.01829456802713756,0.000270965007814055,0.0432715222529556,M2,-0.0026240320893738955,-0.0026240320893741245,0.002624032089373984,0.04925,False
M,3,M3,zero_radau_2node_3moments_upper,0.9,293.95351972598553,288.24474191741297,281.45476294582204,295.19852630466687,0.019611741083914665,-0.004437113249781628,0.04164186061013327,0.019611741083914665,0.0005251895523457128,0.04164186061013327,M2,-0.006313228475784914,-0.006313228475785219,0.006313228475785052,0.03815,False
M,3,M3,zero_radau_2node_3moments_upper,0.95,304.6307990376971,298.4989022963961,291.7313189103042,305.4234800876781,0.020334292981349672,-0.0029762425430324754,0.04130906636798859,0.020334292981349672,0.0007181357009718348,0.04130906636798859,M2,-0.008099629718411393,-0.008099629718411501,0.008099629718411315,0.0346,False
M,4,M4,gauss_2node_4moments_lower,0.5,226.8697750923549,223.10023593268784,216.21465490991542,230.20509545922724,0.016755015900147316,-0.013739375969107554,0.047088072290454204,0.016755015900147316,0.00018099073306228575,0.047088072290454204,M3,1.1563352399972943e-05,-1.1563352399884797e-05,1.1563352400007637e-05,0.9191,True
M,4,M4,gauss_2node_4moments_lower,0.75,264.83726089787604,260.0858772344993,253.25412162897086,267.10192553526014,0.01810365398898571,-0.008284262110557432,0.04308060821480383,0.01810365398898571,0.00026174752457015164,0.04308060821480383,M3,0.0001909140381518501,-0.00019091403815201544,0.00019091403815215888,0.9626,True
M,4,M4,gauss_2node_4moments_lower,0.9,293.7757387282528,288.24474191741297,281.45476294582204,295.19852630466687,0.01900676523628532,-0.005042089097411063,0.041036884762503854,0.01900676523628532,0.0005129527653180606,0.041036884762503854,M3,0.0006049758476293458,-0.0006049758476294508,0.0006049758476296199,0.98085,True
M,4,M4,gauss_2node_4moments_lower,0.95,304.3754908647018,298.4989022963961,291.7313189103042,305.4234800876781,0.019495851105839016,-0.0038146844185431537,0.040470624492477916,0.019495851105839016,0.0005884213054505817,0.040470624492477916,M3,0.0008384418755106558,-0.0008384418755106311,0.000838441875510812,0.98625,True
V,0,M0,ntk_0moments_lower,0.5,36.75,53.621447688389516,52.19977875896546,55.08183598776001,-0.37781090582197707,-0.4037821894736413,-0.3538415256490323,0.37781090582197707,0.3538415256490323,0.4037821894736413,,,,,,
V,0,M0,ntk_0moments_lower,0.75,36.75,73.38041670862775,71.93934909148388,74.85035136312197,-0.6915188720287776,-0.7115902143396972,-0.6746375336635476,0.6915188720287776,0.6746375336635476,0.7115902143396973,,,,,,
V,0,M0,ntk_0moments_lower,0.9,36.75,88.16827571976624,86.67924450933306,89.68288645570398,-0.875108986934541,-0.892491613302765,-0.8605158470853034,0.875108986934541,0.8605158470853034,0.8924916133027652,,,,,,
V,0,M0,ntk_0moments_lower,0.95,36.75,93.57723786077932,92.05541793078478,95.12421585263905,-0.9346489430022893,-0.9510861505237581,-0.9204744086325815,0.9346489430022893,0.9204744086325815,0.9510861505237581,,,,,,
V,1,M1,zero_radau_1node_1moments_upper,0.5,55.74597389976399,53.621447688389516,52.19977875896546,55.08183598776001,0.038856059207036865,0.012884775555372822,0.06282543937998158,0.038856059207036865,0.012884775555372822,0.06282543937998158,M0,0.3389548466149402,0.2910160862690507,0.39089741391826854,1.0,True
V,1,M1,zero_radau_1node_1moments_upper,0.75,79.49094127446898,73.38041670862775,71.93934909148388,74.85035136312197,0.07998597124720323,0.05991462893628351,0.09686730961243305,0.07998597124720323,0.05991462893628351,0.09686730961243305,M0,0.6115329007815744,0.5777702240511146,0.6516755854034137,1.0,True
V,1,M1,zero_radau_1node_1moments_upper,0.9,98.29695543523533,88.16827571976624,86.67924450933306,89.68288645570398,0.10874584190547133,0.09136321553724713,0.12333898175470902,0.10874584190547133,0.09136321553724713,0.12333898175470902,M0,0.7663631450290697,0.7371768653305943,0.8011283977655181,1.0,True
V,1,M1,zero_radau_1node_1moments_upper,0.95,105.325465778148,93.57723786077932,92.05541793078478,95.12421585263905,0.11826806148847499,0.10183085396700617,0.13244259585818297,0.11826806148847499,0.10183085396700617,0.13244259585818297,M0,0.8163808815138143,0.7880318127743985,0.849255296556752,1.0,True
V,2,M2,gauss_1node_2moments_lower,0.5,54.279118940331955,53.621447688389516,52.19977875896546,55.08183598776001,0.012190471598986806,-0.013780812052677343,0.03615985177193155,0.012190471598986806,0.0001391497880733426,0.03615985177193155,M1,0.02666558760805006,-0.0008960364973045215,0.02666558760805028,0.99435,True
V,2,M2,gauss_1node_2moments_lower,0.75,72.71867476369525,73.38041670862775,71.93934909148388,74.85035136312197,-0.009058871806028252,-0.029130214116947845,0.007822466559201597,0.009058871806028252,9.706840171612959e-05,0.02913021411694788,M1,0.07092709944117498,0.03078441481933566,0.08904484305323153,1.0,True
V,2,M2,gauss_1node_2moments_lower,0.9,85.16921835639502,88.16827571976624,86.67924450933306,89.68288645570398,-0.034607130934723146,-0.05198975730294736,-0.020013991085485554,0.034607130934723146,0.020013991085485558,0.05198975730294739,M1,0.07413871097074819,0.039373458234299774,0.10332499066922346,1.0,True
V,2,M2,gauss_1node_2moments_lower,0.95,89.4157460712897,93.57723786077932,92.05541793078478,95.12421585263905,-0.04549037143949205,-0.061927578960960815,-0.03131583706978413,0.04549037143949205,0.031315837069784164,0.06192757896096083,M1,0.07277769004898293,0.039903275006045354,0.10112675878839883,1.0,True
V,3,M3,zero_radau_2node_3moments_upper,0.5,54.57737099157795,53.621447688389516,52.19977875896546,55.08183598776001,0.017670214657905685,-0.008301068993758404,0.041639594830850474,0.017670214657905685,0.00031899085714701776,0.041639594830850474,M2,-0.005479743058918879,-0.0054797430589191495,0.005479743058919007,0.06555,False
V,3,M3,zero_radau_2node_3moments_upper,0.75,75.04631576979952,73.38041670862775,71.93934909148388,74.85035136312197,0.02244836884443271,0.0023770265335130505,0.039329707209662564,0.02244836884443271,0.0027321403114478984,0.039329707209662564,M2,-0.013389497038404459,-0.031507240650461,0.02675318758343486,0.1867,False
V,3,M3,zero_radau_2node_3moments_upper,0.9,90.59729327225836,88.16827571976624,86.67924450933306,89.68288645570398,0.02717712442712549,0.009794498058901382,0.04177026427636316,0.02717712442712549,0.009794498058901382,0.04177026427636316,M2,0.007430006507597654,-0.0217562731908776,0.04219525924404603,0.7362,True
V,3,M3,zero_radau_2node_3moments_upper,0.95,96.32066639088558,93.57723786077932,92.05541793078478,95.12421585263905,0.028895731385467867,0.012458523863998983,0.0430702657551758,0.028895731385467867,0.012458523863998983,0.0430702657551758,M2,0.016594640054024182,-0.0117544286853916,0.04946905509696186,0.92895,True
V,4,M4,gauss_2node_4moments_lower,0.5,54.55019556940897,53.621447688389516,52.19977875896546,55.08183598776001,0.017172165932233113,-0.008799117719431033,0.041141546105177895,0.017172165932233113,0.0002841480663549454,0.041141546105177895,M3,0.0004980487256725716,-0.0004980487256726358,0.0004980487256727797,0.9591,True
V,4,M4,gauss_2node_4moments_lower,0.75,74.68157358185253,73.38041670862775,71.93934909148388,74.85035136312197,0.01757629175818426,-0.0024950505527353223,0.03445763012341431,0.01757629175818426,0.0007165728545807611,0.03445763012341431,M3,0.004872077086248452,-0.00011802401922227185,0.004872077086248497,0.99485,True
V,4,M4,gauss_2node_4moments_lower,0.9,89.54977706861638,88.16827571976624,86.67924450933306,89.68288645570398,0.015547426447548435,-0.0018351999206757967,0.030140566296786055,0.015547426447548435,0.0006449821102276967,0.030140566296786055,M3,0.011629697979577056,0.007959298138225586,0.01162969797957732,0.99885,True
V,4,M4,gauss_2node_4moments_lower,0.95,94.90842906977835,93.57723786077932,92.05541793078478,95.12421585263905,0.014125353556045741,-0.002311853965423128,0.028299887925753546,0.014125353556045741,0.0005524113314796584,0.028299887925753546,M3,0.014770377829422126,0.010146669898575853,0.014770377829422341,0.9993,True
V,5,M5,zero_radau_3node_5moments_upper,0.5,54.55514576853894,53.621447688389516,52.19977875896546,55.08183598776001,0.01726290757829123,-0.00870837607337286,0.041232287751236135,0.01726290757829123,0.00029203123735756177,0.041232287751236135,M4,-9.074164605811508e-05,-9.07416460583059e-05,9.074164605816538e-05,0.0426,False
V,5,M5,zero_radau_3node_5moments_upper,0.75,74.79734124167425,73.38041670862775,71.93934909148388,74.85035136312197,0.019125241763670336,-0.000946100547249314,0.036006580128900144,0.019125241763670336,0.0010163368242227689,0.036006580128900144,M4,-0.0015489500054860772,-0.001548950005486202,0.0015489500054859761,0.00905,False
V,5,M5,zero_radau_3node_5moments_upper,0.9,89.95886042492512,88.16827571976624,86.67924450933306,89.68288645570398,0.020105246842184066,0.002722620473959854,0.034698386691421466,0.020105246842184066,0.0029256659400753037,0.034698386691421466,M4,-0.00455782039463563,-0.004557820394635742,-0.0008874205532839995,0.0042,False
V,5,M5,zero_radau_3node_5moments_upper,0.95,95.49175326205334,93.57723786077932,92.05541793078478,95.12421585263905,0.020252721819962353,0.0038155142984935375,0.03442725618967011,0.020252721819962353,0.0038738363921148847,0.03442725618967011,M4,-0.006127368263916612,-0.006127368263916806,-0.0015036603330703777,0.00395,False
