configuration,node,level_index,level_label,level_name,proxy_kernel,neural_reference_n4096,neural_reference_n8192,log_k8192_over_k4096,log_ratio_ci99_lower,log_ratio_ci99_upper,absolute_log_error_n4096,absolute_log_error_n4096_ci99_lower,absolute_log_error_n4096_ci99_upper,absolute_log_error_n8192,absolute_log_error_n8192_ci99_lower,absolute_log_error_n8192_ci99_upper,error_change_n8192_minus_n4096,error_change_ci99_lower,error_change_ci99_upper,bootstrap_probability_error_decreases
M,0.9,4,M4,gauss_2node_4moments_lower,293.7757387282528,282.29165783924765,288.24474191741297,0.020869133456739044,-0.024998125558027565,0.06098383938687557,0.03987589869302447,0.001362846607165002,0.08296935524649403,0.01900676523628532,0.0005129527653180606,0.041036884762503854,-0.02086913345673915,-0.060983839386875446,0.02060038118775317,0.89015
M,0.95,4,M4,gauss_2node_4moments_lower,304.3754908647018,291.9538478493785,298.4989022963961,0.02217052096100986,-0.022848601813121285,0.06202214261284578,0.04166637206684888,0.0020992255830978757,0.08381925452953247,0.019495851105839016,0.0005884213054505817,0.040470624492477916,-0.022170520961009865,-0.06202214261284582,0.01962328028990911,0.9059
V,0.5,0,M0,ntk_0moments_lower,36.75,53.051986801164844,53.621447688389516,0.010676815639276393,-0.03545884690352319,0.05059482975426211,0.3671340901827006,0.32193293835309517,0.41477017052888887,0.37781090582197707,0.3538415256490323,0.4037821894736413,0.010676815639276471,-0.035458846903523196,0.05059482975426211,0.2631
V,0.75,0,M0,ntk_0moments_lower,36.75,72.26878105934057,73.38041670862775,0.015264859017047444,-0.020700369829093603,0.047477671018694115,0.67625401301173,0.6410759155211223,0.7129910998770829,0.6915188720287776,0.6746375336635476,0.7115902143396973,0.01526485901704755,-0.020700369829093682,0.04747767101869431,0.13735
V,0.9,0,M0,ntk_0moments_lower,36.75,86.72183207878132,88.16827571976624,0.016541548755498407,-0.015794015636614905,0.047518587235908676,0.8585674381790426,0.8267224715984832,0.8910522984694066,0.875108986934541,0.8605158470853034,0.8924916133027652,0.016541548755498403,-0.015794015636614915,0.0475185872359088,0.1039
V,0.95,0,M0,ntk_0moments_lower,36.75,92.0606834083415,93.57723786077932,0.016339206789475137,-0.015203064026256135,0.046833587319573586,0.9183097362128141,0.8877474446168109,0.9491934552906729,0.9346489430022893,0.9204744086325815,0.9510861505237581,0.016339206789475202,-0.015203064026256062,0.04683358731957373,0.10345
V,0.5,1,M1,zero_radau_1node_1moments_upper,55.74597389976399,53.051986801164844,53.621447688389516,0.010676815639276393,-0.03545884690352319,0.05059482975426211,0.04953287484631339,0.003915845195545384,0.09473402667591896,0.038856059207036865,0.012884775555372822,0.06282543937998158,-0.010676815639276527,-0.05059482975426203,0.03458655670442226,0.737
V,0.75,1,M1,zero_radau_1node_1moments_upper,79.49094127446898,72.26878105934057,73.38041670862775,0.015264859017047444,-0.020700369829093603,0.047477671018694115,0.09525083026425064,0.05851374339889795,0.13042892775485848,0.07998597124720323,0.05991462893628351,0.09686730961243305,-0.01526485901704741,-0.04747767101869407,0.020700369829093727,0.86265
V,0.9,1,M1,zero_radau_1node_1moments_upper,98.29695543523533,86.72183207878132,88.16827571976624,0.016541548755498407,-0.015794015636614905,0.047518587235908676,0.12528739066096986,0.09280253037060583,0.15713235724152916,0.10874584190547133,0.09136321553724713,0.12333898175470902,-0.016541548755498528,-0.047518587235908696,0.015794015636614853,0.8961
V,0.95,1,M1,zero_radau_1node_1moments_upper,105.325465778148,92.0606834083415,93.57723786077932,0.016339206789475137,-0.015203064026256135,0.046833587319573586,0.13460726827795022,0.10372354920009152,0.16516955987395346,0.11826806148847499,0.10183085396700617,0.13244259585818297,-0.01633920678947523,-0.04683358731957353,0.015203064026256253,0.89655
V,0.5,2,M2,gauss_1node_2moments_lower,54.279118940331955,53.051986801164844,53.621447688389516,0.010676815639276393,-0.03545884690352319,0.05059482975426211,0.022867287238263288,0.00024830986677325267,0.06806843906786875,0.012190471598986806,0.0001391497880733426,0.03615985177193155,-0.010676815639276482,-0.050481324402282673,0.023358225831423468,0.7614
V,0.75,2,M2,gauss_1node_2moments_lower,72.71867476369525,72.26878105934057,73.38041670862775,0.015264859017047444,-0.020700369829093603,0.047477671018694115,0.006205987211019195,7.721533247939532e-05,0.041764848585935745,0.009058871806028252,9.706840171612959e-05,0.02913021411694788,0.0028528845950090576,-0.03753344793490861,0.02335598414807222,0.5263
V,0.9,2,M2,gauss_1node_2moments_lower,85.16921835639502,86.72183207878132,88.16827571976624,0.016541548755498407,-0.015794015636614905,0.047518587235908676,0.018065582179224753,0.0002698376100360171,0.05055044246958878,0.034607130934723146,0.020013991085485558,0.05198975730294739,0.016541548755498393,-0.01579401563661489,0.04003635544847641,0.10395
V,0.95,2,M2,gauss_1node_2moments_lower,89.4157460712897,92.0606834083415,93.57723786077932,0.016339206789475137,-0.015203064026256135,0.046833587319573586,0.02915116465001677,0.0013674892435874527,0.060034883727875576,0.04549037143949205,0.031315837069784164,0.06192757896096083,0.01633920678947528,-0.015203064026256118,0.044692838360859556,0.10345
V,0.5,3,M3,zero_radau_2node_3moments_upper,54.57737099157795,53.051986801164844,53.621447688389516,0.010676815639276393,-0.03545884690352319,0.05059482975426211,0.02834703029718221,0.0003535718759557967,0.07354818212678774,0.017670214657905685,0.00031899085714701776,0.041639594830850474,-0.010676815639276527,-0.05059482975426202,0.02629996059598948,0.75115
V,0.75,3,M3,zero_radau_2node_3moments_upper,75.04631576979952,72.26878105934057,73.38041670862775,0.015264859017047444,-0.020700369829093603,0.047477671018694115,0.03771322786148005,0.0024651984795423334,0.07289132535208782,0.02244836884443271,0.0027321403114478984,0.039329707209662564,-0.015264859017047338,-0.04747767101869406,0.019697379393397923,0.86295
V,0.9,3,M3,zero_radau_2node_3moments_upper,90.59729327225836,86.72183207878132,88.16827571976624,0.016541548755498407,-0.015794015636614905,0.047518587235908676,0.04371867318262386,0.011279465124139236,0.07556363976318345,0.02717712442712549,0.009794498058901382,0.04177026427636316,-0.01654154875549837,-0.04751858723590861,0.01571953980577846,0.89615
V,0.95,3,M3,zero_radau_2node_3moments_upper,96.32066639088558,92.0606834083415,93.57723786077932,0.016339206789475137,-0.015203064026256135,0.046833587319573586,0.04523493817494307,0.014351219097084282,0.07579722977094631,0.028895731385467867,0.012458523863998983,0.0430702657551758,-0.016339206789475202,-0.04683358731957346,0.015133712714628982,0.8966
V,0.5,4,M4,gauss_2node_4moments_lower,54.55019556940897,53.051986801164844,53.621447688389516,0.010676815639276393,-0.03545884690352319,0.05059482975426211,0.02784898157150966,0.00033816711481773177,0.07305013340111512,0.017172165932233113,0.0002841480663549454,0.041141546105177895,-0.010676815639276548,-0.05059427184555392,0.02600159333758838,0.7519
V,0.75,4,M4,gauss_2node_4moments_lower,74.68157358185253,72.26878105934057,73.38041670862775,0.015264859017047444,-0.020700369829093603,0.047477671018694115,0.032841150775231816,0.001239869624236289,0.06801924826583958,0.01757629175818426,0.0007165728545807611,0.03445763012341431,-0.015264859017047556,-0.047477671018693955,0.01821249401749572,0.86325
V,0.9,4,M4,gauss_2node_4moments_lower,89.54977706861638,86.72183207878132,88.16827571976624,0.016541548755498407,-0.015794015636614905,0.047518587235908676,0.0320889752030468,0.0016276608932884054,0.06393394178360637,0.015547426447548435,0.0006449821102276967,0.030140566296786055,-0.016541548755498365,-0.04751858723590866,0.014783883363463549,0.89615
