code_sha256,config_sha256,depth,dt,gram_error_depth_index,gram_error_time,gram_prefix_increment,group,horizon,l1_all_depth_gram_error,l1_output_error,max_loss_increase_per_sample,method,motion_normalized_gram_error,n,normalized_output_error,order,output_error_time,output_prefix_increment,run_id,seed,sup_adjoint_defect,sup_all_depth_gram_error,sup_diagonal_gram_error,sup_forward_defect,sup_kernel_identity_defect,sup_loss_error,sup_mid_gram_error,sup_offdiagonal_gram_error,sup_output_error,sup_terminal_constraint_defect,sup_terminal_gram_error,sup_theta_error,tail_sup_all_depth_gram_error,tail_sup_output_error,terminal_all_depth_gram_error,terminal_output_error
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,3.56,0.0,central,16.0,0.0017858500925204213,9.103091595985219e-06,0.0,K2,0.00016644681750565746,64,9.304948261300519e-06,2,0.28,0.0,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,6.437863962967565e-05,0.00011425809182665234,6.949378293077411e-05,5.887426036048726e-05,9.2585134541475e-05,5.143102339677519e-06,3.79036138651397e-05,9.087946387685533e-05,9.310931844184495e-06,0.0,0.00011425809182665234,0.0002124057749635362,0.00011425766404371868,4.5527808340340576e-14,0.0001142576640354269,2.0014830212433605e-16
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,3.56,0.0,central,32.0,0.003613972717086462,9.103091598196371e-06,0.0,K2,0.00016644681750565746,64,9.304948261300519e-06,2,0.28,0.0,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,6.437863962967954e-05,0.00011425809182665234,6.949378293077411e-05,5.887426036048726e-05,9.2585134541475e-05,5.143102339677519e-06,3.79036138651397e-05,9.087946387685533e-05,9.310931844184495e-06,0.0,0.00011425809182665234,0.0002124057749635362,0.00011425766403550149,2.7194799110210365e-16,0.00011425766403533533,1.1102230246251565e-16
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,4.0,,central,4.0,3.0408032410702222e-05,1.3058620498206074e-06,0.0,K3,1.2144726667754524e-05,64,1.4927325581175178e-06,3,0.44,,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,3.43106170770731e-06,8.33678779240161e-06,5.876719297209038e-06,3.208126454061769e-06,8.663885959903041e-06,6.914242152156191e-07,3.1626565884708066e-06,5.928359466138246e-06,1.4936912223619015e-06,0.0,8.33678779240161e-06,9.994089232742414e-06,8.33678779240161e-06,3.755780344006082e-08,8.33678779240161e-06,1.286443953264302e-10
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,7.96,9.354938614835045e-11,central,8.0,6.375552568076921e-05,1.3059080572304709e-06,0.0,K3,1.214484983146818e-05,64,1.4927313157333062e-06,3,0.44,0.0,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,3.431064966783216e-06,8.336881341787758e-06,5.876807970215756e-06,3.2081302828923545e-06,8.663885959903041e-06,6.914242152156191e-07,3.1627221965561418e-06,5.928397113392377e-06,1.4936912223619015e-06,0.0,8.336881341787758e-06,9.994235489855187e-06,8.336881341787758e-06,1.286443953264302e-10,8.336881341700744e-06,1.6250646570963809e-15
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,9.36,1.1338061159426108e-15,central,16.0,0.0001304505764213186,1.3059080597772164e-06,0.0,K3,1.2144849833103001e-05,64,1.4927313157293929e-06,3,0.44,0.0,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,3.4310649668000716e-06,8.336881342921564e-06,5.876807971851524e-06,3.2081302829093765e-06,8.663885959903041e-06,6.914242152156191e-07,3.1627221976107664e-06,5.928397113392377e-06,1.4936912223619015e-06,0.0,8.336881342921564e-06,9.99423549192064e-06,8.336881342921564e-06,1.7867348644430382e-15,8.336881342880246e-06,2.0014830212433605e-16
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,0215196437e28b99e7aebfc3c17f96f18155e8431c97d425121df65688930558,16,0.02,16,9.36,0.0,central,32.0,0.00026384067790574954,1.305908061956375e-06,0.0,K3,1.2144849833103001e-05,64,1.4927313157293929e-06,3,0.44,0.0,central_n64_L16_s1_sw0p65_A1_g1_r0_dt0p02,1,3.4310649668000716e-06,8.336881342921564e-06,5.876807971851524e-06,3.2081302829093765e-06,8.663885959903041e-06,6.914242152156191e-07,3.1627221976107664e-06,5.928397113392377e-06,1.4936912223619015e-06,0.0,8.336881342921564e-06,9.99423549192064e-06,8.336881342880246e-06,2.7194799110210365e-16,8.33688134273904e-06,1.1102230246251565e-16
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,86d01384192830290f2956b0d45f8f2866dc213f9d5dbc7abb78266aeeed9c10,16,0.02,8,4.0,,central,4.0,0.07563862593908631,0.006859134040318795,0.0,K0,0.03397697761604893,64,0.007926186274658086,0,0.52,,central_n64_L16_s2_sw0p65_A1_g1_r0_dt0p02,2,0.011545121503656997,0.021222080187227148,0.015460129656575148,0.008036901677547266,0.03287707077411628,0.0025556693614369186,0.021222080187227148,0.014538262567273459,0.007949899346242753,0.0,0.016397338753091757,0.031337262065159216,0.021222080187227148,0.00019706940460823376,0.021222080187227148,5.396810140070055e-07
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,86d01384192830290f2956b0d45f8f2866dc213f9d5dbc7abb78266aeeed9c10,16,0.02,8,8.0,1.20619553706236e-07,central,8.0,0.16052739257220855,0.0068593286399505245,0.0,K0,0.033977162554747004,64,0.007926184982538628,0,0.52,0.0,central_n64_L16_s2_sw0p65_A1_g1_r0_dt0p02,2,0.011545124363476236,0.021222200806780854,0.015460207942113812,0.008036904022169791,0.03287707077411628,0.0025556693614369186,0.021222200806780854,0.01453835539082502,0.007949899346242753,0.0,0.016397338753091757,0.031337262065159216,0.021222200806780854,5.396810140070055e-07,0.021222200806780854,7.966453501303435e-12
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,86d01384192830290f2956b0d45f8f2866dc213f9d5dbc7abb78266aeeed9c10,16,0.02,8,11.36,8.082319535862581e-13,central,16.0,0.33030499903263005,0.006859328642796503,1.0785207688568521e-32,K0,0.033977162556033905,64,0.007926184982537951,0,0.52,0.0,central_n64_L16_s2_sw0p65_A1_g1_r0_dt0p02,2,0.011545124363481157,0.021222200807589086,0.015460207942113812,0.008036904022180564,0.03287707077411628,0.0025556693614369186,0.021222200807589086,0.014538355392028747,0.007949899346242753,0.0,0.016397338753091757,0.031337262065159216,0.021222200807589086,7.966453501303435e-12,0.02122220080758886,1.9229626863835638e-16
91223842b0e681fe8f896e359909d9fcca08d34d2d3bf7cc88c734a4658a1fd6,86d01384192830290f2956b0d45f8f2866dc213f9d5dbc7abb78266aeeed9c10,16,0.02,8,11.36,0.0,central,32.0,0.6698602119540518,0.0068593286427984625,1.0785207688568521e-32,K0,0.033977162556033905,64,0.007926184982537951,0,0.52,0.0,central_n64_L16_s2_sw0p65_A1_g1_r0_dt0p02,2,0.011545124363481157,0.021222200807589086,0.015460207942113812,0.008036904022180564,0.03287707077411628,0.0025556693614369186,0.021222200807589086,0.014538355392028747,0.007949899346242753,0.0,0.016397338753091757,0.031337262065159216,0.021222200807588878,1.9229626863835638e-16,0.02122220080758886,0.0
