tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
smooth_nonnormal,0,0.0,0,0,0.29177525602488924,2.6165582256812163,0.955968228671261
smooth_nonnormal,0,0.0,0,1,0.07630119096889945,3.2945669036815466,1.4420435757228256
smooth_nonnormal,0,0.0,0,2,-0.0954486722990463,2.86251913518468,1.3258134027890331
smooth_nonnormal,0,0.0,1,0,0.07630119096889945,3.2945669036815466,1.4420435757228256
smooth_nonnormal,0,0.0,1,1,0.1499513024396674,4.353842838441535,2.705712509078634
smooth_nonnormal,0,0.0,1,2,-0.02075898217764017,3.720916869290059,2.1602048164161456
smooth_nonnormal,0,0.0,2,0,-0.0954486722990463,2.86251913518468,1.3258134027890331
smooth_nonnormal,0,0.0,2,1,-0.02075898217764017,3.720916869290059,2.1602048164161456
smooth_nonnormal,0,0.0,2,2,0.21615515475068028,3.2780062432959856,2.1938400192351026
smooth_nonnormal,1,0.025,0,0,0.29900472784395293,2.5587413586157206,0.9085973149658493
smooth_nonnormal,1,0.025,0,1,0.07918298748660103,3.1925826037315,1.38563984251684
smooth_nonnormal,1,0.025,0,2,-0.10194099610931785,2.784836709170174,1.2720580934187848
smooth_nonnormal,1,0.025,1,0,0.07918298748660103,3.1925826037315,1.38563984251684
smooth_nonnormal,1,0.025,1,1,0.15081701071996523,4.175934968059992,2.687089476898239
smooth_nonnormal,1,0.025,1,2,-0.02228225165259726,3.584195338249103,2.1356629906191222
smooth_nonnormal,1,0.025,2,0,-0.10194099610931785,2.784836709170174,1.2720580934187848
smooth_nonnormal,1,0.025,2,1,-0.02228225165259726,3.584195338249103,2.1356629906191222
smooth_nonnormal,1,0.025,2,2,0.22068925479405962,3.166413048665443,2.1851837028395322
smooth_nonnormal,2,0.05,0,0,0.30706182757387207,2.507683321244286,0.8780632791021977
smooth_nonnormal,2,0.05,0,1,0.08218524822029624,3.0999470806805385,1.3472045767990357
smooth_nonnormal,2,0.05,0,2,-0.10871206224272577,2.715473180088667,1.2175812205694407
smooth_nonnormal,2,0.05,1,0,0.08218524822029624,3.0999470806805385,1.3472045767990357
smooth_nonnormal,2,0.05,1,1,0.15193636555101295,4.01085501701963,2.6739251127376136
smooth_nonnormal,2,0.05,1,2,-0.023909991687645505,3.4583985008025917,2.131561512583042
smooth_nonnormal,2,0.05,2,0,-0.10871206224272577,2.715473180088667,1.2175812205694407
smooth_nonnormal,2,0.05,2,1,-0.023909991687645505,3.4583985008025917,2.131561512583042
smooth_nonnormal,2,0.05,2,2,0.22499442192343969,3.064710518419215,2.184596608557831
smooth_nonnormal,3,0.075,0,0,0.31583582135812777,2.461783089389584,0.8589197717016579
smooth_nonnormal,3,0.075,0,1,0.08528083334455831,3.0157249034668485,1.3197048901311865
smooth_nonnormal,3,0.075,0,2,-0.11587762515312389,2.652299071760815,1.1627658126362033
