source,case_id,fractional_loss_progress,depth_index,depth_fraction,gram_increment_fro,progress_path_scale,terminal_loss_reduction_fraction
PDE,C0,0.75,13,0.8125,0.18397350919899794,0.4853351268197654,1.0
PDE,C0,0.75,14,0.875,0.1930914905624746,0.4853351268197654,1.0
PDE,C0,0.75,15,0.9375,0.2023789124681786,0.4853351268197654,1.0
PDE,C0,0.75,16,1.0,0.21183760336549293,0.4853351268197654,1.0
PDE,C0,0.76,0,0.0,0.08307290816399951,0.4853351268197654,1.0
PDE,C0,0.76,1,0.0625,0.09042311934159916,0.4853351268197654,1.0
PDE,C0,0.76,2,0.125,0.09792871250089127,0.4853351268197654,1.0
PDE,C0,0.76,3,0.1875,0.10559131521842172,0.4853351268197654,1.0
PDE,C0,0.76,4,0.25,0.11341258087484171,0.4853351268197654,1.0
PDE,C0,0.76,5,0.3125,0.12139418897551646,0.4853351268197654,1.0
PDE,C0,0.76,6,0.375,0.12953784547577255,0.4853351268197654,1.0
PDE,C0,0.76,7,0.4375,0.1378452831108512,0.4853351268197654,1.0
PDE,C0,0.76,8,0.5,0.1463182617306234,0.4853351268197654,1.0
PDE,C0,0.76,9,0.5625,0.1549585686391377,0.4853351268197654,1.0
PDE,C0,0.76,10,0.625,0.16376801893906084,0.4853351268197654,1.0
PDE,C0,0.76,11,0.6875,0.17274845588107407,0.4853351268197654,1.0
PDE,C0,0.76,12,0.75,0.1819017512183017,0.4853351268197654,1.0
PDE,C0,0.76,13,0.8125,0.19122980556582392,0.4853351268197654,1.0
PDE,C0,0.76,14,0.875,0.20073454876535793,0.4853351268197654,1.0
PDE,C0,0.76,15,0.9375,0.2104179402551638,0.4853351268197654,1.0
PDE,C0,0.76,16,1.0,0.22028196944525216,0.4853351268197654,1.0
PDE,C0,0.77,0,0.0,0.08607100391961453,0.4853351268197654,1.0
PDE,C0,0.77,1,0.0625,0.09370167635844157,0.4853351268197654,1.0
PDE,C0,0.77,2,0.125,0.10149509168715795,0.4853351268197654,1.0
PDE,C0,0.77,3,0.1875,0.10945300441844463,0.4853351268197654,1.0
PDE,C0,0.77,4,0.25,0.11757719724708904,0.4853351268197654,1.0
PDE,C0,0.77,5,0.3125,0.1258694814081179,0.4853351268197654,1.0
PDE,C0,0.77,6,0.375,0.13433169704018888,0.4853351268197654,1.0
PDE,C0,0.77,7,0.4375,0.14296571355431079,0.4853351268197654,1.0
PDE,C0,0.77,8,0.5,0.1517734300079669,0.4853351268197654,1.0
PDE,C0,0.77,9,0.5625,0.16075677548471226,0.4853351268197654,1.0
PDE,C0,0.77,10,0.625,0.16991770947932358,0.4853351268197654,1.0
PDE,C0,0.77,11,0.6875,0.17925822228857055,0.4853351268197654,1.0
PDE,C0,0.77,12,0.75,0.18878033540769223,0.4853351268197654,1.0
PDE,C0,0.77,13,0.8125,0.19848610193264984,0.4853351268197654,1.0
PDE,C0,0.77,14,0.875,0.20837760696824123,0.4853351268197654,1.0
PDE,C0,0.77,15,0.9375,0.21845696804214923,0.4853351268197654,1.0
PDE,C0,0.77,16,1.0,0.22872633552501126,0.4853351268197654,1.0
PDE,C0,0.78,0,0.0,0.08906909967522951,0.4853351268197654,1.0
PDE,C0,0.78,1,0.0625,0.09698023337528403,0.4853351268197654,1.0
PDE,C0,0.78,2,0.125,0.1050614708734247,0.4853351268197654,1.0
PDE,C0,0.78,3,0.1875,0.11331469361846752,0.4853351268197654,1.0
PDE,C0,0.78,4,0.25,0.12174181361933624,0.4853351268197654,1.0
PDE,C0,0.78,5,0.3125,0.1303447738407192,0.4853351268197654,1.0
PDE,C0,0.78,6,0.375,0.13912554860460521,0.4853351268197654,1.0
PDE,C0,0.78,7,0.4375,0.14808614399777037,0.4853351268197654,1.0
PDE,C0,0.78,8,0.5,0.15722859828531022,0.4853351268197654,1.0
PDE,C0,0.78,9,0.5625,0.16655498233028684,0.4853351268197654,1.0
PDE,C0,0.78,10,0.625,0.17606740001958643,0.4853351268197654,1.0
PDE,C0,0.78,11,0.6875,0.18576798869606695,0.4853351268197654,1.0
PDE,C0,0.78,12,0.75,0.19565891959708284,0.4853351268197654,1.0
PDE,C0,0.78,13,0.8125,0.205742398299476,0.4853351268197654,1.0
PDE,C0,0.78,14,0.875,0.21602066517112456,0.4853351268197654,1.0
PDE,C0,0.78,15,0.9375,0.22649599582913463,0.4853351268197654,1.0
PDE,C0,0.78,16,1.0,0.23717070160477058,0.4853351268197654,1.0
PDE,C0,0.79,0,0.0,0.09206719543084452,0.4853351268197654,1.0
PDE,C0,0.79,1,0.0625,0.10025879039212643,0.4853351268197654,1.0
PDE,C0,0.79,2,0.125,0.10862785005969153,0.4853351268197654,1.0
PDE,C0,0.79,3,0.1875,0.1171763828184905,0.4853351268197654,1.0
PDE,C0,0.79,4,0.25,0.12590642999158352,0.4853351268197654,1.0
PDE,C0,0.79,5,0.3125,0.13482006627332072,0.4853351268197654,1.0
PDE,C0,0.79,6,0.375,0.1439194001690214,0.4853351268197654,1.0
PDE,C0,0.79,7,0.4375,0.15320657444123012,0.4853351268197654,1.0
PDE,C0,0.79,8,0.5,0.1626837665626537,0.4853351268197654,1.0
PDE,C0,0.79,9,0.5625,0.1723531891758613,0.4853351268197654,1.0
PDE,C0,0.79,10,0.625,0.1822170905598495,0.4853351268197654,1.0
PDE,C0,0.79,11,0.6875,0.19227775510356335,0.4853351268197654,1.0
PDE,C0,0.79,12,0.75,0.2025375037864732,0.4853351268197654,1.0
PDE,C0,0.79,13,0.8125,0.21299869466630195,0.4853351268197654,1.0
PDE,C0,0.79,14,0.875,0.22366372337400786,0.4853351268197654,1.0
PDE,C0,0.79,15,0.9375,0.23453502361612005,0.4853351268197654,1.0
PDE,C0,0.79,16,1.0,0.24561506768452962,0.4853351268197654,1.0
PDE,C0,0.8,0,0.0,0.0952413157468245,0.4853351268197654,1.0
PDE,C0,0.8,1,0.0625,0.10373205711323871,0.4853351268197654,1.0
PDE,C0,0.8,2,0.125,0.11240832775252292,0.4853351268197654,1.0
PDE,C0,0.8,3,0.1875,0.12127228263374783,0.4853351268197654,1.0
PDE,C0,0.8,4,0.25,0.13032611251984977,0.4853351268197654,1.0
PDE,C0,0.8,5,0.3125,0.13957204444855206,0.4853351268197654,1.0
PDE,C0,0.8,6,0.375,0.1490123422206136,0.4853351268197654,1.0
PDE,C0,0.8,7,0.4375,0.15864930689549153,0.4853351268197654,1.0
PDE,C0,0.8,8,0.5,0.1684852772945417,0.4853351268197654,1.0
PDE,C0,0.8,9,0.5625,0.17852263051184825,0.4853351268197654,1.0
PDE,C0,0.8,10,0.625,0.1887637824328001,0.4853351268197654,1.0
PDE,C0,0.8,11,0.6875,0.19921118826052306,0.4853351268197654,1.0
PDE,C0,0.8,12,0.75,0.20986734305027377,0.4853351268197654,1.0
PDE,C0,0.8,13,0.8125,0.22073478225191592,0.4853351268197654,1.0
PDE,C0,0.8,14,0.875,0.23181608226058853,0.4853351268197654,1.0
PDE,C0,0.8,15,0.9375,0.24311386097568569,0.4853351268197654,1.0
PDE,C0,0.8,16,1.0,0.2546307783682652,0.4853351268197654,1.0
PDE,C0,0.81,0,0.0,0.09900328746964739,0.4853351268197654,1.0
PDE,C0,0.81,1,0.0625,0.1078555761249603,0.4853351268197654,1.0
PDE,C0,0.81,2,0.125,0.11690380855643145,0.4853351268197654,1.0
PDE,C0,0.81,3,0.1875,0.1261503519336358,0.4853351268197654,1.0
PDE,C0,0.81,4,0.25,0.1355976136712825,0.4853351268197654,1.0
PDE,C0,0.81,5,0.3125,0.14524804199199506,0.4853351268197654,1.0
PDE,C0,0.81,6,0.375,0.1551041264979438,0.4853351268197654,1.0
PDE,C0,0.81,7,0.4375,0.16516839875144773,0.4853351268197654,1.0
PDE,C0,0.81,8,0.5,0.17544343286469152,0.4853351268197654,1.0
PDE,C0,0.81,9,0.5625,0.18593184609868368,0.4853351268197654,1.0
PDE,C0,0.81,10,0.625,0.19663629947159686,0.4853351268197654,1.0
PDE,C0,0.81,11,0.6875,0.20755949837662904,0.4853351268197654,1.0
PDE,C0,0.81,12,0.75,0.21870419320952406,0.4853351268197654,1.0
PDE,C0,0.81,13,0.8125,0.23007318000589758,0.4853351268197654,1.0
PDE,C0,0.81,14,0.875,0.24166930108851206,0.4853351268197654,1.0
PDE,C0,0.81,15,0.9375,0.25349544572465205,0.4853351268197654,1.0
PDE,C0,0.81,16,1.0,0.2655545507937432,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,0,0.0,0.10276525919247022,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,1,0.0625,0.11197909513668182,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,2,0.125,0.12139928936033978,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,3,0.1875,0.13102842123352365,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,4,0.25,0.14086911482271502,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,5,0.3125,0.15092403953543804,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,6,0.375,0.16119591077527418,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,7,0.4375,0.1716874906074037,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,8,0.5,0.18240158843484106,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,9,0.5625,0.19334106168551896,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,10,0.625,0.2045088165103935,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,11,0.6875,0.215907808492735,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,12,0.75,0.2275410433687742,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,13,0.8125,0.23941157775987912,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,14,0.875,0.2515225199164355,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,15,0.9375,0.26387703047361843,0.4853351268197654,1.0
PDE,C0,0.8200000000000001,16,1.0,0.27647832321922106,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,0,0.0,0.10652723091529293,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,1,0.0625,0.11610261414840357,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,2,0.125,0.12589477016424827,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,3,0.1875,0.13590649053341156,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,4,0.25,0.14614061597414776,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,5,0.3125,0.15660003707888107,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,6,0.375,0.1672876950526046,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,7,0.4375,0.17820658246335988,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,8,0.5,0.18935974400499073,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,9,0.5625,0.2007502772723543,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,10,0.625,0.21238133354919034,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,11,0.6875,0.2242561186088411,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,12,0.75,0.23637789352802452,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,13,0.8125,0.24874997551386052,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,14,0.875,0.26137573874435904,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,15,0.9375,0.27425861522258493,0.4853351268197654,1.0
PDE,C0,0.8300000000000001,16,1.0,0.28740209564469904,0.4853351268197654,1.0
PDE,C0,0.84,0,0.0,0.11028920263811577,0.4853351268197654,1.0
PDE,C0,0.84,1,0.0625,0.12022613316012519,0.4853351268197654,1.0
PDE,C0,0.84,2,0.125,0.1303902509681568,0.4853351268197654,1.0
PDE,C0,0.84,3,0.1875,0.14078455983329952,0.4853351268197654,1.0
PDE,C0,0.84,4,0.25,0.15141211712558045,0.4853351268197654,1.0
PDE,C0,0.84,5,0.3125,0.16227603462232404,0.4853351268197654,1.0
PDE,C0,0.84,6,0.375,0.17337947932993478,0.4853351268197654,1.0
PDE,C0,0.84,7,0.4375,0.1847256743193161,0.4853351268197654,1.0
PDE,C0,0.84,8,0.5,0.1963178995751403,0.4853351268197654,1.0
PDE,C0,0.84,9,0.5625,0.20815949285918964,0.4853351268197654,1.0
PDE,C0,0.84,10,0.625,0.22025385058798672,0.4853351268197654,1.0
PDE,C0,0.84,11,0.6875,0.23260442872494697,0.4853351268197654,1.0
PDE,C0,0.84,12,0.75,0.24521474368727467,0.4853351268197654,1.0
PDE,C0,0.84,13,0.8125,0.2580883732678421,0.4853351268197654,1.0
PDE,C0,0.84,14,0.875,0.2712289575722824,0.4853351268197654,1.0
PDE,C0,0.84,15,0.9375,0.2846401999715513,0.4853351268197654,1.0
PDE,C0,0.84,16,1.0,0.2983258680701769,0.4853351268197654,1.0
PDE,C0,0.85,0,0.0,0.11405117436093845,0.4853351268197654,1.0
PDE,C0,0.85,1,0.0625,0.1243496521718468,0.4853351268197654,1.0
PDE,C0,0.85,2,0.125,0.13488573177206528,0.4853351268197654,1.0
PDE,C0,0.85,3,0.1875,0.14566262913318742,0.4853351268197654,1.0
PDE,C0,0.85,4,0.25,0.15668361827701316,0.4853351268197654,1.0
PDE,C0,0.85,5,0.3125,0.16795203216576698,0.4853351268197654,1.0
PDE,C0,0.85,6,0.375,0.17947126360726512,0.4853351268197654,1.0
PDE,C0,0.85,7,0.4375,0.19124476617527217,0.4853351268197654,1.0
PDE,C0,0.85,8,0.5,0.2032760551452899,0.4853351268197654,1.0
PDE,C0,0.85,9,0.5625,0.21556870844602494,0.4853351268197654,1.0
PDE,C0,0.85,10,0.625,0.22812636762678357,0.4853351268197654,1.0
PDE,C0,0.85,11,0.6875,0.24095273884105292,0.4853351268197654,1.0
PDE,C0,0.85,12,0.75,0.25405159384652476,0.4853351268197654,1.0
PDE,C0,0.85,13,0.8125,0.26742677102182355,0.4853351268197654,1.0
PDE,C0,0.85,14,0.875,0.2810821764002058,0.4853351268197654,1.0
PDE,C0,0.85,15,0.9375,0.29502178472051777,0.4853351268197654,1.0
PDE,C0,0.85,16,1.0,0.30924964049565473,0.4853351268197654,1.0
PDE,C0,0.86,0,0.0,0.11847118004426038,0.4853351268197654,1.0
PDE,C0,0.86,1,0.0625,0.12920284249849928,0.4853351268197654,1.0
PDE,C0,0.86,2,0.125,0.14018540158423842,0.4853351268197654,1.0
PDE,C0,0.86,3,0.1875,0.15142237351721657,0.4853351268197654,1.0
PDE,C0,0.86,4,0.25,0.16291733937382882,0.4853351268197654,1.0
PDE,C0,0.86,5,0.3125,0.17467394611969245,0.4853351268197654,1.0
PDE,C0,0.86,6,0.375,0.18669590765598013,0.4853351268197654,1.0
PDE,C0,0.86,7,0.4375,0.19898700588380863,0.4853351268197654,1.0
PDE,C0,0.86,8,0.5,0.21155109178699089,0.4853351268197654,1.0
PDE,C0,0.86,9,0.5625,0.22439208653344975,0.4853351268197654,1.0
PDE,C0,0.86,10,0.625,0.23751398259560005,0.4853351268197654,1.0
PDE,C0,0.86,11,0.6875,0.25092084489002087,0.4853351268197654,1.0
PDE,C0,0.86,12,0.75,0.26461681193673064,0.4853351268197654,1.0
PDE,C0,0.86,13,0.8125,0.2786060970383913,0.4853351268197654,1.0
PDE,C0,0.86,14,0.875,0.29289298947977055,0.4853351268197654,1.0
PDE,C0,0.86,15,0.9375,0.3074818557478114,0.4853351268197654,1.0
PDE,C0,0.86,16,1.0,0.32237714077262325,0.4853351268197654,1.0
PDE,C0,0.87,0,0.0,0.12312772078774462,0.4853351268197654,1.0
PDE,C0,0.87,1,0.0625,0.13431831844981013,0.4853351268197654,1.0
PDE,C0,0.87,2,0.125,0.14577414294418967,0.4853351268197654,1.0
PDE,C0,0.87,3,0.1875,0.15749904237868934,0.4853351268197654,1.0
PDE,C0,0.87,4,0.25,0.16949693738024654,0.4853351268197654,1.0
PDE,C0,0.87,5,0.3125,0.18177182228215025,0.4853351268197654,1.0
PDE,C0,0.87,6,0.375,0.19432776633230642,0.4853351268197654,1.0
PDE,C0,0.87,7,0.4375,0.20716891492290423,0.4853351268197654,1.0
PDE,C0,0.87,8,0.5,0.22029949084185696,0.4853351268197654,1.0
PDE,C0,0.87,9,0.5625,0.23372379554638312,0.4853351268197654,1.0
PDE,C0,0.87,10,0.625,0.24744621045910317,0.4853351268197654,1.0
PDE,C0,0.87,11,0.6875,0.26147119828704357,0.4853351268197654,1.0
PDE,C0,0.87,12,0.75,0.275803304363935,0.4853351268197654,1.0
PDE,C0,0.87,13,0.8125,0.29044715801619947,0.4853351268197654,1.0
PDE,C0,0.87,14,0.875,0.30540747395303436,0.4853351268197654,1.0
PDE,C0,0.87,15,0.9375,0.320689053681015,0.4853351268197654,1.0
PDE,C0,0.87,16,1.0,0.33629678694361065,0.4853351268197654,1.0
PDE,C0,0.88,0,0.0,0.12778426153122865,0.4853351268197654,1.0
PDE,C0,0.88,1,0.0625,0.13943379440112097,0.4853351268197654,1.0
PDE,C0,0.88,2,0.125,0.15136288430414072,0.4853351268197654,1.0
PDE,C0,0.88,3,0.1875,0.16357571124016182,0.4853351268197654,1.0
PDE,C0,0.88,4,0.25,0.17607653538666418,0.4853351268197654,1.0
PDE,C0,0.88,5,0.3125,0.18886969844460796,0.4853351268197654,1.0
PDE,C0,0.88,6,0.375,0.20195962500863246,0.4853351268197654,1.0
PDE,C0,0.88,7,0.4375,0.2153508239619996,0.4853351268197654,1.0
PDE,C0,0.88,8,0.5,0.22904788989672278,0.4853351268197654,1.0
PDE,C0,0.88,9,0.5625,0.24305550455931632,0.4853351268197654,1.0
PDE,C0,0.88,10,0.625,0.2573784383226062,0.4853351268197654,1.0
PDE,C0,0.88,11,0.6875,0.27202155168406633,0.4853351268197654,1.0
PDE,C0,0.88,12,0.75,0.2869897967911395,0.4853351268197654,1.0
PDE,C0,0.88,13,0.8125,0.3022882189940075,0.4853351268197654,1.0
PDE,C0,0.88,14,0.875,0.3179219584262983,0.4853351268197654,1.0
PDE,C0,0.88,15,0.9375,0.3338962516142185,0.4853351268197654,1.0
PDE,C0,0.88,16,1.0,0.350216433114598,0.4853351268197654,1.0
PDE,C0,0.89,0,0.0,0.13244080227471292,0.4853351268197654,1.0
PDE,C0,0.89,1,0.0625,0.14454927035243184,0.4853351268197654,1.0
PDE,C0,0.89,2,0.125,0.15695162566409193,0.4853351268197654,1.0
PDE,C0,0.89,3,0.1875,0.16965238010163444,0.4853351268197654,1.0
PDE,C0,0.89,4,0.25,0.18265613339308207,0.4853351268197654,1.0
PDE,C0,0.89,5,0.3125,0.19596757460706565,0.4853351268197654,1.0
PDE,C0,0.89,6,0.375,0.20959148368495875,0.4853351268197654,1.0
PDE,C0,0.89,7,0.4375,0.22353273300109502,0.4853351268197654,1.0
PDE,C0,0.89,8,0.5,0.23779628895158875,0.4853351268197654,1.0
PDE,C0,0.89,9,0.5625,0.2523872135722497,0.4853351268197654,1.0
PDE,C0,0.89,10,0.625,0.26731066618610916,0.4853351268197654,1.0
PDE,C0,0.89,11,0.6875,0.28257190508108904,0.4853351268197654,1.0
PDE,C0,0.89,12,0.75,0.2981762892183439,0.4853351268197654,1.0
PDE,C0,0.89,13,0.8125,0.3141292799718155,0.4853351268197654,1.0
PDE,C0,0.89,14,0.875,0.33043644289956214,0.4853351268197654,1.0
PDE,C0,0.89,15,0.9375,0.34710344954742206,0.4853351268197654,1.0
PDE,C0,0.89,16,1.0,0.36413607928558517,0.4853351268197654,1.0
PDE,C0,0.9,0,0.0,0.13769280133658376,0.4853351268197654,1.0
PDE,C0,0.9,1,0.0625,0.15032616300589383,0.4853351268197654,1.0
PDE,C0,0.9,2,0.125,0.16327051700165848,0.4853351268197654,1.0
PDE,C0,0.9,3,0.1875,0.17653079768063434,0.4853351268197654,1.0
PDE,C0,0.9,4,0.25,0.19011203751106948,0.4853351268197654,1.0
PDE,C0,0.9,5,0.3125,0.20401936880421398,0.4853351268197654,1.0
PDE,C0,0.9,6,0.375,0.21825802547841722,0.4853351268197654,1.0
PDE,C0,0.9,7,0.4375,0.23283334485639523,0.4853351268197654,1.0
PDE,C0,0.9,8,0.5,0.2477507694962923,0.4853351268197654,1.0
PDE,C0,0.9,9,0.5625,0.26301584905713976,0.4853351268197654,1.0
PDE,C0,0.9,10,0.625,0.2786342421993436,0.4853351268197654,1.0
PDE,C0,0.9,11,0.6875,0.29461171852083906,0.4853351268197654,1.0
PDE,C0,0.9,12,0.75,0.31095416052956837,0.4853351268197654,1.0
PDE,C0,0.9,13,0.8125,0.3276675656529351,0.4853351268197654,1.0
PDE,C0,0.9,14,0.875,0.34475804828491935,0.4853351268197654,1.0
PDE,C0,0.9,15,0.9375,0.3622318418715392,0.4853351268197654,1.0
PDE,C0,0.9,16,1.0,0.380095301035358,0.4853351268197654,1.0
PDE,C0,0.91,0,0.0,0.14341711557937906,0.4853351268197654,1.0
PDE,C0,0.91,1,0.0625,0.15662768876917518,0.4853351268197654,1.0
PDE,C0,0.91,2,0.125,0.17016856041105077,0.4853351268197654,1.0
PDE,C0,0.91,3,0.1875,0.1840451591685222,0.4853351268197654,1.0
PDE,C0,0.91,4,0.25,0.19826302416775163,0.4853351268197654,1.0
PDE,C0,0.91,5,0.3125,0.21282780701023696,0.4853351268197654,1.0
PDE,C0,0.91,6,0.375,0.2277452738244211,0.4853351268197654,1.0
PDE,C0,0.91,7,0.4375,0.24302130735693936,0.4853351268197654,1.0
PDE,C0,0.91,8,0.5,0.2586619091042623,0.4853351268197654,1.0
PDE,C0,0.91,9,0.5625,0.2746732014854889,0.4853351268197654,1.0
PDE,C0,0.91,10,0.625,0.2910614300570639,0.4853351268197654,1.0
PDE,C0,0.91,11,0.6875,0.3078329657702073,0.4853351268197654,1.0
PDE,C0,0.91,12,0.75,0.32499430727186174,0.4853351268197654,1.0
PDE,C0,0.91,13,0.8125,0.34255208324997743,0.4853351268197654,1.0
PDE,C0,0.91,14,0.875,0.36051305482396284,0.4853351268197654,1.0
PDE,C0,0.91,15,0.9375,0.37888411798116395,0.4853351268197654,1.0
PDE,C0,0.91,16,1.0,0.3976723060602272,0.4853351268197654,1.0
PDE,C0,0.92,0,0.0,0.14914142982217432,0.4853351268197654,1.0
PDE,C0,0.92,1,0.0625,0.16292921453245632,0.4853351268197654,1.0
PDE,C0,0.92,2,0.125,0.17706660382044292,0.4853351268197654,1.0
PDE,C0,0.92,3,0.1875,0.1915595206564099,0.4853351268197654,1.0
PDE,C0,0.92,4,0.25,0.20641401082443356,0.4853351268197654,1.0
PDE,C0,0.92,5,0.3125,0.22163624521625977,0.4853351268197654,1.0
PDE,C0,0.92,6,0.375,0.23723252217042515,0.4853351268197654,1.0
PDE,C0,0.92,7,0.4375,0.2532092698574836,0.4853351268197654,1.0
PDE,C0,0.92,8,0.5,0.2695730487122322,0.4853351268197654,1.0
PDE,C0,0.92,9,0.5625,0.2863305539138379,0.4853351268197654,1.0
PDE,C0,0.92,10,0.625,0.30348861791478415,0.4853351268197654,1.0
PDE,C0,0.92,11,0.6875,0.32105421301957543,0.4853351268197654,1.0
PDE,C0,0.92,12,0.75,0.33903445401415494,0.4853351268197654,1.0
PDE,C0,0.92,13,0.8125,0.3574366008470197,0.4853351268197654,1.0
PDE,C0,0.92,14,0.875,0.37626806136300633,0.4853351268197654,1.0
PDE,C0,0.92,15,0.9375,0.39553639409078867,0.4853351268197654,1.0
PDE,C0,0.92,16,1.0,0.4152493110850962,0.4853351268197654,1.0
PDE,C0,0.93,0,0.0,0.15544190539336616,0.4853351268197654,1.0
PDE,C0,0.93,1,0.0625,0.1698714513893016,0.4853351268197654,1.0
PDE,C0,0.93,2,0.125,0.18467270835667077,0.4853351268197654,1.0
PDE,C0,0.93,3,0.1875,0.19985218941159835,0.4853351268197654,1.0
PDE,C0,0.93,4,0.25,0.2154165457682805,0.4853351268197654,1.0
PDE,C0,0.93,5,0.3125,0.23137256939587109,0.4853351268197654,1.0
PDE,C0,0.93,6,0.375,0.24772719572912705,0.4853351268197654,1.0
PDE,C0,0.93,7,0.4375,0.2644875064338595,0.4853351268197654,1.0
PDE,C0,0.93,8,0.5,0.28166073222828236,0.4853351268197654,1.0
PDE,C0,0.93,9,0.5625,0.29925425576135795,0.4853351268197654,1.0
PDE,C0,0.93,10,0.625,0.317275614549272,0.4853351268197654,1.0
PDE,C0,0.93,11,0.6875,0.33573250397117654,0.4853351268197654,1.0
PDE,C0,0.93,12,0.75,0.35463278032538126,0.4853351268197654,1.0
PDE,C0,0.93,13,0.8125,0.37398446394718965,0.4853351268197654,1.0
PDE,C0,0.93,14,0.875,0.393795742389586,0.4853351268197654,1.0
PDE,C0,0.93,15,0.9375,0.4140749736680366,0.4853351268197654,1.0
PDE,C0,0.93,16,1.0,0.4348306895706547,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,0,0.0,0.16245977364632563,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,1,0.0625,0.17761145343272958,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,2,0.125,0.19316043726718587,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,3,0.1875,0.2091139477432804,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,4,0.25,0.22547936448904035,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,5,0.3125,0.24226422728873168,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,6,0.375,0.2594762392696339,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,7,0.4375,0.2771232701551051,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,8,0.5,0.2952133595852938,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,9,0.5625,0.3137547205068707,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,10,0.625,0.33275574263319435,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,11,0.6875,0.3522249959763374,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,12,0.75,0.37217123445244515,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,13,0.8125,0.3926033995619197,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,14,0.875,0.41353062414595676,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,15,0.9375,0.43496223622099084,0.4853351268197654,1.0
PDE,C0,0.9400000000000001,16,1.0,0.4569077628926388,0.4853351268197654,1.0
PDE,C0,0.95,0,0.0,0.16975250205078843,0.4853351268197654,1.0
PDE,C0,0.95,1,0.0625,0.18565733156236036,0.4853351268197654,1.0
PDE,C0,0.95,2,0.125,0.20198643151700918,0.4853351268197654,1.0
PDE,C0,0.95,3,0.1875,0.21874778260964034,0.4853351268197654,1.0
PDE,C0,0.95,4,0.25,0.2359495430597897,0.4853351268197654,1.0
PDE,C0,0.95,5,0.3125,0.2536000522439214,0.4853351268197654,1.0
PDE,C0,0.95,6,0.375,0.2717078344052007,0.4853351268197654,1.0
PDE,C0,0.95,7,0.4375,0.290281602442355,0.4853351268197654,1.0
PDE,C0,0.95,8,0.5,0.3093302617792794,0.4853351268197654,1.0
PDE,C0,0.95,9,0.5625,0.32886291431707126,0.4853351268197654,1.0
PDE,C0,0.95,10,0.625,0.34888886247022605,0.4853351268197654,1.0
PDE,C0,0.95,11,0.6875,0.36941761328874456,0.4853351268197654,1.0
PDE,C0,0.95,12,0.75,0.39045888266796047,0.4853351268197654,1.0
PDE,C0,0.95,13,0.8125,0.41202259964791055,0.4853351268197654,1.0
PDE,C0,0.95,14,0.875,0.43411891080414133,0.4853351268197654,1.0
PDE,C0,0.95,15,0.9375,0.45675818473184554,0.4853351268197654,1.0
PDE,C0,0.95,16,1.0,0.47995101662529427,0.4853351268197654,1.0
PDE,C2,0.0,0,0.0,0.0,0.4853351268197654,1.0
PDE,C2,0.0,1,0.0625,0.0,0.4853351268197654,1.0
PDE,C2,0.0,2,0.125,0.0,0.4853351268197654,1.0
