control,time,depth_index,depth_fraction,C2_minus_C0_contrast_fro,contrast_normalized
n256_L32_S4,5.5200000000000005,8,0.5,0.0358168466385061,0.046888119245468714
n256_L32_S4,5.5200000000000005,9,0.5625,0.055299720544303065,0.07239330467285733
n256_L32_S4,5.5200000000000005,10,0.625,0.07448205950283493,0.09750505740677017
n256_L32_S4,5.5200000000000005,11,0.6875,0.09508728622984344,0.12447952385288137
n256_L32_S4,5.5200000000000005,12,0.75,0.11543445625786472,0.15111616621871196
n256_L32_S4,5.5200000000000005,13,0.8125,0.13727649718293572,0.1797097559837615
n256_L32_S4,5.5200000000000005,14,0.875,0.15966343729136268,0.20901667761031792
n256_L32_S4,5.5200000000000005,15,0.9375,0.18364121456206972,0.24040617683835755
n256_L32_S4,5.5200000000000005,16,1.0,0.21097938293384863,0.27619479082512294
n256_L32_S4,5.5600000000000005,0,0.0,0.09064522214128382,0.11866438236980956
n256_L32_S4,5.5600000000000005,1,0.0625,0.07688463415900083,0.10065028702766418
n256_L32_S4,5.5600000000000005,2,0.125,0.06407853456083944,0.08388572003246694
n256_L32_S4,5.5600000000000005,3,0.1875,0.05026923314411256,0.065807853545248
n256_L32_S4,5.5600000000000005,4,0.25,0.03535883116799188,0.04628852754454403
n256_L32_S4,5.5600000000000005,5,0.3125,0.019525697348506735,0.02556124593736435
n256_L32_S4,5.5600000000000005,6,0.375,0.005204189593490095,0.006812846052540393
n256_L32_S4,5.5600000000000005,7,0.4375,0.017603101681229662,0.023044360634256918
n256_L32_S4,5.5600000000000005,8,0.5,0.03581684468428621,0.04688811668718389
n256_L32_S4,5.5600000000000005,9,0.5625,0.055299718543585744,0.07239330205370234
n256_L32_S4,5.5600000000000005,10,0.625,0.07448205748696857,0.09750505476778344
n256_L32_S4,5.5600000000000005,11,0.6875,0.09508728417908133,0.12447952116821236
n256_L32_S4,5.5600000000000005,12,0.75,0.11543445417603548,0.15111616349337273
n256_L32_S4,5.5600000000000005,13,0.8125,0.13727649505599623,0.17970975319936808
n256_L32_S4,5.5600000000000005,14,0.875,0.15966343511319622,0.20901667475886287
n256_L32_S4,5.5600000000000005,15,0.9375,0.18364121233816166,0.2404061739270218
n256_L32_S4,5.5600000000000005,16,1.0,0.21097938064355432,0.27619478782688045
n256_L32_S4,5.6000000000000005,0,0.0,0.09064522344786735,0.11866438408026847
n256_L32_S4,5.6000000000000005,1,0.0625,0.07688463550192166,0.10065028878569254
n256_L32_S4,5.6000000000000005,2,0.125,0.06407853594181417,0.08388572184031197
n256_L32_S4,5.6000000000000005,3,0.1875,0.05026923455285161,0.0658078553894395
n256_L32_S4,5.6000000000000005,4,0.25,0.03535883258473518,0.04628852939921397
n256_L32_S4,5.6000000000000005,5,0.3125,0.01952569873426386,0.025561247751470038
n256_L32_S4,5.6000000000000005,6,0.375,0.00520418939971793,0.006812845798871708
n256_L32_S4,5.6000000000000005,7,0.4375,0.017603100026931624,0.023044358468602175
n256_L32_S4,5.6000000000000005,8,0.5,0.03581684295602133,0.04688811442469857
n256_L32_S4,5.6000000000000005,9,0.5625,0.055299716774576846,0.07239329973787871
n256_L32_S4,5.6000000000000005,10,0.625,0.0744820557052943,0.09750505243537948
n256_L32_S4,5.6000000000000005,11,0.6875,0.09508728236694765,0.12447951879593372
n256_L32_S4,5.6000000000000005,12,0.75,0.11543445233693363,0.15111616108578985
n256_L32_S4,5.6000000000000005,13,0.8125,0.13727649317733734,0.17970975074000076
n256_L32_S4,5.6000000000000005,14,0.875,0.1596634331894628,0.20901667224048812
n256_L32_S4,5.6000000000000005,15,0.9375,0.1836412103742241,0.2404061713560155
n256_L32_S4,5.6000000000000005,16,1.0,0.2109793786208571,0.2761947851789514
n256_L32_S4,5.64,0,0.0,0.0906452246031732,0.11866438559268856
n256_L32_S4,5.64,1,0.0625,0.07688463668911108,0.10065029033985166
n256_L32_S4,5.64,2,0.125,0.0640785371624957,0.08388572343831588
n256_L32_S4,5.64,3,0.1875,0.05026923579776308,0.06580785701916304
n256_L32_S4,5.64,4,0.25,0.035358833836297815,0.04628853103764459
n256_L32_S4,5.64,5,0.3125,0.01952569995840573,0.025561249354003914
n256_L32_S4,5.64,6,0.375,0.005204189223460144,0.006812845568131236
n256_L32_S4,5.64,7,0.4375,0.017603098563464967,0.023044356552766317
n256_L32_S4,5.64,8,0.5,0.035816841427265336,0.046888112423391914
n256_L32_S4,5.64,9,0.5625,0.05529971521011348,0.07239329768982725
n256_L32_S4,5.64,10,0.625,0.07448205413027674,0.09750505037351144
n256_L32_S4,5.64,11,0.6875,0.09508728076534209,0.12447951669925912
n256_L32_S4,5.64,12,0.75,0.11543445071192576,0.1511161589584791
n256_L32_S4,5.64,13,0.8125,0.13727649151763863,0.17970974856727595
n256_L32_S4,5.64,14,0.875,0.15966343149009635,0.20901667001583396
n256_L32_S4,5.64,15,0.9375,0.18364120863951433,0.24040616908509313
n256_L32_S4,5.64,16,1.0,0.21097937683412715,0.276194782839929
n256_L32_S4,5.68,0,0.0,0.09064522562493531,0.11866438693028548
n256_L32_S4,5.68,1,0.0625,0.07688463773884757,0.10065029171407007
n256_L32_S4,5.68,2,0.125,0.06407853824171708,0.08388572485113319
n256_L32_S4,5.68,3,0.1875,0.050269236898127824,0.0658078584596593
n256_L32_S4,5.68,4,0.25,0.035358834942167364,0.04628853248534722
n256_L32_S4,5.68,5,0.3125,0.019525701040020053,0.02556125076995384
n256_L32_S4,5.68,6,0.375,0.0052041890632482405,0.006812845358396557
n256_L32_S4,5.68,7,0.4375,0.017603097268557286,0.023044354857592358
n256_L32_S4,5.68,8,0.5,0.035816840074703246,0.04688811065274211
n256_L32_S4,5.68,9,0.5625,0.05529971382625208,0.07239329587820327
n256_L32_S4,5.68,10,0.625,0.07448205273765172,0.09750504855041493
n256_L32_S4,5.68,11,0.6875,0.09508727934950795,0.12447951484577938
n256_L32_S4,5.68,12,0.75,0.11543444927579086,0.15111615707842346
n256_L32_S4,5.68,13,0.8125,0.13727649005107623,0.17970974664738742
n256_L32_S4,5.68,14,0.875,0.15966342998862107,0.20901666805024072
n256_L32_S4,5.68,15,0.9375,0.1836412071069626,0.24040616707881746
n256_L32_S4,5.68,16,1.0,0.21097937525551066,0.2761947807733496
n256_L32_S4,5.72,0,0.0,0.09064522652878576,0.11866438811352331
n256_L32_S4,5.72,1,0.0625,0.07688463866724563,0.10065029292944334
n256_L32_S4,5.72,2,0.125,0.06407853919607082,0.08388572610048527
n256_L32_S4,5.72,3,0.1875,0.05026923787093253,0.06580785973316568
n256_L32_S4,5.72,4,0.25,0.035358835919509356,0.04628853376479341
n256_L32_S4,5.72,5,0.3125,0.019525701995917636,0.02556125202132698
n256_L32_S4,5.72,6,0.375,0.005204188917717068,0.00681284516788054
n256_L32_S4,5.72,7,0.4375,0.017603096122566272,0.023044353357366393
n256_L32_S4,5.72,8,0.5,0.03581683887777439,0.04688810908583301
n256_L32_S4,5.72,9,0.5625,0.05529971260188234,0.0723932942753711
n256_L32_S4,5.72,10,0.625,0.07448205150603723,0.0975050469380986
n256_L32_S4,5.72,11,0.6875,0.09508727809763379,0.12447951320694094
n256_L32_S4,5.72,12,0.75,0.11543444800631023,0.15111615541653625
n256_L32_S4,5.72,13,0.8125,0.1372764887549082,0.17970974495056352
n256_L32_S4,5.72,14,0.875,0.15966342866171981,0.20901666631318372
n256_L32_S4,5.72,15,0.9375,0.18364120575273019,0.240406165305981
n256_L32_S4,5.72,16,1.0,0.21097937386047713,0.27619477894710004
n256_L32_S4,5.76,0,0.0,0.0906452273285055,0.11866438916044278
n256_L32_S4,5.76,1,0.0625,0.0768846394885049,0.1006502940045604
n256_L32_S4,5.76,2,0.125,0.06407854004018436,0.08388572720552102
n256_L32_S4,5.76,3,0.1875,0.05026923873114749,0.06580786085927993
n256_L32_S4,5.76,4,0.25,0.03535883678344344,0.046288534895776404
n256_L32_S4,5.76,5,0.3125,0.01952570284090079,0.025561253127501158
n256_L32_S4,5.76,6,0.375,0.005204188785608535,0.0068128449949362065
n256_L32_S4,5.76,7,0.4375,0.017603095108158665,0.023044352029397315
n256_L32_S4,5.76,8,0.5,0.0358168378183469,0.046888107698928046
n256_L32_S4,5.76,9,0.5625,0.055299711518393614,0.07239329285696737
n256_L32_S4,5.76,10,0.625,0.07448205041658605,0.09750504551188938
n256_L32_S4,5.76,11,0.6875,0.09508727699049553,0.12447951175757742
n256_L32_S4,5.76,12,0.75,0.11543444688391004,0.15111615394719322
n256_L32_S4,5.76,13,0.8125,0.13727648760909664,0.1797097434505725
n256_L32_S4,5.76,14,0.875,0.15966342748885057,0.20901666477777123
n256_L32_S4,5.76,15,0.9375,0.18364120455581992,0.24040616373909623
n256_L32_S4,5.76,16,1.0,0.21097937262741964,0.27619477733289466
n256_L32_S4,5.8,0,0.0,0.09064522803624403,0.11866439008694893
n256_L32_S4,5.8,1,0.0625,0.07688464021514789,0.10065029495581454
n256_L32_S4,5.8,2,0.125,0.06407854078695198,0.08388572818312047
n256_L32_S4,5.8,3,0.1875,0.050269239491962894,0.06580786185526945
n256_L32_S4,5.8,4,0.25,0.035358837547291924,0.04628853589573654
n256_L32_S4,5.8,5,0.3125,0.01952570358800962,0.025561254105547278
n256_L32_S4,5.8,6,0.375,0.005204188665756433,0.006812844838036865
n256_L32_S4,5.8,7,0.4375,0.017603094210046268,0.023044350853671222
n256_L32_S4,5.8,8,0.5,0.0358168368804247,0.04688810647108662
n256_L32_S4,5.8,9,0.5625,0.055299710559368415,0.07239329160149983
n256_L32_S4,5.8,10,0.625,0.07448204945268228,0.09750504425003526
n256_L32_S4,5.8,11,0.6875,0.09508727601115143,0.12447951047551026
n256_L32_S4,5.8,12,0.75,0.11543444589134015,0.15111615264781209
n256_L32_S4,5.8,13,0.8125,0.1372764865959883,0.1797097421243043
n256_L32_S4,5.8,14,0.875,0.1596634264519168,0.209016663420313
n256_L32_S4,5.8,15,0.9375,0.18364120349773375,0.24040616235394718
n256_L32_S4,5.8,16,1.0,0.21097937153730148,0.2761947759058123
n256_L32_S4,5.84,0,0.0,0.09064522866271836,0.11866439090707147
n256_L32_S4,5.84,1,0.0625,0.07688464085821191,0.10065029579765476
n256_L32_S4,5.84,2,0.125,0.06407854144774064,0.08388572904816417
n256_L32_S4,5.84,3,0.1875,0.050269240165010165,0.06580786273636098
n256_L32_S4,5.84,4,0.25,0.035358838222793745,0.04628853678004135
n256_L32_S4,5.84,5,0.3125,0.019525704248732255,0.025561254970504543
n256_L32_S4,5.84,6,0.375,0.0052041885570846234,0.006812844695773734
n256_L32_S4,5.84,7,0.4375,0.017603093414734927,0.023044349812522808
n256_L32_S4,5.84,8,0.5,0.035816836049894565,0.046888105383833
n256_L32_S4,5.84,9,0.5625,0.055299709710327244,0.07239329049001328
n256_L32_S4,5.84,10,0.625,0.07448204859967436,0.09750504313335581
n256_L32_S4,5.84,11,0.6875,0.09508727514466452,0.12447950934118533
n256_L32_S4,5.84,12,0.75,0.11543444501339595,0.1511161514984883
n256_L32_S4,5.84,13,0.8125,0.13727648570002413,0.17970974095139045
n256_L32_S4,5.84,14,0.875,0.15966342553497118,0.20901666221993218
n256_L32_S4,5.84,15,0.9375,0.18364120256217337,0.24040616112919766
n256_L32_S4,5.84,16,1.0,0.21097937057335017,0.27619477464389597
n256_L32_S4,5.88,0,0.0,0.09064522921738155,0.11866439163318547
n256_L32_S4,5.88,1,0.0625,0.07688464142743541,0.10065029654282978
n256_L32_S4,5.88,2,0.125,0.06407854203257442,0.08388572981377472
n256_L32_S4,5.88,3,0.1875,0.050269240760539936,0.06580786351597376
n256_L32_S4,5.88,4,0.25,0.035358838820294884,0.046288537562234854
n256_L32_S4,5.88,5,0.3125,0.019525704833192565,0.02556125573562619
n256_L32_S4,5.88,6,0.375,0.005204188458604477,0.006812844566852589
n256_L32_S4,5.88,7,0.4375,0.017603092710314967,0.023044348890361027
n256_L32_S4,5.88,8,0.5,0.035816835314303276,0.046888104420864586
n256_L32_S4,5.88,9,0.5625,0.05529970895849448,0.07239328950578303
n256_L32_S4,5.88,10,0.625,0.07448204784464177,0.09750504214493662
n256_L32_S4,5.88,11,0.6875,0.09508727437786418,0.12447950833736092
n256_L32_S4,5.88,12,0.75,0.11543444423667468,0.15111615048167631
n256_L32_S4,5.88,13,0.8125,0.13727648490749014,0.1797097399138779
n256_L32_S4,5.88,14,0.875,0.1596634247239574,0.20901666115822756
n256_L32_S4,5.88,15,0.9375,0.18364120173477508,0.24040616004604395
n256_L32_S4,5.88,16,1.0,0.21097936972077969,0.27619477352778915
n256_L32_S4,5.92,0,0.0,0.09064522970857262,0.11866439227620762
n256_L32_S4,5.92,1,0.0625,0.07688464193140683,0.10065029720258278
n256_L32_S4,5.92,2,0.125,0.06407854255029657,0.08388573049152892
n256_L32_S4,5.92,3,0.1875,0.0502692412875945,0.06580786420594509
n256_L32_S4,5.92,4,0.25,0.035358839348916184,0.0462885382542572
n256_L32_S4,5.92,5,0.3125,0.019525705350312197,0.02556125641259162
n256_L32_S4,5.92,6,0.375,0.005204188369406282,0.006812844450082522
n256_L32_S4,5.92,7,0.4375,0.017603092086271265,0.023044348073420446
n256_L32_S4,5.92,8,0.5,0.03581683466265735,0.04688810356778972
n256_L32_S4,5.92,9,0.5625,0.05529970829259644,0.07239328863405059
n256_L32_S4,5.92,10,0.625,0.07448204717618548,0.09750504126985517
n256_L32_S4,5.92,11,0.6875,0.09508727369913306,0.12447950744882859
n256_L32_S4,5.92,12,0.75,0.11543444354935717,0.1511161495819035
n256_L32_S4,5.92,13,0.8125,0.13727648420629773,0.17970973899594134
n256_L32_S4,5.92,14,0.875,0.15966342400648584,0.20901666021897983
n256_L32_S4,5.92,15,0.9375,0.1836412010028776,0.24040615908791113
n256_L32_S4,5.92,16,1.0,0.21097936896656114,0.2761947725404356
n256_L32_S4,5.96,0,0.0,0.09064523014365204,0.11866439284577356
n256_L32_S4,5.96,1,0.0625,0.07688464237770275,0.10065029778683232
n256_L32_S4,5.96,2,0.125,0.06407854300870774,0.08388573109163865
n256_L32_S4,5.96,3,0.1875,0.05026924175414722,0.06580786481671297
n256_L32_S4,5.96,4,0.25,0.035358839816700544,0.04628853886663744
n256_L32_S4,5.96,5,0.3125,0.019525705807957983,0.025561257011699364
n256_L32_S4,5.96,6,0.375,0.0052041882886534295,0.00681284434436832
n256_L32_S4,5.96,7,0.4375,0.01760309153331933,0.023044347349546666
n256_L32_S4,5.96,8,0.5,0.03581683408525291,0.04688810281190496
n256_L32_S4,5.96,9,0.5625,0.05529970770268221,0.07239328786178917
n256_L32_S4,5.96,10,0.625,0.0744820465842507,0.09750504049494864
n256_L32_S4,5.96,11,0.6875,0.0950872730982264,0.1244795066621769
n256_L32_S4,5.96,12,0.75,0.11543444294102402,0.15111614878552973
n256_L32_S4,5.96,13,0.8125,0.1372764835857856,0.17970973818362396
n256_L32_S4,5.96,14,0.875,0.159663423371631,0.2090166593878863
n256_L32_S4,5.96,15,0.9375,0.1836412003553209,0.2404061582401895
n256_L32_S4,5.96,16,1.0,0.21097936829920455,0.2761947716667938
n256_L32_S4,6.0,0,0.0,0.09064523052911468,0.11866439335038576
n256_L32_S4,6.0,1,0.0625,0.07688464277301131,0.10065029830433392
n256_L32_S4,6.0,2,0.125,0.06407854341469116,0.08388573162311476
n256_L32_S4,6.0,3,0.1875,0.050269242167233996,0.06580786535748816
n256_L32_S4,6.0,4,0.25,0.035358840230738535,0.04628853940865787
n256_L32_S4,6.0,5,0.3125,0.019525706213064528,0.02556125754202757
n256_L32_S4,6.0,6,0.375,0.00520418821558156,0.006812844248709353
n256_L32_S4,6.0,7,0.4375,0.01760309104326236,0.02304434670800918
n256_L32_S4,6.0,8,0.5,0.03581683357352223,0.04688810214199425
n256_L32_S4,6.0,9,0.5625,0.05529970717996885,0.07239328717750095
n256_L32_S4,6.0,10,0.625,0.07448204605996143,0.09750503980859739
n256_L32_S4,6.0,11,0.6875,0.09508727256610532,0.12447950596557295
n256_L32_S4,6.0,12,0.75,0.11543444240248059,0.15111614808051824
n256_L32_S4,6.0,13,0.8125,0.13727648303655343,0.17970973746461977
n256_L32_S4,6.0,14,0.875,0.1596634228097609,0.20901665865233768
n256_L32_S4,6.0,15,0.9375,0.18364119978226123,0.24040615748999253
n256_L32_S4,6.0,16,1.0,0.21097936770857847,0.2761947708936005
n256_L32_S4,6.04,0,0.0,0.09064523087069383,0.11866439379754974
n256_L32_S4,6.04,1,0.0625,0.07688464312323501,0.10065029876281455
n256_L32_S4,6.04,2,0.125,0.06407854377432025,0.08388573209390807
n256_L32_S4,6.04,3,0.1875,0.050269242533060865,0.06580786583639502
n256_L32_S4,6.04,4,0.25,0.03535884059728594,0.04628853988850799
n256_L32_S4,6.04,5,0.3125,0.01952570657174754,0.025561258011582356
n256_L32_S4,6.04,6,0.375,0.005204188149489736,0.006812844162188019
n256_L32_S4,6.04,7,0.4375,0.017603090608856963,0.023044346139325614
n256_L32_S4,6.04,8,0.5,0.03581683311989675,0.04688810154814953
n256_L32_S4,6.04,9,0.5625,0.05529970671669893,0.07239328657103061
n256_L32_S4,6.04,10,0.625,0.07448204559548771,0.09750503920055113
n256_L32_S4,6.04,11,0.6875,0.09508727209479195,0.12447950534857287
n256_L32_S4,6.04,12,0.75,0.1154344419256174,0.15111614745625282
n256_L32_S4,6.04,13,0.8125,0.1372764825503077,0.1797097368280716
n256_L32_S4,6.04,14,0.875,0.15966342231237635,0.2090166580012076
n256_L32_S4,6.04,15,0.9375,0.18364119927501887,0.2404061568259575
n256_L32_S4,6.04,16,1.0,0.21097936718574742,0.2761947702091582
n256_L32_S4,6.08,0,0.0,0.09064523117345391,0.11866439419389538
n256_L32_S4,6.08,1,0.0625,0.07688464343358328,0.10065029916909395
n256_L32_S4,6.08,2,0.125,0.06407854409295821,0.08388573251103956
n256_L32_S4,6.08,3,0.1875,0.05026924285710543,0.06580786626060434
n256_L32_S4,6.08,4,0.25,0.03535884092186221,0.046288540313413375
n256_L32_S4,6.08,5,0.3125,0.0195257068894031,0.02556125842742778
n256_L32_S4,6.08,6,0.375,0.005204188089735384,0.006812844083963122
n256_L32_S4,6.08,7,0.4375,0.017603090223703554,0.02304434563511822
n256_L32_S4,6.08,8,0.5,0.0358168327176916,0.046888101021619555
n256_L32_S4,6.08,9,0.5625,0.055299706306022815,0.07239328603341123
n256_L32_S4,6.08,10,0.625,0.07448204518391395,0.09750503866175664
n256_L32_S4,6.08,11,0.6875,0.09508727167724527,0.12447950480195918
n256_L32_S4,6.08,12,0.75,0.11543444150327792,0.15111614690336486
n256_L32_S4,6.08,13,0.8125,0.13727648211972998,0.17970973626439887
n256_L32_S4,6.08,14,0.875,0.15966342187198238,0.20901665742468434
n256_L32_S4,6.08,15,0.9375,0.18364119882593732,0.24040615623806127
n256_L32_S4,6.08,16,1.0,0.21097936672282805,0.27619476960314676
n256_L32_S4,6.12,0,0.0,0.09064523144186633,0.11866439454527622
n256_L32_S4,6.12,1,0.0625,0.07688464370865794,0.10065029952919637
n256_L32_S4,6.12,2,0.125,0.06407854437533896,0.08388573288070644
n256_L32_S4,6.12,3,0.1875,0.05026924314420272,0.06580786663644568
n256_L32_S4,6.12,4,0.25,0.03535884120933519,0.04628854068974655
n256_L32_S4,6.12,5,0.3125,0.019525707170790257,0.02556125879579395
n256_L32_S4,6.12,6,0.375,0.005204188035732416,0.0068128440132674065
n256_L32_S4,6.12,7,0.4375,0.017603089882149772,0.023044345187987442
n256_L32_S4,6.12,8,0.5,0.03581683236100141,0.04688810055467359
n256_L32_S4,6.12,9,0.5625,0.0552997059418919,0.07239328555672456
n256_L32_S4,6.12,10,0.625,0.07448204481913545,0.09750503818422221
n256_L32_S4,6.12,11,0.6875,0.09508727130725242,0.12447950431759859
n256_L32_S4,6.12,12,0.75,0.11543444112914682,0.15111614641358684
n256_L32_S4,6.12,13,0.8125,0.13727648173836676,0.17970973576515326
n256_L32_S4,6.12,14,0.875,0.15966342148196422,0.20901665691410848
n256_L32_S4,6.12,15,0.9375,0.18364119842826093,0.24040615571745996
n256_L32_S4,6.12,16,1.0,0.21097936631286618,0.27619476906646245
n256_L32_S4,6.16,0,0.0,0.09064523167988058,0.11866439485686256
n256_L32_S4,6.16,1,0.0625,0.07688464395252086,0.10065029984843926
n256_L32_S4,6.16,2,0.125,0.06407854462564264,0.08388573320838098
n256_L32_S4,6.16,3,0.1875,0.0502692433986209,0.06580786696950655
n256_L32_S4,6.16,4,0.25,0.03535884146400326,0.046288541023134545
n256_L32_S4,6.16,5,0.3125,0.019525707420110113,0.02556125912218056
n256_L32_S4,6.16,6,0.375,0.0052041879869477725,0.00681284394940304
n256_L32_S4,6.16,7,0.4375,0.017603089579196485,0.02304434479138888
n256_L32_S4,6.16,8,0.5,0.03581683204460752,0.046888100140479824
n256_L32_S4,6.16,9,0.5625,0.05529970561895829,0.07239328513396959
n256_L32_S4,6.16,10,0.625,0.07448204449576026,0.09750503776088917
n256_L32_S4,6.16,11,0.6875,0.09508727097932296,0.12447950388830352
n256_L32_S4,6.16,12,0.75,0.11543444079764743,0.15111614597961837
n256_L32_S4,6.16,13,0.8125,0.1372764814005173,0.17970973532287182
n256_L32_S4,6.16,14,0.875,0.159663421136483,0.20901665646183623
n256_L32_S4,6.16,15,0.9375,0.1836411980760292,0.24040615525635056
n256_L32_S4,6.16,16,1.0,0.21097936594972402,0.2761947685910701
n256_L32_S4,6.2,0,0.0,0.09064523189098679,0.1186643951332234
n256_L32_S4,6.2,1,0.0625,0.07688464416876259,0.10065030013152303
n256_L32_S4,6.2,2,0.125,0.06407854484756258,0.08388573349889815
n256_L32_S4,6.2,3,0.1875,0.05026924362412945,0.0658078672647216
n256_L32_S4,6.2,4,0.25,0.035358841689659866,0.04628854131854341
n256_L32_S4,6.2,5,0.3125,0.01952570764106877,0.0255612594114393
n256_L32_S4,6.2,6,0.375,0.005204187942892835,0.006812843891730371
n256_L32_S4,6.2,7,0.4375,0.01760308931042751,0.023044344439541273
n256_L32_S4,6.2,8,0.5,0.03581683176389635,0.0468880997729986
n256_L32_S4,6.2,9,0.5625,0.055299705332499095,0.07239328475896357
n256_L32_S4,6.2,10,0.625,0.07448204420902613,0.09750503738552323
n256_L32_S4,6.2,11,0.6875,0.09508727068861225,0.12447950350773182
n256_L32_S4,6.2,12,0.75,0.11543444050385872,0.1511161455950172
n256_L32_S4,6.2,13,0.8125,0.13727648110115215,0.1797097349309705
n256_L32_S4,6.2,14,0.875,0.15966342083038898,0.20901665606112613
n256_L32_S4,6.2,15,0.9375,0.183641197763981,0.2404061548478458
n256_L32_S4,6.2,16,1.0,0.2109793656279841,0.27619476816987787
n256_L32_S4,6.24,0,0.0,0.09064523207826847,0.11866439537839532
n256_L32_S4,6.24,1,0.0625,0.0768846443605533,0.10065030038259777
n256_L32_S4,6.24,2,0.125,0.06407854504436034,0.08388573375652766
n256_L32_S4,6.24,3,0.1875,0.050269243824057515,0.06580786752644902
n256_L32_S4,6.24,4,0.25,0.035358841889654095,0.046288541580357445
n256_L32_S4,6.24,5,0.3125,0.019525707836940232,0.02556125966785619
n256_L32_S4,6.24,6,0.375,0.005204187903121755,0.0068128438396657335
n256_L32_S4,6.24,7,0.4375,0.017603089071936348,0.023044344127330595
n256_L32_S4,6.24,8,0.5,0.03581683151478884,0.046888099446889965
n256_L32_S4,6.24,9,0.5625,0.05529970507833872,0.07239328442624021
n256_L32_S4,6.24,10,0.625,0.07448204395472502,0.09750503705261562
n256_L32_S4,6.24,11,0.6875,0.095087270430838,0.1244795031702775
n256_L32_S4,6.24,12,0.75,0.11543444024343319,0.1511161452540921
n256_L32_S4,6.24,13,0.8125,0.13727648083582839,0.17970973458363307
n256_L32_S4,6.24,14,0.875,0.15966342055913074,0.20901665570601982
n256_L32_S4,6.24,15,0.9375,0.1836411974874701,0.24040615448586317
n256_L32_S4,6.24,16,1.0,0.21097936534286174,0.2761947677966219
n256_L32_S4,6.28,0,0.0,0.09064523224445248,0.11866439559594814
n256_L32_S4,6.28,1,0.0625,0.07688464453069702,0.10065030060533427
n256_L32_S4,6.28,2,0.125,0.06407854521891829,0.08388573398504287
n256_L32_S4,6.28,3,0.1875,0.05026924400134517,0.0658078677585377
n256_L32_S4,6.28,4,0.25,0.03535884206694397,0.046288541812449034
n256_L32_S4,6.28,5,0.3125,0.019525708010615473,0.02556125989521583
n256_L32_S4,6.28,6,0.375,0.0052041878672314515,0.006812843792681451
n256_L32_S4,6.28,7,0.4375,0.017603088860270105,0.02304434385023663
n256_L32_S4,6.28,8,0.5,0.03581683129368096,0.046888099157435886
n256_L32_S4,6.28,9,0.5625,0.055299704852786805,0.07239328413096839
n256_L32_S4,6.28,10,0.625,0.07448204372914002,0.0975050367573005
n256_L32_S4,6.28,11,0.6875,0.09508727020221755,0.12447950287098865
n256_L32_S4,6.28,12,0.75,0.11543444001253189,0.15111614495181735
n256_L32_S4,6.28,13,0.8125,0.13727648060062472,0.1797097342757261
n256_L32_S4,6.28,14,0.875,0.15966342031869032,0.20901665539125736
n256_L32_S4,6.28,15,0.9375,0.18364119724239636,0.2404061541650352
n256_L32_S4,6.28,16,1.0,0.21097936509013596,0.27619476746577654
n256_L32_S4,6.32,0,0.0,0.09064523239194679,0.11866439578903411
n256_L32_S4,6.32,1,0.0625,0.07688464468166788,0.10065030080297142
n256_L32_S4,6.32,2,0.125,0.06407854537378406,0.08388573418777888
n256_L32_S4,6.32,3,0.1875,0.05026924415859192,0.06580786796439067
n256_L32_S4,6.32,4,0.25,0.0353588422241418,0.04628854201823796
n256_L32_S4,6.32,5,0.3125,0.01952570816464461,0.0255612600968566
n256_L32_S4,6.32,6,0.375,0.005204187834853581,0.006812843750295323
n256_L32_S4,6.32,7,0.4375,0.017603088672372112,0.02304434360425787
n256_L32_S4,6.32,8,0.5,0.03581683109738158,0.04688809890045881
n256_L32_S4,6.32,9,0.5625,0.05529970465257816,0.07239328386887367
n256_L32_S4,6.32,10,0.625,0.07448204352898195,0.09750503649527198
n256_L32_S4,6.32,11,0.6875,0.09508726999941047,0.12447950260549229
n256_L32_S4,6.32,12,0.75,0.11543443980776134,0.1511161446837506
n256_L32_S4,6.32,13,0.8125,0.13727648039207554,0.1797097340027127
n256_L32_S4,6.32,14,0.875,0.15966342010552187,0.20901665511219683
n256_L32_S4,6.32,15,0.9375,0.18364119702513718,0.24040615388061948
n256_L32_S4,6.32,16,1.0,0.21097936486607496,0.2761947671724565
n256_L32_S4,6.36,0,0.0,0.09064523252288374,0.11866439596044473
n256_L32_S4,6.36,1,0.0625,0.07688464481565838,0.10065030097837946
n256_L32_S4,6.36,2,0.125,0.06407854551120865,0.0838857343676825
n256_L32_S4,6.36,3,0.1875,0.05026924429809355,0.06580786814701337
n256_L32_S4,6.36,4,0.25,0.035358842363556464,0.04628854220074681
n256_L32_S4,6.36,5,0.3125,0.01952570830128524,0.025561260275733938
n256_L32_S4,6.36,6,0.375,0.005204187805653207,0.006812843712068881
n256_L32_S4,6.36,7,0.4375,0.0176030885055396,0.0230443433858561
n256_L32_S4,6.36,8,0.5,0.03581683092306919,0.046888098672265066
n256_L32_S4,6.36,9,0.5625,0.05529970447482661,0.0723932836361777
n256_L32_S4,6.36,10,0.625,0.07448204335134753,0.09750503626272934
n256_L32_S4,6.36,11,0.6875,0.09508726981946032,0.1244795023699181
n256_L32_S4,6.36,12,0.75,0.11543443962612546,0.1511161444459696
n256_L32_S4,6.36,13,0.8125,0.1372764802071185,0.17970973376058394
n256_L32_S4,6.36,14,0.875,0.1596634199164891,0.20901665486473253
n256_L32_S4,6.36,15,0.9375,0.18364119683249433,0.24040615362842918
n256_L32_S4,6.36,16,1.0,0.21097936466738182,0.27619476691234573
