control,time,depth_index,depth_fraction,C2_minus_C0_contrast_fro,contrast_normalized
n128_L32_S16,1.72,6,0.375,0.006843754572748027,0.008959213627386919
n128_L32_S16,1.72,7,0.4375,0.0232222923495272,0.030400487899656777
n128_L32_S16,1.72,8,0.5,0.0422081591386668,0.05525503735155381
n128_L32_S16,1.72,9,0.5625,0.06216261356720182,0.08137757259779026
n128_L32_S16,1.72,10,0.625,0.08249490167973074,0.10799473292950296
n128_L32_S16,1.72,11,0.6875,0.1035938710694517,0.13561556182844237
n128_L32_S16,1.72,12,0.75,0.12487938898202093,0.16348060288465674
n128_L32_S16,1.72,13,0.8125,0.14882469430160813,0.19482759282281928
n128_L32_S16,1.72,14,0.875,0.1726146560546411,0.22597122126056482
n128_L32_S16,1.72,15,0.9375,0.19672415969914608,0.25753316453385355
n128_L32_S16,1.72,16,1.0,0.2236029579560916,0.2927204134440252
n128_L32_S16,1.76,0,0.0,0.08418399166594019,0.11020593408545762
n128_L32_S16,1.76,1,0.0625,0.07182084778573994,0.09402124394915437
n128_L32_S16,1.76,2,0.125,0.057527763036338914,0.07531005284739471
n128_L32_S16,1.76,3,0.1875,0.04271625706539578,0.055920192394857675
n128_L32_S16,1.76,4,0.25,0.027886103759649533,0.03650592056778834
n128_L32_S16,1.76,5,0.3125,0.012549086387029073,0.016428108953179726
n128_L32_S16,1.76,6,0.375,0.0065255687582194966,0.008542674042972724
n128_L32_S16,1.76,7,0.4375,0.022856157370120995,0.029921177681546198
n128_L32_S16,1.76,8,0.5,0.0418296831192433,0.05475957137964993
n128_L32_S16,1.76,9,0.5625,0.06177324141146702,0.08086784240704446
n128_L32_S16,1.76,10,0.625,0.08209512145510904,0.10747137745286839
n128_L32_S16,1.76,11,0.6875,0.10318294451392333,0.13507761460122808
n128_L32_S16,1.76,12,0.75,0.12445751584379541,0.16292832539883498
n128_L32_S16,1.76,13,0.8125,0.1483918747633818,0.19426098531755925
n128_L32_S16,1.76,14,0.875,0.17217130214002685,0.2253908231192603
n128_L32_S16,1.76,15,0.9375,0.19627016547738313,0.2569388370817018
n128_L32_S16,1.76,16,1.0,0.22313775079812484,0.2921114070477686
n128_L32_S16,1.8,0,0.0,0.08444657922552808,0.11054968955144263
n128_L32_S16,1.8,1,0.0625,0.07209138609762142,0.09437540780830128
n128_L32_S16,1.8,2,0.125,0.057806470467676556,0.07567491096589553
n128_L32_S16,1.8,3,0.1875,0.043003659021990055,0.056296432585631086
n128_L32_S16,1.8,4,0.25,0.02817970373220292,0.036890274630626184
n128_L32_S16,1.8,5,0.3125,0.012844376498070615,0.016814675589775768
n128_L32_S16,1.8,6,0.375,0.006249945240911218,0.008181853100893689
n128_L32_S16,1.8,7,0.4375,0.022534979134130183,0.029500720694358603
n128_L32_S16,1.8,8,0.5,0.0414974941906465,0.0543247002070625
n128_L32_S16,1.8,9,0.5625,0.061431403715789645,0.0804203399566114
n128_L32_S16,1.8,10,0.625,0.08174404939048054,0.10701178621648195
n128_L32_S16,1.8,11,0.6875,0.102821977202433,0.13460506941835096
n128_L32_S16,1.8,12,0.75,0.12408682155002755,0.16244304654597483
n128_L32_S16,1.8,13,0.8125,0.14801145861779355,0.19376297951103838
n128_L32_S16,1.8,14,0.875,0.17178151459209517,0.22488054913528063
n128_L32_S16,1.8,15,0.9375,0.19587093036898173,0.2564161952210535
n128_L32_S16,1.8,16,1.0,0.2227285373228495,0.29157570242755965
n128_L32_S16,1.84,0,0.0,0.08467658501875619,0.11085079196754517
n128_L32_S16,1.84,1,0.0625,0.07232839644508483,0.09468567994215037
n128_L32_S16,1.84,2,0.125,0.058050682337349516,0.07599461066983525
n128_L32_S16,1.84,3,0.1875,0.043255553393249754,0.05662618951359552
n128_L32_S16,1.84,4,0.25,0.028437096187337727,0.037227229143988336
n128_L32_S16,1.84,5,0.3125,0.01310364448994028,0.017154085383217738
n128_L32_S16,1.84,6,0.375,0.0060113159134139275,0.007869461547385739
n128_L32_S16,1.84,7,0.4375,0.022253360657521808,0.02913205170330497
n128_L32_S16,1.84,8,0.5,0.041206069679704686,0.053943194058349735
n128_L32_S16,1.84,9,0.5625,0.061131448320104746,0.08002766595872586
n128_L32_S16,1.84,10,0.625,0.08143591426715587,0.10660840407198485
n128_L32_S16,1.84,11,0.6875,0.10250507159134226,0.13419020575845506
n128_L32_S16,1.84,12,0.75,0.12376128682034729,0.16201688643819526
n128_L32_S16,1.84,13,0.8125,0.14767730472490256,0.19332553598804086
n128_L32_S16,1.84,14,0.875,0.1714390398781782,0.22443221275919573
n128_L32_S16,1.84,15,0.9375,0.19552008334776363,0.2559568985907883
n128_L32_S16,1.84,16,1.0,0.2223688287255833,0.2911048050375001
n128_L32_S16,1.8800000000000001,0,0.0,0.08487800570211596,0.11111447338861487
n128_L32_S16,1.8800000000000001,1,0.0625,0.0725359815443419,0.09495743124917592
n128_L32_S16,1.8800000000000001,2,0.125,0.05826460880761575,0.0762746635161632
n128_L32_S16,1.8800000000000001,3,0.1875,0.04347626053311229,0.056915118988505674
n128_L32_S16,1.8800000000000001,4,0.25,0.028662667522596774,0.03752252637583942
n128_L32_S16,1.8800000000000001,5,0.3125,0.013331148320383795,0.017451912459908746
n128_L32_S16,1.8800000000000001,6,0.375,0.005804776392010066,0.007599079014656715
n128_L32_S16,1.8800000000000001,7,0.4375,0.022006522537844533,0.02880891395456434
n128_L32_S16,1.8800000000000001,8,0.5,0.04095051252487201,0.053608642151232795
n128_L32_S16,1.8800000000000001,9,0.5625,0.060868359030828656,0.07968325367440932
n128_L32_S16,1.8800000000000001,10,0.625,0.0811655897693777,0.10625452011858379
n128_L32_S16,1.8800000000000001,11,0.6875,0.10222698445356536,0.13382615967119577
n128_L32_S16,1.8800000000000001,12,0.75,0.12347555546258507,0.16164283324166062
n128_L32_S16,1.8800000000000001,13,0.8125,0.14738394354171247,0.19294149452626067
n128_L32_S16,1.8800000000000001,14,0.875,0.17113830307193179,0.2240385158105195
n128_L32_S16,1.8800000000000001,15,0.9375,0.19521193969618114,0.2555535052818809
n128_L32_S16,1.8800000000000001,16,1.0,0.22205282936479215,0.2906911277570904
n128_L32_S16,1.92,0,0.0,0.08505436003280994,0.11134534024773543
n128_L32_S16,1.92,1,0.0625,0.07271775581844724,0.09519539339939063
n128_L32_S16,1.92,2,0.125,0.05845196145566191,0.07651992836014024
n128_L32_S16,1.92,3,0.1875,0.04366959201102879,0.057168210766292325
n128_L32_S16,1.92,4,0.25,0.028860292482128017,0.037781238784609095
n128_L32_S16,1.92,5,0.3125,0.01353067991219085,0.017713120856178596
n128_L32_S16,1.92,6,0.375,0.005626025940767434,0.007365075375038835
n128_L32_S16,1.92,7,0.4375,0.021790239549391174,0.02852577617150599
n128_L32_S16,1.92,8,0.5,0.04072648827515843,0.0533153702213931
n128_L32_S16,1.92,9,0.5625,0.060637692579879984,0.0793812863860221
n128_L32_S16,1.92,10,0.625,0.08092853159076063,0.10594418536859045
n128_L32_S16,1.92,11,0.6875,0.10198306415560017,0.1335068416661013
n128_L32_S16,1.92,12,0.75,0.12322487190868284,0.161314661404344
n128_L32_S16,1.92,13,0.8125,0.14712651502936167,0.19260449281010983
n128_L32_S16,1.92,14,0.875,0.17087434637625598,0.2236929679975755
n128_L32_S16,1.92,15,0.9375,0.1949414400731425,0.2551993920706064
n128_L32_S16,1.92,16,1.0,0.22177537664600036,0.2903279121927782
n128_L32_S16,1.96,0,0.0,0.08520874300703087,0.11154744422907695
n128_L32_S16,1.96,1,0.0625,0.07287690019389673,0.095403730569009
n128_L32_S16,1.96,2,0.125,0.05861600865680247,0.07673468385792587
n128_L32_S16,1.96,3,0.1875,0.04383890648885925,0.05738986169795095
n128_L32_S16,1.96,4,0.25,0.02903338908198802,0.03800784092234434
n128_L32_S16,1.96,5,0.3125,0.013705605474942434,0.017942117303804423
n128_L32_S16,1.96,6,0.375,0.005471308534336856,0.007162533585827623
n128_L32_S16,1.96,7,0.4375,0.0216007819600439,0.028277755732104056
n128_L32_S16,1.96,8,0.5,0.04053016651331395,0.05305836383909623
n128_L32_S16,1.96,9,0.5625,0.06043551974685974,0.07911662031984039
n128_L32_S16,1.96,10,0.625,0.08072071841885253,0.10567213548984064
n128_L32_S16,1.96,11,0.6875,0.10176919150821176,0.13322685927973146
n128_L32_S16,1.96,12,0.75,0.12300502200764218,0.1610268541476042
n128_L32_S16,1.96,13,0.8125,0.14690070946719766,0.19230888894995163
n128_L32_S16,1.96,14,0.875,0.1706427701621165,0.22338980973094819
n128_L32_S16,1.96,15,0.9375,0.19470409170892217,0.2548886774363282
n128_L32_S16,1.96,16,1.0,0.2215318825784071,0.29000915216925893
n128_L32_S16,2.0,0,0.0,0.08534387458623363,0.11172434605584682
n128_L32_S16,2.0,1,0.0625,0.07301621154273255,0.09558610416550084
n128_L32_S16,2.0,2,0.125,0.058759625692509934,0.07692269406339976
n128_L32_S16,2.0,3,0.1875,0.043987160431465576,0.057583942115182966
n128_L32_S16,2.0,4,0.25,0.029184968810669742,0.03820627515262031
n128_L32_S16,2.0,5,0.3125,0.013858905817782333,0.018142804003780988
n128_L32_S16,2.0,6,0.375,0.005337355824877382,0.006987175026829382
n128_L32_S16,2.0,7,0.4375,0.021434861702773592,0.028060548201618518
n128_L32_S16,2.0,8,0.5,0.04035816691513679,0.052833197795002514
n128_L32_S16,2.0,9,0.5625,0.06025837094487716,0.07888471341202731
n128_L32_S16,2.0,10,0.625,0.08053859718978659,0.10543371913812322
n128_L32_S16,2.0,11,0.6875,0.10158172467999406,0.13298144496158232
n128_L32_S16,2.0,12,0.75,0.12281227766368945,0.16077453099156652
n128_L32_S16,2.0,13,0.8125,0.14670271186955547,0.19204968871766254
n128_L32_S16,2.0,14,0.875,0.17043967733362245,0.22312393929136315
n128_L32_S16,2.0,15,0.9375,0.19449591265360558,0.2546161485766938
n128_L32_S16,2.0,16,1.0,0.22131827806109983,0.2897295207941141
n128_L32_S16,2.04,0,0.0,0.08546214337280647,0.11187917266645865
n128_L32_S16,2.04,1,0.0625,0.07313814709432068,0.09574573096740303
n128_L32_S16,2.04,2,0.125,0.058885339864609115,0.07708726748751284
n128_L32_S16,2.04,3,0.1875,0.04411695388134819,0.05775385575433717
n128_L32_S16,2.04,4,0.25,0.0293176821973337,0.03838001130427471
n128_L32_S16,2.04,5,0.3125,0.01399321514428952,0.01831862941299714
n128_L32_S16,2.04,6,0.375,0.005221332778828669,0.006835288333026861
n128_L32_S16,2.04,7,0.4375,0.021289583358841502,0.02787036316431407
n128_L32_S16,2.04,8,0.5,0.04020750996379678,0.052635971579895274
n128_L32_S16,2.04,9,0.5625,0.06010318635473379,0.07868156002889616
n128_L32_S16,2.04,10,0.625,0.08037903276615661,0.10522483208008575
n128_L32_S16,2.04,11,0.6875,0.10141744839975542,0.13276638957452458
n128_L32_S16,2.04,12,0.75,0.12264334561984029,0.16055338070727923
n128_L32_S16,2.04,13,0.8125,0.14652915038625264,0.19182247799730912
n128_L32_S16,2.04,14,0.875,0.17026162148697116,0.2228908449641489
n128_L32_S16,2.04,15,0.9375,0.19431337963422135,0.2543771931469904
n128_L32_S16,2.04,16,1.0,0.22113096055287376,0.2894843019519555
n128_L32_S16,2.08,0,0.0,0.08556564562276518,0.11201466828636118
n128_L32_S16,2.08,1,0.0625,0.0732448641782547,0.09588543515207147
n128_L32_S16,2.08,2,0.125,0.05899537094667961,0.07723131005354048
n128_L32_S16,2.08,3,0.1875,0.044230571592007877,0.05790259360442142
n128_L32_S16,2.08,4,0.25,0.029433859944331675,0.038532100518322225
n128_L32_S16,2.08,5,0.3125,0.01411085750498317,0.01847263596450054
n128_L32_S16,2.08,6,0.375,0.0051207866572427745,0.006703662604325206
n128_L32_S16,2.08,7,0.4375,0.021162399789949944,0.027703866141155126
n128_L32_S16,2.08,8,0.5,0.04007557220482016,0.05246325080862489
n128_L32_S16,2.08,9,0.5625,0.05996727054145931,0.07850363155505595
n128_L32_S16,2.08,10,0.625,0.08023926202273933,0.10504185708648785
n128_L32_S16,2.08,11,0.6875,0.10127352748626953,0.13257798156023032
n128_L32_S16,2.08,12,0.75,0.12249532048059744,0.16035959981835296
n128_L32_S16,2.08,13,0.8125,0.146377048840701,0.191623360652412
n128_L32_S16,2.08,14,0.875,0.1701055590821049,0.22268654242677152
n128_L32_S16,2.08,15,0.9375,0.194153379804798,0.2541677360957605
n128_L32_S16,2.08,16,1.0,0.22096674548429432,0.28926932669756844
n128_L32_S16,2.12,0,0.0,0.08565621999018225,0.1121332399122471
n128_L32_S16,2.12,1,0.0625,0.07333825567522274,0.09600769470469336
n128_L32_S16,2.12,2,0.125,0.05909166732842586,0.07735737241396534
n128_L32_S16,2.12,3,0.1875,0.04433001985041275,0.05803278211168741
n128_L32_S16,2.12,4,0.25,0.029535549884450188,0.0386652236289764
n128_L32_S16,2.12,5,0.3125,0.01421388050246848,0.018607504191172495
n128_L32_S16,2.12,6,0.375,0.005033599854261333,0.006589525666026734
n128_L32_S16,2.12,7,0.4375,0.021051072178918207,0.02755812627873638
n128_L32_S16,2.12,8,0.5,0.03996004583902381,0.05231201432289721
n128_L32_S16,2.12,9,0.5625,0.05984825138541587,0.07834782262979283
n128_L32_S16,2.12,10,0.625,0.0801168522092748,0.10488160942458535
n128_L32_S16,2.12,11,0.6875,0.10114746461403817,0.13241295164999653
n128_L32_S16,2.12,12,0.75,0.12236564192292294,0.1601898365855036
n128_L32_S16,2.12,13,0.8125,0.1462437833990388,0.19144890180116184
n128_L32_S16,2.12,14,0.875,0.16996880566870146,0.2225075174439303
n128_L32_S16,2.12,15,0.9375,0.19401316647935893,0.25398418171451237
n128_L32_S16,2.12,16,1.0,0.22082282155744332,0.2890809147384539
n128_L32_S16,2.16,0,0.0,0.085735478391808,0.11223699771717453
n128_L32_S16,2.16,1,0.0625,0.07341998155263826,0.09611468270183267
n128_L32_S16,2.16,2,0.125,0.05917593821574974,0.07746769210384881
n128_L32_S16,2.16,3,0.1875,0.04441705933406224,0.0581467261930749
n128_L32_S16,2.16,4,0.25,0.029624550058559674,0.0387817344658636
n128_L32_S16,2.16,5,0.3125,0.01430408610287606,0.01872559306122876
n128_L32_S16,2.16,6,0.375,0.004957946916574083,0.006490487802661727
n128_L32_S16,2.16,7,0.4375,0.02095363419187582,0.027430569433724506
n128_L32_S16,2.16,8,0.5,0.039858902395528494,0.05217960663532577
n128_L32_S16,2.16,9,0.5625,0.05974404309487849,0.07821140272654456
n128_L32_S16,2.16,10,0.625,0.08000966338377775,0.10474128767927895
n128_L32_S16,2.16,11,0.6875,0.10103706213689383,0.13226842288771923
n128_L32_S16,2.16,12,0.75,0.12225205594660922,0.16004114027910443
n128_L32_S16,2.16,13,0.8125,0.14612704325350476,0.1912960763467108
n128_L32_S16,2.16,14,0.875,0.16984899608510023,0.22235067376365486
n128_L32_S16,2.16,15,0.9375,0.1938903188017494,0.2538233608411697
n128_L32_S16,2.16,16,1.0,0.22069670992811882,0.2889158209999211
n128_L32_S16,2.2,0,0.0,0.08580483336520084,0.11232779086531319
n128_L32_S16,2.2,1,0.0625,0.07349149685130021,0.09620830394898992
n128_L32_S16,2.2,2,0.125,0.05924968224389475,0.07756423099852601
n128_L32_S16,2.2,3,0.1875,0.044493234348807774,0.05824644751167569
n128_L32_S16,2.2,4,0.25,0.029702438224531686,0.03888369848438165
n128_L32_S16,2.2,5,0.3125,0.014383058565922006,0.01882897654168362
n128_L32_S16,2.2,6,0.375,0.004892255874155538,0.00640449113574777
n128_L32_S16,2.2,7,0.4375,0.02086835995110102,0.0273189362458459
n128_L32_S16,2.2,8,0.5,0.03977036019624361,0.0520636953369296
n128_L32_S16,2.2,9,0.5625,0.059652813028536464,0.07809197271997279
n128_L32_S16,2.2,10,0.625,0.0799158146634962,0.10461842957197519
n128_L32_S16,2.2,11,0.6875,0.10094038773652031,0.13214186566009817
n128_L32_S16,2.2,12,0.75,0.12215257995185799,0.1599109154619665
n128_L32_S16,2.2,13,0.8125,0.146024795130696,0.19116222251465043
n128_L32_S16,2.2,14,0.875,0.1697440484663582,0.2222132859999645
n128_L32_S16,2.2,15,0.9375,0.1937827052138175,0.25368248303597624
n128_L32_S16,2.2,16,1.0,0.22058622716170592,0.28877118713032274
n128_L32_S16,2.24,0,0.0,0.08586552227292991,0.112407239197859
n128_L32_S16,2.24,1,0.0625,0.07355407647189668,0.09629022742881153
n128_L32_S16,2.24,2,0.125,0.0593142128474113,0.07764870852562951
n128_L32_S16,2.24,3,0.1875,0.04455989878439431,0.058333718455339745
n128_L32_S16,2.24,4,0.25,0.029770598109564676,0.038972927132828565
n128_L32_S16,2.24,5,0.3125,0.014452189601212669,0.018919476530668874
n128_L32_S16,2.24,6,0.375,0.0048351738425423275,0.006329764593457014
n128_L32_S16,2.24,7,0.4375,0.020793735499980363,0.02722124478243797
n128_L32_S16,2.24,8,0.5,0.039692855310000906,0.05196223307295834
n128_L32_S16,2.24,9,0.5625,0.05957295203741389,0.07798742606033494
n128_L32_S16,2.24,10,0.625,0.07983365401571241,0.10451087241348347
n128_L32_S16,2.24,11,0.6875,0.10085574363168916,0.13203105738820295
n128_L32_S16,2.24,12,0.75,0.12206547139418056,0.1597968809552188
n128_L32_S16,2.24,13,0.8125,0.14593525139065425,0.19104500009127134
n128_L32_S16,2.24,14,0.875,0.16965213184545047,0.2220929572193418
n128_L32_S16,2.24,15,0.9375,0.19368845052374448,0.2535590934703846
n128_L32_S16,2.24,16,1.0,0.220489451785694,0.28864449771468914
n128_L32_S16,2.2800000000000002,0,0.0,0.08591862868132502,0.11247676122012579
n128_L32_S16,2.2800000000000002,1,0.0625,0.07360883708855841,0.09636191498829728
n128_L32_S16,2.2800000000000002,2,0.125,0.05937068071179353,0.07772263105670583
n128_L32_S16,2.2800000000000002,3,0.1875,0.04461823910899221,0.05841009223900011
n128_L32_S16,2.2800000000000002,4,0.25,0.02983024270996362,0.039051008354329717
n128_L32_S16,2.2800000000000002,5,0.3125,0.014512700913022708,0.018998692370982367
n128_L32_S16,2.2800000000000002,6,0.375,0.004785536722160125,0.006264784243763687
n128_L32_S16,2.2800000000000002,7,0.4375,0.020728433445264944,0.027135757342424786
n128_L32_S16,2.2800000000000002,8,0.5,0.039625015693781816,0.05187342369096691
n128_L32_S16,2.2800000000000002,9,0.5625,0.059503048030671905,0.0778959141682654
n128_L32_S16,2.2800000000000002,10,0.625,0.0797617313010856,0.10441671781484123
n128_L32_S16,2.2800000000000002,11,0.6875,0.10078163906978425,0.1319340465159087
n128_L32_S16,2.2800000000000002,12,0.75,0.1219891997476246,0.15969703313514522
n128_L32_S16,2.2800000000000002,13,0.8125,0.14585684145835348,0.19094235302429602
n128_L32_S16,2.2800000000000002,14,0.875,0.16957163710164178,0.2219875809090142
n128_L32_S16,2.2800000000000002,15,0.9375,0.19360590634060953,0.2534510342227095
n128_L32_S16,2.2800000000000002,16,1.0,0.22040469421966857,0.2885335409098406
n128_L32_S16,2.32,0,0.0,0.08596510121669454,0.11253759878637046
n128_L32_S16,2.32,1,0.0625,0.0736567564927261,0.09642464666201116
n128_L32_S16,2.32,2,0.125,0.05942009360969726,0.07778731787496647
n128_L32_S16,2.32,3,0.1875,0.044669294704330134,0.0584769295255573
n128_L32_S16,2.32,4,0.25,0.02988243492828471,0.03911933360308832
n128_L32_S16,2.32,5,0.3125,0.01456566432409379,0.019068027194313185
n128_L32_S16,2.32,6,0.375,0.00474234272471293,0.006208238637629417
n128_L32_S16,2.32,7,0.4375,0.02067129047310411,0.027060951022377697
n128_L32_S16,2.32,8,0.5,0.039565638226252774,0.05179569217523368
n128_L32_S16,2.32,9,0.5625,0.059441862474380366,0.07781581566913026
n128_L32_S16,2.32,10,0.625,0.0796987742835839,0.10433430028172469
n128_L32_S16,2.32,11,0.6875,0.1007167658200102,0.13184912042786007
n128_L32_S16,2.32,12,0.75,0.1219224215015784,0.15960961320130185
n128_L32_S16,2.32,13,0.8125,0.14578818631950866,0.19085247603513894
n128_L32_S16,2.32,14,0.875,0.16950115099613972,0.22189530698682092
n128_L32_S16,2.32,15,0.9375,0.1935336246231365,0.2533564096505815
n128_L32_S16,2.32,16,1.0,0.22033046984060145,0.2884363731839449
n128_L32_S16,2.36,0,0.0,0.08600577017597012,0.11259083884492024
n128_L32_S16,2.36,1,0.0625,0.0736986906458517,0.09647954299590833
n128_L32_S16,2.36,2,0.125,0.059463333901228176,0.07784392408505451
n128_L32_S16,2.36,3,0.1875,0.04471397582122073,0.05853542193160108
n128_L32_S16,2.36,4,0.25,0.029928105819898018,0.03917912173110597
n128_L32_S16,2.36,5,0.3125,0.014612019680312407,0.01912871136039798
n128_L32_S16,2.36,6,0.375,0.004704729398072552,0.0061589987321030385
n128_L32_S16,2.36,7,0.4375,0.02062128745160987,0.026995491668623892
n128_L32_S16,2.36,8,0.5,0.03951366835227045,0.05172765799922011
n128_L32_S16,2.36,9,0.5625,0.059388309543538687,0.07774570910077173
n128_L32_S16,2.36,10,0.625,0.07964366732979793,0.10426215932955071
n128_L32_S16,2.36,11,0.6875,0.1006599763938488,0.1317747769376971
n128_L32_S16,2.36,12,0.75,0.1218639579199389,0.15953307806086645
n128_L32_S16,2.36,13,0.8125,0.14572807581326336,0.19077378489258298
n128_L32_S16,2.36,14,0.875,0.16943943303266149,0.22181451150919662
n128_L32_S16,2.36,15,0.9375,0.19347033408490805,0.25327355550282477
n128_L32_S16,2.36,16,1.0,0.22026547493201465,0.28835128783137537
n128_L32_S16,2.4,0,0.0,0.08604136214333698,0.11263743257291983
n128_L32_S16,2.4,1,0.0625,0.07373538869475944,0.09652758470406396
n128_L32_S16,2.4,2,0.125,0.0595011739540039,0.07789346079957074
n128_L32_S16,2.4,3,0.1875,0.04475307941258503,0.05858661275454874
n128_L32_S16,2.4,4,0.25,0.029968070701224273,0.039231440075603724
n128_L32_S16,2.4,5,0.3125,0.01465259073858769,0.019181823255968403
n128_L32_S16,2.4,6,0.375,0.004671953793650262,0.006116091927268845
n128_L32_S16,2.4,7,0.4375,0.020577531851787935,0.02693821086434722
n128_L32_S16,2.4,8,0.5,0.03946818207393951,0.05166811154992101
n128_L32_S16,2.4,9,0.5625,0.05934143766290705,0.07768434874846332
n128_L32_S16,2.4,10,0.625,0.07959543253401699,0.10419901477416359
n128_L32_S16,2.4,11,0.6875,0.1006102647300757,0.13170969900265697
n128_L32_S16,2.4,12,0.75,0.12181277530123347,0.159466074487007
n128_L32_S16,2.4,13,0.8125,0.14567544846205213,0.1907048900078917
n128_L32_S16,2.4,14,0.875,0.16938539488596116,0.2217437697408924
n128_L32_S16,2.4,15,0.9375,0.19341491920150622,0.25320101143753776
n128_L32_S16,2.4,16,1.0,0.2202085652660726,0.28827678693435776
n128_L32_S16,2.44,0,0.0,0.086072512840003,0.11267821219806656
n128_L32_S16,2.44,1,0.0625,0.0737675061795757,0.09656962995927942
n128_L32_S16,2.44,2,0.125,0.05953428971535881,0.07793681290655506
n128_L32_S16,2.44,3,0.1875,0.044787303078436765,0.05863141522813523
n128_L32_S16,2.44,4,0.25,0.030003043351315317,0.039277223050424186
n128_L32_S16,2.44,5,0.3125,0.014688099233869286,0.019228307709996267
n128_L32_S16,2.44,6,0.375,0.004643375416638012,0.006078679746271545
n128_L32_S16,2.44,7,0.4375,0.02053924223925429,0.026888085627570786
n128_L32_S16,2.44,8,0.5,0.03942837004269757,0.05161599330268621
n128_L32_S16,2.44,9,0.5625,0.059300413190005355,0.07763064328419363
n128_L32_S16,2.44,10,0.625,0.07955321302197853,0.10414374487464047
n128_L32_S16,2.44,11,0.6875,0.10056674909685734,0.13165273234057256
n128_L32_S16,2.44,12,0.75,0.12176796749218131,0.15940741622724533
n128_L32_S16,2.44,13,0.8125,0.14562937359131733,0.19064457302758808
n128_L32_S16,2.44,14,0.875,0.16933808215210505,0.22168183226411606
n128_L32_S16,2.44,15,0.9375,0.19336640157407098,0.25313749662497903
n128_L32_S16,2.44,16,1.0,0.22015873707478414,0.288211556452219
n128_L32_S16,2.48,0,0.0,0.08609977841131625,0.11271390577466571
n128_L32_S16,2.48,1,0.0625,0.07379561664141084,0.09660642958879104
n128_L32_S16,2.48,2,0.125,0.0595632726466467,0.07797475469277722
n128_L32_S16,2.48,3,0.1875,0.044817257335305026,0.05867062858441207
n128_L32_S16,2.48,4,0.25,0.03003364851790504,0.039317288517802425
n128_L32_S16,2.48,5,0.3125,0.014719177310830858,0.019268992268109415
n128_L32_S16,2.48,6,0.375,0.004618441612793659,0.006046038705040397
n128_L32_S16,2.48,7,0.4375,0.02050573461008805,0.026844220523313103
n128_L32_S16,2.48,8,0.5,0.039393523526552156,0.05157037545081874
n128_L32_S16,2.48,9,0.5625,0.05926450601253593,0.07758363691213785
n128_L32_S16,2.48,10,0.625,0.07951625820430454,0.10409536702844756
n128_L32_S16,2.48,11,0.6875,0.10052865698068317,0.13160286564785353
n128_L32_S16,2.48,12,0.75,0.12172874042342054,0.15935606375905434
n128_L32_S16,2.48,13,0.8125,0.14558903550700877,0.19059176612009332
n128_L32_S16,2.48,14,0.875,0.16929665818830972,0.22162760382313523
n128_L32_S16,2.48,15,0.9375,0.19332392341670493,0.25308188813079724
n128_L32_S16,2.48,16,1.0,0.22011511017801574,0.28815444413413493
n128_L32_S16,2.52,0,0.0,0.08612364533405129,0.11274515015333805
n128_L32_S16,2.52,1,0.0625,0.07382022181568564,0.09663864041843487
n128_L32_S16,2.52,2,0.125,0.05958864020846843,0.07800796357003179
n128_L32_S16,2.52,3,0.1875,0.044843476401686025,0.05870495217306813
n128_L32_S16,2.52,4,0.25,0.030060432919181007,0.039352352190872845
n128_L32_S16,2.52,5,0.3125,0.014746378493017505,0.019304601552390013
n128_L32_S16,2.52,6,0.375,0.004596675069456673,0.00601754394976931
n128_L32_S16,2.52,7,0.4375,0.02047641036481554,0.02680583192023483
n128_L32_S16,2.52,8,0.5,0.039363022046297616,0.051530445720047835
n128_L32_S16,2.52,9,0.5625,0.059233076851734665,0.07754249274737347
n128_L32_S16,2.52,10,0.625,0.07948391076933146,0.10405302074365007
n128_L32_S16,2.52,11,0.6875,0.10049531174995821,0.13155921314068897
n128_L32_S16,2.52,12,0.75,0.12169439845363533,0.15931110641284615
n128_L32_S16,2.52,13,0.8125,0.14555371951555618,0.19054553367436147
n128_L32_S16,2.52,14,0.875,0.1692603898261635,0.22158012462134194
n128_L32_S16,2.52,15,0.9375,0.19328673295030996,0.25303320179498656
n128_L32_S16,2.52,16,1.0,0.22007691305024762,0.2881044399699018
n128_L32_S16,2.56,0,0.0,0.08614453910701621,0.11277250235796273
n128_L32_S16,2.56,1,0.0625,0.07384176057729584,0.09666683698283296
n128_L32_S16,2.56,2,0.125,0.05961084506595404,0.07803703212584638
n128_L32_S16,2.56,3,0.1875,0.044866427671476014,0.05873499786317617
n128_L32_S16,2.56,4,0.25,0.030083874913609185,0.03938304029251377
n128_L32_S16,2.56,5,0.3125,0.014770187348532941,0.019335769914802625
n128_L32_S16,2.56,6,0.375,0.004577663138403697,0.005992655279382002
n128_L32_S16,2.56,7,0.4375,0.02045074573433287,0.026772234148029823
n128_L32_S16,2.56,8,0.5,0.03933632249368404,0.051495493123037236
n128_L32_S16,2.56,9,0.5625,0.05920556608202348,0.07750647817959838
n128_L32_S16,2.56,10,0.625,0.0794555952235722,0.10401595263713972
n128_L32_S16,2.56,11,0.6875,0.10046612089929984,0.13152099916556267
n128_L32_S16,2.56,12,0.75,0.12166433232610718,0.15927174660579732
n128_L32_S16,2.56,13,0.8125,0.14552279958840925,0.19050505615143046
n128_L32_S16,2.56,14,0.875,0.16922863475886613,0.22153855380978738
n128_L32_S16,2.56,15,0.9375,0.19325417150179625,0.25299057534335817
n128_L32_S16,2.56,16,1.0,0.22004346962368604,0.2880606589137853
